# This file contains the metadata for categorization of the systems in the data set.
# The second column is the name of the group the complex belongs to
# The third column provides additional tags, including element and atomtype combinations the system represents, assignment of the systems into the smaller subsets obtained by clustering etc.
system	group	tags
1.07.36	HBCNO	C-N,C1-N2,equilibrium
1.07.37	HBCNO	C-N,C1-N2,equilibrium
1.07.38	HBCNO	C-N,C1-N2,equilibrium,cluster200,D442
1.07.39	HBCNO	C-N,C1-N2,equilibrium
1.07.40	HBCNO	C-N,C1-N2,equilibrium
1.07.41	HBCNO	C-N,C0-N3,equilibrium
1.07.42	HBCNO	C-N,C0-N3,equilibrium
1.07.43	HBCNO	C-N,C0-N3,equilibrium
1.07.44	HBCNO	C-N,C0-N3,equilibrium
1.07.45	HBCNO	C-N,C0-N3,equilibrium,cluster050,cluster200,D442
1.07.46	HBCNO	C-N,C1-N3,equilibrium
1.07.47	HBCNO	C-N,C1-N3,equilibrium
1.07.48	HBCNO	C-N,C1-N3,equilibrium
1.07.49	HBCNO	C-N,C1-N3,equilibrium,D442
1.07.50	HBCNO	C-N,C1-N3,equilibrium
1.07.51	HBCNO	C-N,C2-N3,equilibrium
1.07.52	HBCNO	C-N,C2-N3,equilibrium
1.07.53	HBCNO	C-N,C2-N3,equilibrium
1.07.54	HBCNO	C-N,C2-N3,equilibrium
1.07.55	HBCNO	C-N,C2-N3,equilibrium,D442
1.07.56	HBCNO	C-N,C0-N0,equilibrium,cluster100,cluster200,D442
1.07.57	HBCNO	C-N,C0-N0,equilibrium
1.07.58	HBCNO	C-N,C0-N0,equilibrium
1.07.59	HBCNO	C-N,C1c-N0,equilibrium,D442
1.07.60	HBCNO	C-N,C1n-N0,equilibrium
1.07.61	HBCNO	C-N,C1n-N0,equilibrium,D442
1.07.62	HBCNO	C-N,C3-N0,equilibrium,D442
1.07.63	HBCNO	C-N,C1n-N1,equilibrium
1.07.64	HBCNO	C-N,C1n-N1,equilibrium,D442
1.07.65	HBCNO	C-N,C1n-N1,equilibrium
1.07.66	HBCNO	C-N,C1n-N1,equilibrium
1.07.67	HBCNO	C-N,C2-N1,equilibrium
1.07.68	HBCNO	C-N,C2-N1,equilibrium,cluster100,cluster200,D442
1.07.69	HBCNO	C-N,C2-N2,equilibrium
1.07.70	HBCNO	C-N,C2-N2,equilibrium,cluster200,D442
1.07.71	HBCNO	C-N,C0-N2,equilibrium
1.07.72	HBCNO	C-N,C0-N2,equilibrium,D442
1.07.73	HBCNO	C-N,C0-N2,equilibrium
1.07.74	HBCNO	C-N,C3-N2,equilibrium,D442
1.07.75	HBCNO	C-N,C1c-N3,equilibrium
1.07.76	HBCNO	C-N,C1c-N3,equilibrium
1.07.77	HBCNO	C-N,C1c-N3,equilibrium
1.07.78	HBCNO	C-N,C1c-N3,equilibrium,cluster050,cluster100,cluster200,D442
1.07.79	HBCNO	C-N,C1n-N3,equilibrium
1.07.80	HBCNO	C-N,C1n-N3,equilibrium,D442
1.07.81	HBCNO	C-N,C1n-N3,equilibrium
1.07.82	HBCNO	C-N,C1n-N3,equilibrium
1.07.83	HBCNO	C-N,C3-N3,equilibrium,cluster200,D442
1.07.84	HBCNO	C-N,C3-N3,equilibrium
1.07.85	HBCNO	C-N,C3-N3,equilibrium
1.08.01	HBCNO	C-O,C1c-O2,equilibrium
1.08.02	HBCNO	C-O,C1c-O2,equilibrium
1.08.03	HBCNO	C-O,C1c-O2,equilibrium
1.08.04	HBCNO	C-O,C1c-O2,equilibrium
1.08.05	HBCNO	C-O,C1c-O2,equilibrium,cluster100,cluster200,D442
1.08.06	HBCNO	C-O,C0-O2,equilibrium
1.08.07	HBCNO	C-O,C0-O2,equilibrium
1.08.08	HBCNO	C-O,C0-O2,equilibrium
1.08.09	HBCNO	C-O,C0-O2,equilibrium,D442
1.08.10	HBCNO	C-O,C0-O2,equilibrium
1.08.11	HBCNO	C-O,C1-O2,equilibrium,cluster100,cluster200,D442
1.08.12	HBCNO	C-O,C1-O2,equilibrium
1.08.13	HBCNO	C-O,C1-O2,equilibrium
1.08.14	HBCNO	C-O,C1-O2,equilibrium
1.08.15	HBCNO	C-O,C1-O2,equilibrium
1.08.16	HBCNO	C-O,C1-O1,equilibrium,D442
1.08.17	HBCNO	C-O,C1-O1,equilibrium
1.08.18	HBCNO	C-O,C1-O1,equilibrium
1.08.19	HBCNO	C-O,C0-O1,equilibrium
1.08.20	HBCNO	C-O,C0-O1,equilibrium,cluster100,cluster200,D442
1.08.21	HBCNO	C-O,C0-O1,equilibrium
1.08.22	HBCNO	C-O,C1c-O1,equilibrium
1.08.23	HBCNO	C-O,C1c-O1,equilibrium
1.08.24	HBCNO	C-O,C1c-O1,equilibrium
1.08.25	HBCNO	C-O,C1c-O1,equilibrium,D442
1.08.26	HBCNO	C-O,C2-O1,equilibrium
1.08.27	HBCNO	C-O,C2-O1,equilibrium,D442
1.08.28	HBCNO	C-O,C2-O1,equilibrium
1.08.29	HBCNO	C-O,C2-O1,equilibrium
1.08.30	HBCNO	C-O,C3-O1,equilibrium
1.08.31	HBCNO	C-O,C3-O1,equilibrium,D442
1.08.32	HBCNO	C-O,C1n-O1,equilibrium
1.08.33	HBCNO	C-O,C1n-O1,equilibrium,cluster100,cluster200,D442
1.08.34	HBCNO	C-O,C1n-O1,equilibrium
1.08.35	HBCNO	C-O,C1n-O2,equilibrium
1.08.36	HBCNO	C-O,C1n-O2,equilibrium
1.08.37	HBCNO	C-O,C1n-O2,equilibrium,D442
1.08.38	HBCNO	C-O,C1n-O2,equilibrium
1.08.39	HBCNO	C-O,C2-O2,equilibrium,D442
1.08.40	HBCNO	C-O,C2-O2,equilibrium
1.09.01	HBCNO	C-B,C2-B0,equilibrium
1.09.02	HBCNO	C-B,C2-B0,equilibrium
1.09.03	HBCNO	C-B,C2-B0,equilibrium,D442
1.09.04	HBCNO	C-B,C2-B0,equilibrium
1.09.05	HBCNO	C-B,C2-B0,equilibrium
1.09.06	HBCNO	C-B,C2-B,equilibrium,D442
1.09.07	HBCNO	C-B,C2-B,equilibrium
1.09.08	HBCNO	C-B,C2-B,equilibrium
1.09.09	HBCNO	C-B,C2-B,equilibrium
1.09.10	HBCNO	C-B,C2-B,equilibrium
1.09.11	HBCNO	C-B,C3-B,equilibrium
1.09.12	HBCNO	C-B,C3-B,equilibrium
1.09.13	HBCNO	C-B,C3-B,equilibrium,cluster100,cluster200,D442
1.09.14	HBCNO	C-B,C3-B,equilibrium
1.09.15	HBCNO	C-B,C3-B,equilibrium
1.09.16	HBCNO	C-B,C0-B0,equilibrium,cluster200,D442
1.09.17	HBCNO	C-B,C0-B0,equilibrium
1.09.18	HBCNO	C-B,C0-B0,equilibrium
1.09.19	HBCNO	C-B,C0-B,equilibrium
1.09.20	HBCNO	C-B,C0-B,equilibrium
1.09.21	HBCNO	C-B,C0-B,equilibrium,cluster200,D442
1.09.22	HBCNO	C-B,C1-B,equilibrium
1.09.23	HBCNO	C-B,C1-B,equilibrium
1.09.24	HBCNO	C-B,C1-B,equilibrium,D442
1.09.25	HBCNO	C-B,C1c-B0,equilibrium,D442
1.09.26	HBCNO	C-B,C1c-B,equilibrium
1.09.27	HBCNO	C-B,C1c-B,equilibrium
1.09.28	HBCNO	C-B,C1c-B,equilibrium,D442
1.09.29	HBCNO	C-B,C1-B0,equilibrium,cluster200,D442
1.09.30	HBCNO	C-B,C1-B0,equilibrium
1.09.31	HBCNO	C-B,C1-B0,equilibrium
1.09.32	HBCNO	C-B,C1n-B0,equilibrium,D442
1.09.33	HBCNO	C-B,C1n-B,equilibrium
1.09.34	HBCNO	C-B,C1n-B,equilibrium,D442
1.09.35	HBCNO	C-B,C3-B0,equilibrium,cluster050,D442
1.10.01	HBCNO	N-N,N0-N0,equilibrium,D442
1.10.02	HBCNO	N-N,N0-N1,equilibrium,cluster100,cluster200,D442
1.10.03	HBCNO	N-N,N0-N2,equilibrium,D442
1.10.04	HBCNO	N-N,N0-N2,equilibrium
1.10.05	HBCNO	N-N,N0-N3,equilibrium,D442
1.10.06	HBCNO	N-N,N0-N3,equilibrium
1.10.07	HBCNO	N-N,N2-N3,equilibrium,D442
1.10.08	HBCNO	N-N,N2-N3,equilibrium
1.10.09	HBCNO	N-N,N3-N3,equilibrium
1.10.10	HBCNO	N-N,N3-N3,equilibrium,cluster200,D442
1.10.11	HBCNO	N-N,N1-N3,equilibrium,cluster200,D442
1.11.01	HBCNO	N-O,N0-O1,equilibrium
1.11.02	HBCNO	N-O,N0-O1,equilibrium
1.11.03	HBCNO	N-O,N0-O1,equilibrium,cluster200,D442
1.11.04	HBCNO	N-O,N3-O1,equilibrium,cluster100,cluster200,D442
1.11.05	HBCNO	N-O,N3-O1,equilibrium
1.11.06	HBCNO	N-O,N3-O1,equilibrium
1.11.07	HBCNO	N-O,N3-O1,equilibrium
1.11.08	HBCNO	N-O,N3-O2,equilibrium
1.11.09	HBCNO	N-O,N3-O2,equilibrium,cluster200,D442
1.11.10	HBCNO	N-O,N3-O2,equilibrium
1.11.11	HBCNO	N-O,N1-O2,equilibrium,cluster100,cluster200,D442
1.11.12	HBCNO	N-O,N2-O2,equilibrium,cluster100,cluster200,D442
1.12.01	HBCNO	N-B,N0-B,equilibrium
1.12.02	HBCNO	N-B,N0-B,equilibrium
1.12.03	HBCNO	N-B,N0-B,equilibrium,D442
1.12.04	HBCNO	N-B,N1-B,equilibrium,D442
1.12.05	HBCNO	N-B,N2-B,equilibrium,cluster200,D442
1.12.06	HBCNO	N-B,N2-B,equilibrium
1.12.07	HBCNO	N-B,N2-B,equilibrium
1.12.08	HBCNO	N-B,N2-B,equilibrium
1.12.09	HBCNO	N-B,N2-B0,equilibrium,D442
1.12.10	HBCNO	N-B,N3-B0,equilibrium
1.12.11	HBCNO	N-B,N3-B0,equilibrium,D442
1.12.12	HBCNO	N-B,N3-B,equilibrium
1.12.13	HBCNO	N-B,N3-B,equilibrium
1.12.14	HBCNO	N-B,N3-B,equilibrium
1.12.15	HBCNO	N-B,N3-B,equilibrium,cluster200,D442
1.13.01	HBCNO	O-O,O1-O1,equilibrium
1.13.02	HBCNO	O-O,O1-O1,equilibrium,cluster200,D442
1.13.03	HBCNO	O-O,O1-O2,equilibrium,cluster200,D442
1.14.01	HBCNO	O-B,O1-B0,equilibrium,D442
1.14.02	HBCNO	O-B,O1-B,equilibrium,cluster100,D442
1.14.03	HBCNO	O-B,O1-B,equilibrium
1.14.04	HBCNO	O-B,O1-B,equilibrium
1.14.05	HBCNO	O-B,O2-B,equilibrium,D442
1.14.06	HBCNO	O-B,O2-B0,equilibrium,D442
1.14.07	HBCNO	O-B,O2-B0,equilibrium
1.15.01	HBCNO	B-B,equilibrium,cluster050,cluster100,cluster200,D442
1.15.02	HBCNO	B-B,equilibrium
1.15.03	HBCNO	B-B,equilibrium
1.15.04	HBCNO	B-B,equilibrium
1.15.05	HBCNO	B-B,equilibrium
1.15.06	HBCNO	B-B,B-B0,equilibrium
1.15.07	HBCNO	B-B,B-B0,equilibrium
1.15.08	HBCNO	B-B,B-B0,equilibrium,cluster200,D442
2.01.01	PS	H-P,H-P0,equilibrium,cluster200,D442
2.01.02	PS	H-P,H-P1,equilibrium,cluster100,cluster200,D442
2.01.03	PS	H-P,H-P1,equilibrium
2.01.04	PS	H-P,H-P2,equilibrium,cluster100,cluster200,D442
2.02.01	PS	H-S,H-S0,equilibrium,D442
2.02.02	PS	H-S,H-S1,equilibrium
2.02.03	PS	H-S,H-S1,equilibrium
2.02.04	PS	H-S,H-S1,equilibrium,cluster100,cluster200,D442
2.02.05	PS	H-S,H-S2,equilibrium
2.02.06	PS	H-S,H-S2,equilibrium,cluster050,cluster100,D442
2.02.07	PS	H-S,H-S2,equilibrium
2.03.01	PS	C-P,C1c-P1,equilibrium,D442
2.03.02	PS	C-P,C1c-P1,equilibrium
2.03.03	PS	C-P,C1c-P1,equilibrium
2.03.04	PS	C-P,C1c-P1,equilibrium
2.03.05	PS	C-P,C1c-P1,equilibrium
2.03.06	PS	C-P,C1-P1,equilibrium
2.03.07	PS	C-P,C1-P1,equilibrium
2.03.08	PS	C-P,C1-P1,equilibrium
2.03.09	PS	C-P,C1-P1,equilibrium
2.03.10	PS	C-P,C1-P1,equilibrium,cluster050,cluster100,cluster200,D442
2.03.11	PS	C-P,C0-P1,equilibrium
2.03.12	PS	C-P,C0-P1,equilibrium
2.03.13	PS	C-P,C0-P1,equilibrium,cluster100,cluster200,D442
2.03.14	PS	C-P,C0-P1,equilibrium
2.03.15	PS	C-P,C0-P1,equilibrium
2.03.16	PS	C-P,C1n-P1,equilibrium
2.03.17	PS	C-P,C1n-P1,equilibrium
2.03.18	PS	C-P,C1n-P1,equilibrium,cluster050,D442
2.03.19	PS	C-P,C1n-P1,equilibrium
2.03.20	PS	C-P,C1n-P1,equilibrium
2.03.21	PS	C-P,C0-P0,equilibrium
2.03.22	PS	C-P,C0-P0,equilibrium,D442
2.03.23	PS	C-P,C1-P0,equilibrium,cluster200,D442
2.03.24	PS	C-P,C1-P0,equilibrium
2.03.25	PS	C-P,C1-P0,equilibrium
2.03.26	PS	C-P,C1c-P0,equilibrium,D442
2.03.27	PS	C-P,C1n-P0,equilibrium
2.03.28	PS	C-P,C1n-P0,equilibrium,D442
2.03.29	PS	C-P,C2-P0,equilibrium
2.03.30	PS	C-P,C2-P0,equilibrium
2.03.31	PS	C-P,C2-P0,equilibrium,cluster200,D442
2.03.32	PS	C-P,C2-P0,equilibrium
2.03.33	PS	C-P,C3-P0,equilibrium
2.03.34	PS	C-P,C3-P0,equilibrium,cluster100,cluster200,D442
2.03.35	PS	C-P,C3-P0,equilibrium
2.03.36	PS	C-P,C2-P1,equilibrium
2.03.37	PS	C-P,C2-P1,equilibrium,D442
2.03.38	PS	C-P,C2-P1,equilibrium
2.03.39	PS	C-P,C2-P1,equilibrium
2.03.40	PS	C-P,C3-P1,equilibrium
2.03.41	PS	C-P,C3-P1,equilibrium,D442
2.03.42	PS	C-P,C3-P1,equilibrium
2.03.43	PS	C-P,C3-P1,equilibrium
2.03.44	PS	C-P,C0-P2,equilibrium
2.03.45	PS	C-P,C0-P2,equilibrium,D442
2.03.46	PS	C-P,C0-P2,equilibrium
2.03.47	PS	C-P,C1-P2,equilibrium
2.03.48	PS	C-P,C1-P2,equilibrium
2.03.49	PS	C-P,C1-P2,equilibrium,cluster200,D442
2.03.50	PS	C-P,C1-P2,equilibrium
2.03.51	PS	C-P,C1c-P2,equilibrium
2.03.52	PS	C-P,C1c-P2,equilibrium,cluster020,D442
2.03.53	PS	C-P,C1n-P2,equilibrium
2.03.54	PS	C-P,C1n-P2,equilibrium,D442
2.03.55	PS	C-P,C2-P2,equilibrium,D442
2.03.56	PS	C-P,C2-P2,equilibrium
2.03.57	PS	C-P,C3-P2,equilibrium,cluster050,D442
2.03.58	PS	C-P,C3-P2,equilibrium
2.04.01	PS	C-S,C2-S0,equilibrium
2.04.02	PS	C-S,C2-S0,equilibrium,D442
2.04.03	PS	C-S,C2-S0,equilibrium
2.04.04	PS	C-S,C2-S0,equilibrium
2.04.05	PS	C-S,C2-S0,equilibrium
2.04.06	PS	C-S,C2-S1,equilibrium
2.04.07	PS	C-S,C2-S1,equilibrium
2.04.08	PS	C-S,C2-S1,equilibrium
2.04.09	PS	C-S,C2-S1,equilibrium,cluster200,D442
2.04.10	PS	C-S,C2-S1,equilibrium
2.04.11	PS	C-S,C1c-S1,equilibrium
2.04.12	PS	C-S,C1c-S1,equilibrium
2.04.13	PS	C-S,C1c-S1,equilibrium
2.04.14	PS	C-S,C1c-S1,equilibrium,cluster050,D442
2.04.15	PS	C-S,C1c-S1,equilibrium
2.04.16	PS	C-S,C0-S1,equilibrium
2.04.17	PS	C-S,C0-S1,equilibrium
2.04.18	PS	C-S,C0-S1,equilibrium
2.04.19	PS	C-S,C0-S1,equilibrium
2.04.20	PS	C-S,C0-S1,equilibrium,cluster200,D442
2.04.21	PS	C-S,C1-S1,equilibrium
2.04.22	PS	C-S,C1-S1,equilibrium,cluster100,D442
2.04.23	PS	C-S,C1-S1,equilibrium
2.04.24	PS	C-S,C1-S1,equilibrium
2.04.25	PS	C-S,C1-S1,equilibrium
2.04.26	PS	C-S,C0-S2,equilibrium
2.04.27	PS	C-S,C0-S2,equilibrium
2.04.28	PS	C-S,C0-S2,equilibrium
2.04.29	PS	C-S,C0-S2,equilibrium,D442
2.04.30	PS	C-S,C0-S2,equilibrium
2.04.31	PS	C-S,C1-S2,equilibrium
2.04.32	PS	C-S,C1-S2,equilibrium
2.04.33	PS	C-S,C1-S2,equilibrium
2.04.34	PS	C-S,C1-S2,equilibrium
2.04.35	PS	C-S,C1-S2,equilibrium,cluster200,D442
2.04.36	PS	C-S,C2-S2,equilibrium
2.04.37	PS	C-S,C2-S2,equilibrium
2.04.38	PS	C-S,C2-S2,equilibrium,cluster050,cluster100,D442
2.04.39	PS	C-S,C2-S2,equilibrium
2.04.40	PS	C-S,C2-S2,equilibrium
2.04.41	PS	C-S,C1c-S2,equilibrium,D442
2.04.42	PS	C-S,C1c-S2,equilibrium
2.04.43	PS	C-S,C1c-S2,equilibrium
2.04.44	PS	C-S,C1c-S2,equilibrium
2.04.45	PS	C-S,C1c-S2,equilibrium
2.04.46	PS	C-S,C1n-S2,equilibrium
2.04.47	PS	C-S,C1n-S2,equilibrium
2.04.48	PS	C-S,C1n-S2,equilibrium,cluster200,D442
2.04.49	PS	C-S,C1n-S2,equilibrium
2.04.50	PS	C-S,C1n-S2,equilibrium
2.04.51	PS	C-S,C0-S0,equilibrium
2.04.52	PS	C-S,C0-S0,equilibrium,D442
2.04.53	PS	C-S,C1-S0,equilibrium
2.04.54	PS	C-S,C1-S0,equilibrium
2.04.55	PS	C-S,C1-S0,equilibrium,cluster020,cluster100,D442
2.04.56	PS	C-S,C1-S0,equilibrium
2.04.57	PS	C-S,C1c-S0,equilibrium
2.04.58	PS	C-S,C1c-S0,equilibrium,D442
2.04.59	PS	C-S,C1n-S0,equilibrium
2.04.60	PS	C-S,C1n-S0,equilibrium,D442
2.04.61	PS	C-S,C3-S0,equilibrium
2.04.62	PS	C-S,C3-S0,equilibrium,D442
2.04.63	PS	C-S,C3-S0,equilibrium
2.04.64	PS	C-S,C1n-S1,equilibrium
2.04.65	PS	C-S,C1n-S1,equilibrium
2.04.66	PS	C-S,C1n-S1,equilibrium,D442
2.04.67	PS	C-S,C1n-S1,equilibrium
2.04.68	PS	C-S,C3-S1,equilibrium
2.04.69	PS	C-S,C3-S1,equilibrium,D442
2.04.70	PS	C-S,C3-S2,equilibrium
2.04.71	PS	C-S,C3-S2,equilibrium,D442
2.05.01	PS	N-P,N3-P1,equilibrium
2.05.02	PS	N-P,N3-P1,equilibrium
2.05.03	PS	N-P,N3-P1,equilibrium
2.05.04	PS	N-P,N3-P1,equilibrium
2.05.05	PS	N-P,N3-P1,equilibrium,cluster100,cluster200,D442
2.05.06	PS	N-P,N0-P0,equilibrium,cluster200,D442
2.05.07	PS	N-P,N1-P0,equilibrium,D442
2.05.08	PS	N-P,N1-P0,equilibrium
2.05.09	PS	N-P,N2-P0,equilibrium
2.05.10	PS	N-P,N2-P0,equilibrium
2.05.11	PS	N-P,N2-P0,equilibrium,cluster100,cluster200,D442
2.05.12	PS	N-P,N3-P0,equilibrium
2.05.13	PS	N-P,N3-P0,equilibrium,D442
2.05.14	PS	N-P,N0-P1,equilibrium,cluster020,cluster200,D442
2.05.15	PS	N-P,N0-P1,equilibrium
2.05.16	PS	N-P,N1-P1,equilibrium
2.05.17	PS	N-P,N1-P1,equilibrium,cluster100,cluster200,D442
2.05.18	PS	N-P,N0-P2,equilibrium,D442
2.05.19	PS	N-P,N2-P2,equilibrium,cluster200,D442
2.05.20	PS	N-P,N3-P2,equilibrium,cluster200,D442
2.06.01	PS	N-S,N3-S1,equilibrium
2.06.02	PS	N-S,N3-S1,equilibrium,D442
2.06.03	PS	N-S,N3-S1,equilibrium
2.06.04	PS	N-S,N3-S1,equilibrium
