3.23_100	-4.836	7.622	-3.835	-1.549	-2.598
3.24_100	-3.413	5.209	-2.360	-1.141	-1.705
3.25_100	-2.771	3.892	-1.196	-0.991	-1.066
3.26_100	-2.990	4.372	-2.208	-0.885	-1.712
3.27_100	-5.475	8.481	-3.015	-2.206	-2.216
3.28_100	-10.236	11.091	-2.078	-5.416	-6.640
3.29_100	-6.226	8.054	-2.020	-3.571	-3.763
3.30_100	-8.763	10.089	-1.677	-4.620	-4.971
3.31_100	-7.904	9.145	-1.787	-4.452	-5.000
3.32_100	-16.885	17.887	-2.651	-8.356	-10.005
3.33_100	-15.027	17.014	-2.588	-7.601	-8.202
3.34_100	-8.613	12.231	-3.105	-4.956	-4.443
3.35_100	-5.153	8.305	-2.867	-2.936	-2.652
3.36_100	-6.749	9.493	-2.028	-3.630	-2.913
3.37_100	-6.288	9.019	-2.359	-3.540	-3.168
3.38_100	-16.092	22.830	-4.122	-10.106	-7.489
3.39_100	-13.036	19.250	-3.771	-7.687	-5.244
3.40_100	-1.868	5.538	-2.510	-1.957	-0.798
3.41_100	-7.544	13.985	-5.234	-5.438	-4.230
3.42_100	-5.168	9.025	-3.295	-3.122	-2.560
3.43_100	-6.590	10.204	-2.282	-3.879	-2.547
3.44_100	-6.181	9.773	-2.701	-3.758	-2.867
3.45_100	-19.463	31.759	-5.701	-15.181	-8.587
3.46_100	-14.511	23.988	-4.792	-9.970	-5.285
3.47_100	-1.256	5.451	-3.320	-1.724	-0.849
3.48_100	-7.225	15.093	-5.421	-6.586	-4.139
3.49_100	-4.441	8.785	-2.707	-3.917	-2.280
3.50_100	-4.991	8.736	-2.993	-2.414	-1.662
3.51_100	-4.125	8.452	-2.718	-3.659	-2.050
3.52_100	-1.708	5.719	-1.338	-4.534	-1.861
4.01_100	-4.472	5.620	-2.645	-1.350	-2.848
4.02_100	-3.537	4.170	-1.820	-0.959	-2.145
4.03_100	-2.440	2.633	-0.930	-0.648	-1.384
4.04_100	-5.041	6.454	-3.158	-1.546	-3.290
4.05_100	-4.351	4.906	-1.969	-1.220	-2.635
4.06_100	-4.804	6.383	-4.159	-1.028	-3.608
4.07_100	-3.648	5.646	-3.379	-0.936	-2.318
4.08_100	-4.000	4.123	-1.677	-0.842	-2.396
4.09_100	-5.289	6.214	-2.689	-1.423	-3.187
4.10_100	-4.855	6.264	-3.399	-1.162	-3.151
4.11_100	-5.046	6.060	-3.028	-1.238	-3.252
4.12_100	-5.344	6.971	-3.787	-1.424	-3.583
4.13_100	-4.864	7.190	-4.599	-1.413	-3.686
4.14_100	-6.945	9.756	-5.592	-2.305	-5.086
4.15_100	-10.171	11.704	-3.654	-4.171	-6.291
4.16_100	-13.973	16.316	-4.717	-6.194	-8.568
4.17_100	-12.825	13.859	-3.696	-5.077	-7.739
4.18_100	-11.880	13.564	-3.749	-5.306	-7.372
4.19_100	-5.830	7.165	-3.082	-1.803	-3.550
4.20_100	-6.403	7.420	-2.511	-2.033	-3.528
4.21_100	-6.589	6.873	-1.883	-2.074	-3.674
4.22_100	-4.377	6.545	-3.565	-1.199	-2.597
4.23_100	-5.229	8.433	-3.824	-1.988	-2.608
4.24_100	-3.530	6.113	-3.029	-1.278	-1.724
4.25_100	-6.070	9.650	-4.361	-2.414	-3.195
4.26_100	-5.774	9.034	-3.256	-2.453	-2.449
4.27_100	-2.757	4.049	-1.189	-1.016	-0.912
4.28_100	-6.491	10.297	-4.060	-2.832	-3.086
4.29_100	-9.138	10.947	-2.181	-5.236	-5.608
4.30_100	-12.767	14.416	-2.564	-6.910	-7.824
4.31_100	-10.553	11.874	-2.082	-5.537	-6.297
4.32_100	-4.442	7.691	-2.189	-3.708	-2.647
4.33_100	-7.976	9.127	-1.580	-4.166	-4.595
4.34_100	-13.493	15.327	-2.934	-7.437	-8.538
4.35_100	-13.855	15.180	-2.674	-6.903	-8.253
4.36_100	-7.932	12.571	-3.436	-4.986	-3.783
4.37_100	-12.440	19.296	-4.473	-8.300	-5.918
4.38_100	-9.259	13.684	-3.103	-5.464	-4.142
4.39_100	-4.009	8.383	-3.868	-2.623	-2.117
4.40_100	-6.381	9.003	-1.932	-3.379	-2.690
4.41_100	-13.934	21.776	-5.332	-9.484	-6.973
4.42_100	-12.141	17.481	-3.891	-7.077	-5.627
4.43_100	-8.425	14.833	-4.218	-5.820	-3.630
4.44_100	-14.481	25.166	-5.832	-11.184	-6.332
4.45_100	-9.839	16.199	-3.763	-6.494	-3.897
4.46_100	-4.305	9.318	-4.691	-2.664	-2.342
4.47_100	-6.281	9.748	-2.163	-3.598	-2.294
4.48_100	-13.017	20.991	-4.743	-8.688	-5.457
4.49_100	-9.289	18.471	-6.318	-6.160	-3.296
4.50_100	-15.107	29.764	-12.654	-7.650	-5.647
4.51_100	-8.810	16.561	-6.090	-4.510	-2.849
4.52_100	-4.077	9.252	-2.059	-6.138	-3.022
4.53_100	-18.383	36.646	-16.334	-9.607	-7.678
4.54_100	-11.424	21.209	-8.274	-5.566	-4.055
5.01_100	-3.916	4.857	-2.375	-0.884	-2.319
5.02_100	-12.160	10.693	-3.650	-3.202	-8.320
5.03_100	-18.436	17.968	-4.576	-5.967	-11.011
5.04_100	-3.409	2.810	-1.108	-0.604	-2.310
5.05_100	-0.665	1.205	-0.713	-0.189	-0.362
5.06_100	-3.088	3.179	-1.514	-0.567	-1.990
5.07_100	-9.553	12.409	-3.320	-3.193	-3.656
5.08_100	-8.926	7.984	-2.868	-2.272	-6.081
5.09_100	-6.524	5.157	-2.500	-1.476	-5.342
5.10_100	-8.442	12.736	-5.280	-3.125	-4.111
5.11_100	-10.330	13.380	-3.602	-3.501	-4.052
5.12_100	-13.153	18.698	-4.491	-4.443	-3.389
5.13_100	-18.054	17.566	-3.984	-5.711	-10.185
5.14_100	-4.383	3.507	-1.132	-0.732	-2.741
5.15_100	-4.160	3.730	-1.575	-0.749	-2.754
5.16_100	-0.477	1.016	-0.629	-0.181	-0.272
5.17_100	-5.208	4.560	-1.974	-1.021	-3.643
5.18_100	-5.275	10.110	-1.956	-2.416	0.464
5.19_100	-10.988	9.341	-2.309	-3.219	-7.175
5.20_100	-15.720	15.073	-3.552	-4.775	-8.974
5.21_100	-2.720	2.703	-1.290	-0.603	-1.910
5.22_100	-0.468	0.936	-0.548	-0.148	-0.228
5.23_100	-6.206	4.810	-1.379	-1.237	-4.011
5.24_100	-0.661	1.314	-0.966	-0.181	-0.494
5.25_100	-9.506	8.395	-2.926	-2.476	-6.513
5.26_100	-6.215	4.563	-1.203	-1.220	-4.076
5.27_100	-1.702	6.397	-1.451	-1.726	1.519
5.28_100	-3.489	3.479	-1.150	-0.712	-1.872
5.29_100	-7.368	5.495	-1.087	-2.363	-5.324
5.30_100	-7.381	5.796	-0.873	-2.121	-4.580
5.31_100	-9.695	7.871	-1.354	-3.189	-6.368
5.32_100	-5.856	4.802	-1.034	-1.948	-4.036
5.33_100	-1.547	2.015	-0.630	-0.845	-1.008
5.34_100	-4.840	4.183	-0.784	-1.173	-2.614
5.35_100	-6.723	6.454	-1.488	-1.994	-3.752
5.36_100	-0.742	1.232	-0.662	-0.198	-0.372
5.37_100	-4.159	3.780	-0.743	-0.998	-2.120
5.38_100	-5.965	6.137	-1.539	-1.765	-3.133
5.39_100	-0.376	0.862	-0.119	-0.426	-0.059
5.40_100	-2.824	2.861	-0.637	-0.662	-1.262
5.41_100	-4.183	4.852	-1.196	-1.608	-2.135
6.01_100	-2.918	3.237	-1.571	-0.659	-1.910
6.02_100	-0.724	2.406	-1.739	-0.377	-0.434
6.03_100	-1.225	2.854	-1.973	-0.428	-0.772
6.04_100	-4.449	5.454	-2.966	-1.125	-3.086
6.05_100	-10.139	15.012	-3.375	-4.170	-2.672
6.06_100	-3.135	4.491	-1.470	-1.316	-1.430
6.07_100	-4.453	5.301	-1.888	-1.705	-2.746
6.08_100	-2.043	3.734	-1.939	-1.034	-1.282
6.09_100	-3.504	5.459	-2.183	-1.512	-1.740
6.10_100	-5.086	5.186	-2.062	-1.172	-3.135
6.11_100	-1.651	3.624	-2.418	-0.544	-0.989
6.12_100	-5.144	4.733	-1.508	-1.254	-3.172
6.13_100	-1.640	3.157	-1.490	-0.648	-0.622
6.14_100	-0.422	4.515	-1.704	-1.332	1.057
6.15_100	-3.429	4.347	-1.670	-0.904	-1.657
6.16_100	-3.827	4.788	-1.009	-2.108	-2.156
6.17_100	-6.452	7.193	-1.566	-3.182	-4.007
6.18_100	-1.986	4.284	-1.316	-2.069	-1.088
6.19_100	-3.009	5.131	-1.394	-2.519	-1.791
6.20_100	-1.342	3.222	-1.231	-1.045	-0.396
6.21_100	-2.865	4.061	-1.108	-1.305	-1.216
6.22_100	-5.221	7.193	-2.077	-2.431	-2.536
6.23_100	-1.688	4.274	-1.956	-1.226	-0.596
6.24_100	-3.344	5.982	-2.393	-1.708	-1.463
6.25_100	-2.646	4.003	-1.155	-1.200	-0.999
6.26_100	-5.070	7.611	-2.320	-2.459	-2.237
6.27_100	-1.760	4.523	-2.242	-1.098	-0.577
6.28_100	-2.605	5.693	-2.583	-1.425	-0.919
6.29_100	-1.196	3.042	-0.625	-1.602	-0.381
6.30_100	-4.090	6.911	-1.922	-2.622	-1.723
6.31_100	-1.670	4.514	-0.791	-2.831	-0.778
6.32_100	-2.320	5.403	-1.007	-3.190	-1.114
7.01_100	-4.475	5.728	-3.290	-1.180	-3.216
7.02_100	-13.672	19.384	-4.300	-5.796	-4.384
7.03_100	-4.431	5.901	-1.989	-1.558	-2.076
7.04_100	-4.553	6.354	-2.102	-2.026	-2.326
7.05_100	-5.186	5.381	-2.253	-1.215	-3.273
7.06_100	-5.145	4.797	-1.595	-1.280	-3.223
7.07_100	-0.741	6.795	-2.364	-2.316	1.373
7.08_100	-3.560	4.640	-1.854	-0.982	-1.756
7.09_100	-3.372	4.628	-1.065	-2.169	-1.977
7.10_100	-5.946	6.839	-1.582	-3.115	-3.804
7.11_100	-2.736	4.258	-1.273	-1.446	-1.196
7.12_100	-5.058	7.317	-2.241	-2.565	-2.547
7.13_100	-2.699	4.368	-1.375	-1.318	-1.023
7.14_100	-5.028	7.989	-2.564	-2.720	-2.324
7.15_100	-1.555	3.912	-0.910	-2.112	-0.665
7.16_100	-2.077	3.824	-0.996	-1.484	-0.733
7.33_100	-2.953	3.372	-1.708	-0.683	-1.972
8.01_100	-0.652	2.045	-0.463	-1.757	-0.827
8.02_100	-13.703	19.508	-6.538	-5.785	-6.518
8.03_100	-6.423	9.071	-2.691	-3.483	-3.526
8.04_100	-4.768	7.025	-2.842	-3.079	-3.664
8.05_100	-1.632	3.839	-0.908	-2.695	-1.396
8.06_100	-4.856	7.650	-2.482	-3.259	-2.947
8.07_100	-4.686	4.736	-1.312	-1.831	-3.093
8.08_100	-1.484	2.922	-0.729	-1.602	-0.893
8.09_100	-0.245	6.063	-2.208	-3.046	0.564
8.10_100	-2.871	4.538	-2.409	-1.286	-2.028
8.11_100	-2.026	4.281	-2.425	-1.410	-1.580
8.12_100	-5.012	6.349	-3.140	-1.765	-3.568
8.13_100	-2.492	4.585	-1.782	-1.722	-1.411
8.14_100	-1.764	4.571	-1.795	-2.230	-1.218
8.15_100	-4.473	7.278	-2.775	-2.723	-2.693
8.16_100	-1.910	5.093	-1.812	-2.662	-1.291
8.17_100	-4.623	8.287	-3.075	-3.236	-2.647
8.18_100	-1.827	5.181	-1.491	-3.399	-1.536
8.19_100	-4.086	8.414	-2.799	-3.943	-2.414
