# DFT-SAPT benchmark energies with the asymptotically corrected B3LYP potential for HB300SPXx10
# All energy units have been converted to kcal/mol
# The calculations have been performed by E. Masumian and A. D. Boese (https://doi.org/10.1021/acs.jctc.3c00801)

System             Elst         Exch          Ind        deltaHF        Disp           Total     
1.04_105        -1.838         3.538        -0.284        -0.377        -3.120        -2.080
1.04_110        -1.346         2.410        -0.216        -0.251        -2.561        -1.964
1.04_125        -0.586         0.751        -0.101        -0.072        -1.440        -1.448
1.04_150        -0.216         0.104        -0.033        -0.009        -0.591        -0.744
1.04_200        -0.069         0.002        -0.005        -0.000        -0.133        -0.206
1.05_080       -15.491        28.808        -3.662        -3.645        -6.988        -0.976
1.05_085       -11.732        20.772        -2.571        -2.813        -5.665        -2.010
1.05_090        -8.949        14.904        -1.871        -2.092        -4.612        -2.621
1.05_095        -6.887        10.650        -1.403        -1.518        -3.769        -2.926
1.05_100        -5.357         7.584        -1.074        -1.083        -3.089        -3.019
1.05_105        -4.217         5.385        -0.836        -0.764        -2.539        -2.972
1.05_110        -3.362         3.812        -0.658        -0.535        -2.092        -2.835
1.05_125        -1.850         1.333        -0.337        -0.178        -1.186        -2.219
1.05_150        -0.877         0.224        -0.126        -0.028        -0.485        -1.292
1.05_200        -0.333         0.006        -0.025        -0.001        -0.104        -0.457
1.06_080       -19.286        37.262        -4.470        -4.290       -10.455        -1.239
1.06_085       -14.596        27.157        -3.060        -3.428        -8.594        -2.522
1.06_090       -11.102        19.697        -2.175        -2.619        -7.090        -3.289
1.06_095        -8.502        14.231        -1.597        -1.943        -5.869        -3.680
1.06_100        -6.564        10.249        -1.204        -1.414        -4.872        -3.805
1.06_105        -5.118         7.361        -0.926        -1.015        -4.054        -3.753
1.06_110        -4.035         5.273        -0.723        -0.722        -3.381        -3.588
1.06_125        -2.127         1.914        -0.366        -0.252        -1.987        -2.818
1.06_150        -0.940         0.345        -0.134        -0.042        -0.859        -1.631
1.06_200        -0.335         0.011        -0.026        -0.002        -0.201        -0.552
1.07_080       -17.962        34.800        -3.710        -3.579       -10.633        -1.085
1.07_085       -13.518        25.084        -2.522        -2.796        -8.810        -2.562
1.07_090       -10.242        17.996        -1.786        -2.089        -7.327        -3.449
1.07_095        -7.827        12.862        -1.310        -1.517        -6.114        -3.906
1.07_100        -6.043         9.164        -0.989        -1.081        -5.115        -4.065
1.07_105        -4.722         6.512        -0.764        -0.761        -4.290        -4.024
1.07_110        -3.737         4.616        -0.599        -0.531        -3.605        -3.856
1.07_125        -2.019         1.627        -0.310        -0.176        -2.167        -3.045
1.07_150        -0.946         0.278        -0.119        -0.028        -0.973        -1.789
1.07_200        -0.371         0.008        -0.026        -0.001        -0.246        -0.636
1.08_080       -25.009        47.916        -6.480        -5.483       -12.882        -1.938
1.08_085       -19.148        35.838        -4.313        -4.724       -10.754        -3.101
1.08_090       -14.690        26.669        -2.969        -3.823        -9.015        -3.828
1.08_095       -11.310        19.765        -2.113        -2.977        -7.585        -4.220
1.08_100        -8.753        14.602        -1.550        -2.260        -6.402        -4.363
1.08_105        -6.816        10.761        -1.167        -1.687        -5.418        -4.327
1.08_110        -5.346         7.912        -0.897        -1.243        -4.596        -4.171
1.08_125        -2.723         3.114        -0.442        -0.478        -2.840        -3.370
1.08_150        -1.090         0.645        -0.158        -0.093        -1.324        -2.020
1.08_200        -0.331         0.027        -0.028        -0.004        -0.346        -0.683
1.09_080       -18.308        33.301        -4.664        -4.351        -7.389        -1.412
1.09_085       -14.121        24.310        -3.261        -3.441        -5.992        -2.505
1.09_090       -10.968        17.655        -2.358        -2.614        -4.879        -3.165
1.09_095        -8.593        12.765        -1.755        -1.934        -3.986        -3.503
1.09_100        -6.801         9.196        -1.335        -1.406        -3.268        -3.613
1.09_105        -5.444         6.604        -1.032        -1.009        -2.686        -3.567
1.09_110        -4.409         4.728        -0.808        -0.718        -2.213        -3.420
1.09_125        -2.521         1.709        -0.408        -0.251        -1.253        -2.724
1.09_150        -1.235         0.303        -0.148        -0.043        -0.508        -1.630
1.09_200        -0.470         0.009        -0.028        -0.002        -0.105        -0.596
1.10_080       -22.831        42.384        -6.287        -5.329        -9.899        -1.962
1.10_085       -17.697        31.502        -4.315        -4.435        -8.138        -3.082
1.10_090       -13.781        23.286        -3.060        -3.503        -6.720        -3.778
1.10_095       -10.802        17.138        -2.236        -2.678        -5.568        -4.147
1.10_100        -8.534        12.567        -1.677        -2.002        -4.629        -4.275
1.10_105        -6.804         9.187        -1.284        -1.474        -3.858        -4.233
1.10_110        -5.480         6.698        -0.998        -1.074        -3.223        -4.077
1.10_125        -3.056         2.561        -0.500        -0.400        -1.902        -3.297
1.10_150        -1.426         0.501        -0.180        -0.074        -0.822        -2.003
1.10_200        -0.514         0.018        -0.033        -0.003        -0.188        -0.720
1.11_080       -12.133        24.895        -2.522        -3.099        -7.546        -0.405
1.11_085        -9.060        17.532        -1.674        -2.294        -6.128        -1.624
1.11_090        -6.825        12.288        -1.149        -1.647        -4.998        -2.331
1.11_095        -5.197         8.580        -0.812        -1.158        -4.094        -2.680
1.11_100        -4.007         5.972        -0.587        -0.804        -3.363        -2.790
1.11_105        -3.134         4.145        -0.433        -0.552        -2.772        -2.746
1.11_110        -2.488         2.871        -0.325        -0.378        -2.290        -2.609
1.11_125        -1.364         0.943        -0.147        -0.119        -1.312        -1.999
1.11_150        -0.644         0.143        -0.047        -0.018        -0.552        -1.117
1.11_200        -0.233         0.003        -0.008        -0.001        -0.128        -0.366
1.12_080       -13.030        24.375        -2.432        -2.272        -8.303        -1.661
1.12_085       -10.020        17.341        -1.751        -1.740        -6.828        -2.997
1.12_090        -7.816        12.323        -1.311        -1.287        -5.630        -3.721
1.12_095        -6.190         8.751        -1.010        -0.933        -4.653        -4.035
1.12_100        -4.979         6.211        -0.795        -0.668        -3.853        -4.083
1.12_105        -4.067         4.409        -0.635        -0.475        -3.195        -3.964
1.12_110        -3.373         3.129        -0.513        -0.336        -2.655        -3.747
1.12_125        -2.080         1.117        -0.281        -0.119        -1.540        -2.902
1.12_150        -1.117         0.198        -0.113        -0.022        -0.651        -1.704
1.12_200        -0.442         0.006        -0.024        -0.001        -0.145        -0.606
1.13_080       -21.698        40.413        -5.805        -4.833        -9.597        -1.520
1.13_085       -16.791        29.846        -3.976        -3.944        -7.909        -2.774
1.13_090       -13.066        21.926        -2.816        -3.063        -6.550        -3.570
1.13_095       -10.243        16.041        -2.057        -2.305        -5.447        -4.012
1.13_100        -8.102        11.696        -1.543        -1.699        -4.545        -4.193
1.13_105        -6.474         8.505        -1.182        -1.234        -3.805        -4.189
1.13_110        -5.230         6.169        -0.921        -0.887        -3.193        -4.062
1.13_125        -2.959         2.329        -0.467        -0.320        -1.913        -3.330
1.13_150        -1.426         0.449        -0.175        -0.057        -0.853        -2.061
1.13_200        -0.541         0.016        -0.035        -0.003        -0.210        -0.772
1.14_080       -29.649        55.285        -9.067        -6.706       -12.734        -2.872
1.14_085       -23.186        42.081        -6.107        -6.008       -10.632        -3.852
1.14_090       -18.162        31.854        -4.229        -5.017        -8.919        -4.472
1.14_095       -14.273        24.001        -3.014        -4.015        -7.510        -4.811
1.14_100       -11.270        18.019        -2.207        -3.125        -6.345        -4.928
1.14_105        -8.952        13.488        -1.655        -2.386        -5.376        -4.882
1.14_110        -7.161        10.071        -1.267        -1.798        -4.566        -4.720
1.14_125        -3.849         4.146        -0.618        -0.733        -2.830        -3.884
1.14_150        -1.641         0.922        -0.218        -0.155        -1.318        -2.411
1.14_200        -0.514         0.044        -0.038        -0.008        -0.336        -0.851
1.15_080       -39.947        66.981       -18.238        -7.239       -10.296        -8.739
1.15_085       -34.417        52.289       -13.686        -6.740        -8.615       -11.169
1.15_090       -29.607        40.641       -10.459        -5.881        -7.229       -12.534
1.15_095       -25.484        31.461        -8.129        -4.932        -6.082       -13.167
1.15_100       -21.984        24.270        -6.416        -4.031        -5.127       -13.289
1.15_105       -19.028        18.668        -5.130        -3.237        -4.329       -13.057
1.15_110       -16.535        14.326        -4.146        -2.568        -3.661       -12.584
1.15_125       -11.147         6.404        -2.287        -1.228        -2.228       -10.487
1.15_150        -6.310         1.629        -0.919        -0.341        -0.994        -6.935
1.15_200        -2.604         0.100        -0.180        -0.028        -0.220        -2.932
1.16_080       -44.517        75.307       -21.495        -7.922       -11.653       -10.280
1.16_085       -38.497        59.428       -16.193        -7.646        -9.834       -12.742
1.16_090       -33.206        46.698       -12.411        -6.850        -8.324       -14.092
1.16_095       -28.634        36.559        -9.669        -5.872        -7.064       -14.681
1.16_100       -24.725        28.528        -7.648        -4.892        -6.008       -14.745
1.16_105       -21.403        22.198        -6.130        -3.998        -5.119       -14.453
1.16_110       -18.590        17.233        -4.970        -3.223        -4.368       -13.918
1.16_125       -12.478         7.985        -2.780        -1.610        -2.734       -11.617
1.16_150        -6.980         2.173        -1.154        -0.478        -1.278        -7.717
1.16_200        -2.807         0.155        -0.239        -0.044        -0.307        -3.242
1.17_080       -23.136        48.101       -12.802        -6.089        -8.789        -2.715
1.17_085       -19.413        36.290        -9.531        -5.203        -7.284        -5.141
1.17_090       -16.276        27.251        -7.229        -4.248        -6.059        -6.562
1.17_095       -13.671        20.385        -5.572        -3.370        -5.056        -7.284
1.17_100       -11.525        15.202        -4.352        -2.622        -4.231        -7.529
1.17_105        -9.763        11.307        -3.438        -2.014        -3.548        -7.456
1.17_110        -8.316         8.392        -2.741        -1.534        -2.982        -7.182
1.17_125        -5.331         3.394        -1.448        -0.660        -1.790        -5.835
1.17_150        -2.850         0.733        -0.554        -0.160        -0.794        -3.624
1.17_200        -1.100         0.033        -0.111        -0.011        -0.186        -1.375
1.18_080       -25.151        44.772       -11.561        -5.141        -7.690        -4.771
1.18_085       -21.516        33.537        -8.604        -4.279        -6.324        -7.186
1.18_090       -18.449        24.996        -6.526        -3.410        -5.221        -8.610
1.18_095       -15.891        18.554        -5.031        -2.644        -4.325        -9.337
1.18_100       -13.768        13.724        -3.933        -2.013        -3.592        -9.582
1.18_105       -12.008        10.121        -3.111        -1.514        -2.990        -9.501
1.18_110       -10.546         7.447        -2.484        -1.130        -2.494        -9.208
1.18_125        -7.446         2.924        -1.324        -0.459        -1.463        -7.767
1.18_150        -4.649         0.599        -0.522        -0.103        -0.626        -5.301
1.18_200        -2.293         0.024        -0.115        -0.007        -0.140        -2.531
1.19_080       -24.951        51.367       -13.053        -6.037        -9.824        -2.499
1.19_085       -20.611        39.015        -9.745        -5.258        -8.245        -4.844
1.19_090       -16.997        29.506        -7.419        -4.359        -6.940        -6.210
1.19_095       -14.024        22.234        -5.748        -3.504        -5.856        -6.897
1.19_100       -11.595        16.708        -4.517        -2.759        -4.952        -7.115
1.19_105        -9.616        12.528        -3.592        -2.142        -4.195        -7.018
1.19_110        -8.004         9.376        -2.883        -1.647        -3.560        -6.718
1.19_125        -4.733         3.897        -1.554        -0.725        -2.195        -5.310
1.19_150        -2.143         0.885        -0.609        -0.180        -1.012        -3.058
1.19_200        -0.552         0.045        -0.125        -0.012        -0.253        -0.898
1.20_080       -41.266        71.711       -20.768        -7.563       -11.352        -9.237
1.20_085       -35.579        56.223       -15.650        -7.172        -9.563       -11.741
1.20_090       -30.607        43.880       -12.001        -6.330        -8.085       -13.144
1.20_095       -26.334        34.108        -9.355        -5.353        -6.857       -13.790
1.20_100       -22.700        26.423        -7.401        -4.403        -5.831       -13.912
1.20_105       -19.628        20.413        -5.930        -3.554        -4.969       -13.670
1.20_110       -17.039        15.737        -4.803        -2.832        -4.243       -13.181
1.20_125       -11.453         7.148        -2.675        -1.370        -2.665       -11.015
1.20_150        -6.478         1.888        -1.111        -0.389        -1.261        -7.352
1.20_200        -2.703         0.130        -0.243        -0.034        -0.318        -3.169
1.21_080       -47.780        83.992       -25.477        -8.727       -13.583       -11.576
1.21_085       -41.336        66.870       -19.274        -8.748       -11.578       -14.066
1.21_090       -35.618        53.007       -14.821        -8.052        -9.901       -15.384
1.21_095       -30.648        41.862       -11.577        -7.056        -8.490       -15.908
1.21_100       -26.380        32.952        -9.177        -5.992        -7.297       -15.893
1.21_105       -22.743        25.868        -7.371        -4.981        -6.284       -15.512
1.21_110       -19.658        20.258        -5.990        -4.080        -5.420       -14.890
1.21_125       -12.963         9.638        -3.385        -2.127        -3.504       -12.341
1.21_150        -7.008         2.754        -1.442        -0.671        -1.730        -8.097
1.21_200        -2.641         0.223        -0.318        -0.068        -0.461        -3.265
1.22_080       -41.973        76.231       -19.577       -10.382       -13.273        -8.973
1.22_085       -34.948        60.230       -14.048        -9.896       -11.074        -9.735
1.22_090       -29.084        47.302       -10.281        -8.750        -9.280       -10.093
1.22_095       -24.243        36.961        -7.674        -7.395        -7.806       -10.159
1.22_100       -20.273        28.754        -5.838        -6.067        -6.588       -10.012
1.22_105       -17.025        22.285        -4.519        -4.875        -5.576        -9.709
1.22_110       -14.371        17.217        -3.551        -3.860        -4.730        -9.294
1.22_125        -8.962         7.820        -1.843        -1.813        -2.921        -7.718
1.22_150        -4.624         2.018        -0.702        -0.473        -1.346        -5.127
1.22_200        -1.770         0.124        -0.135        -0.032        -0.317        -2.131
1.23_080       -57.567       107.195       -35.619       -11.870       -18.740       -16.601
1.23_085       -49.209        87.864       -26.008       -13.371       -15.899       -16.622
1.23_090       -41.863        71.582       -19.233       -13.160       -13.546       -16.221
1.23_095       -35.530        58.003       -14.425       -12.065       -11.588       -15.605
1.23_100       -30.141        46.780       -10.982       -10.590        -9.947       -14.880
1.23_105       -25.596        37.575        -8.486        -9.029        -8.564       -14.099
1.23_110       -21.784        30.077        -6.651        -7.541        -7.393       -13.292
1.23_125       -13.711        15.175        -3.445        -4.071        -4.815       -10.867
1.23_150        -6.951         4.680        -1.351        -1.290        -2.426        -7.338
1.23_200        -2.503         0.413        -0.274        -0.117        -0.667        -3.149
1.24_080       -22.394        47.313        -9.529        -7.819       -10.315        -2.744
1.24_085       -17.876        35.565        -6.656        -6.503        -8.511        -3.981
1.24_090       -14.297        26.581        -4.760        -5.180        -7.061        -4.718
1.24_095       -11.484        19.771        -3.480        -4.011        -5.886        -5.090
1.24_100        -9.279        14.646        -2.594        -3.048        -4.925        -5.199
1.24_105        -7.552        10.813        -1.966        -2.285        -4.135        -5.125
1.24_110        -6.197         7.960        -1.511        -1.697        -3.482        -4.928
1.24_125        -3.615         3.130        -0.731        -0.674        -2.109        -4.000
1.24_150        -1.755         0.640        -0.254        -0.141        -0.954        -2.465
1.24_200        -0.635         0.025        -0.047        -0.007        -0.236        -0.900
1.25_080       -21.106        39.384        -7.740        -5.709        -8.061        -3.233
1.25_085       -17.119        29.112        -5.509        -4.537        -6.584        -4.638
1.25_090       -13.987        21.390        -4.027        -3.472        -5.407        -5.503
1.25_095       -11.533        15.638        -3.015        -2.592        -4.460        -5.963
1.25_100        -9.610        11.384        -2.304        -1.903        -3.693        -6.127
1.25_105        -8.099         8.256        -1.791        -1.382        -3.068        -6.083
1.25_110        -6.904         5.968        -1.412        -0.995        -2.556        -5.898
1.25_125        -4.564         2.221        -0.740        -0.364        -1.500        -4.947
1.25_150        -2.703         0.413        -0.297        -0.070        -0.649        -3.306
1.25_200        -1.288         0.013        -0.072        -0.004        -0.153        -1.503
1.26_080       -22.165        47.807        -8.876        -7.285       -11.369        -1.888
1.26_085       -17.349        35.927        -6.165        -6.131        -9.484        -3.202
1.26_090       -13.583        26.854        -4.390        -4.924        -7.944        -3.987
1.26_095       -10.656        19.984        -3.200        -3.837        -6.677        -4.387
1.26_100        -8.388        14.816        -2.382        -2.929        -5.630        -4.513
1.26_105        -6.632        10.949        -1.805        -2.203        -4.758        -4.449
1.26_110        -5.272         8.070        -1.388        -1.640        -4.031        -4.261
1.26_125        -2.750         3.187        -0.674        -0.651        -2.478        -3.367
1.26_150        -1.069         0.657        -0.236        -0.133        -1.145        -1.925
1.26_200        -0.245         0.026        -0.045        -0.006        -0.294        -0.563
1.27_080       -50.036        94.427       -28.825       -11.548       -16.853       -12.836
1.27_085       -42.229        76.196       -20.842       -11.982       -14.223       -13.080
1.27_090       -35.523        61.101       -15.301       -11.185       -12.065       -12.974
1.27_095       -29.856        48.732       -11.418        -9.842       -10.282       -12.666
1.27_100       -25.118        38.688        -8.662        -8.343        -8.797       -12.232
1.27_105       -21.183        30.593        -6.679        -6.894        -7.554       -11.716
1.27_110       -17.928        24.111        -5.227        -5.594        -6.507       -11.145
1.27_125       -11.182        11.626        -2.700        -2.797        -4.219        -9.271
1.27_150        -5.704         3.336        -1.056        -0.798        -2.122        -6.343
1.27_200        -2.153         0.260        -0.223        -0.064        -0.596        -2.775
1.28_080       -50.013        91.486       -30.810        -8.455       -16.722       -14.514
1.28_085       -41.799        74.084       -22.181        -9.794       -14.040       -13.730
1.28_090       -34.825        59.596       -16.187        -9.650       -11.839       -12.905
1.28_095       -28.988        47.668       -11.990        -8.773       -10.022       -12.105
1.28_100       -24.150        37.939        -9.018        -7.604        -8.511       -11.344
1.28_105       -20.165        30.065        -6.885        -6.387        -7.250       -10.622
1.28_110       -16.894        23.735        -5.331        -5.249        -6.192        -9.931
1.28_125       -10.217        11.470        -2.658        -2.690        -3.906        -8.001
1.28_150        -4.965         3.267        -0.974        -0.775        -1.870        -5.317
1.28_200        -1.758         0.240        -0.181        -0.058        -0.470        -2.227
1.29_080       -23.935        50.205       -11.077        -7.557       -11.484        -3.849
1.29_085       -18.908        38.071        -7.611        -6.520        -9.489        -4.456
1.29_090       -14.946        28.689        -5.338        -5.320        -7.886        -4.801
1.29_095       -11.850        21.504        -3.821        -4.192        -6.586        -4.944
1.29_100        -9.440        16.046        -2.786        -3.227        -5.524        -4.930
1.29_105        -7.568        11.930        -2.066        -2.444        -4.650        -4.797
1.29_110        -6.113         8.842        -1.554        -1.831        -3.926        -4.583
1.29_125        -3.399         3.544        -0.709        -0.740        -2.400        -3.705
1.29_150        -1.546         0.743        -0.229        -0.154        -1.102        -2.289
1.29_200        -0.530         0.030        -0.038        -0.008        -0.278        -0.824
1.30_080       -20.254        38.608        -7.955        -5.526        -8.443        -3.570
1.30_085       -16.143        28.596        -5.580        -4.424        -6.896        -4.447
1.30_090       -12.957        21.044        -4.020        -3.399        -5.664        -4.995
1.30_095       -10.496        15.404        -2.968        -2.543        -4.675        -5.277
1.30_100        -8.595        11.224        -2.239        -1.869        -3.873        -5.351
1.30_105        -7.123         8.148        -1.720        -1.358        -3.221        -5.273
1.30_110        -5.977         5.895        -1.344        -0.978        -2.686        -5.090
1.30_125        -3.800         2.198        -0.692        -0.356        -1.584        -4.235
1.30_150        -2.168         0.407        -0.276        -0.065        -0.691        -2.794
1.30_200        -1.006         0.013        -0.068        -0.004        -0.165        -1.230
1.31_080       -23.978        50.959       -10.836        -6.468       -12.910        -3.233
1.31_085       -18.624        38.636        -7.407        -5.771       -10.806        -3.971
1.31_090       -14.451        29.123        -5.167        -4.812        -9.084        -4.392
1.31_095       -11.221        21.843        -3.677        -3.849        -7.666        -4.571
1.31_100        -8.730        16.313        -2.666        -2.996        -6.490        -4.569
1.31_105        -6.813        12.140        -1.967        -2.288        -5.508        -4.436
1.31_110        -5.338         9.007        -1.472        -1.724        -4.686        -4.213
1.31_125        -2.649         3.622        -0.661        -0.699        -2.919        -3.306
1.31_150        -0.932         0.764        -0.207        -0.142        -1.377        -1.894
1.31_200        -0.165         0.032        -0.035        -0.006        -0.363        -0.537
1.32_080       -56.154       104.457       -39.634        -6.377       -19.574       -17.282
1.32_085       -46.852        85.910       -28.437        -9.423       -16.489       -15.291
1.32_090       -38.902        70.156       -20.614       -10.243       -13.948       -13.551
1.32_095       -32.216        56.942       -15.126        -9.847       -11.845       -12.093
1.32_100       -26.654        45.972       -11.251        -8.860       -10.094       -10.887
1.32_105       -22.063        36.945        -8.488        -7.649        -8.630        -9.884
1.32_110       -18.292        29.570        -6.495        -6.423        -7.398        -9.038
1.32_125       -10.625        14.856        -3.140        -3.443        -4.727        -7.079
1.32_150        -4.748         4.503        -1.124        -1.043        -2.320        -4.732
1.32_200        -1.479         0.372        -0.210        -0.082        -0.612        -2.012
1.33_080       -21.732        46.010        -9.165        -6.838       -11.418        -3.142
1.33_085       -16.738        34.585        -6.121        -5.801        -9.420        -3.494
1.33_090       -12.896        25.834        -4.175        -4.660        -7.817        -3.714
1.33_095        -9.960        19.193        -2.909        -3.616        -6.521        -3.812
1.33_100        -7.727        14.197        -2.067        -2.743        -5.463        -3.803
1.33_105        -6.030        10.461        -1.495        -2.048        -4.594        -3.705
1.33_110        -4.740         7.684        -1.099        -1.512        -3.875        -3.541
1.33_125        -2.433         3.000        -0.470        -0.586        -2.362        -2.850
1.33_150        -0.995         0.604        -0.140        -0.115        -1.081        -1.727
1.33_200        -0.311         0.023        -0.022        -0.005        -0.274        -0.589
1.34_080       -15.536        31.325        -5.574        -3.150        -9.791        -2.726
1.34_085       -11.940        22.768        -3.851        -2.556        -8.086        -3.665
1.34_090        -9.255        16.471        -2.742        -1.968        -6.708        -4.201
1.34_095        -7.251        11.874        -2.006        -1.467        -5.585        -4.435
1.34_100        -5.751         8.534        -1.502        -1.071        -4.664        -4.455
1.34_105        -4.624         6.119        -1.148        -0.772        -3.905        -4.330
1.34_110        -3.771         4.380        -0.892        -0.551        -3.279        -4.112
1.34_125        -2.228         1.594        -0.453        -0.196        -1.966        -3.248
1.34_150        -1.162         0.291        -0.176        -0.036        -0.880        -1.963
1.34_200        -0.470         0.009        -0.040        -0.002        -0.219        -0.721
2.01_080       -12.122        26.858        -1.473        -2.307       -10.692         0.264
2.01_085        -8.651        17.897        -1.047        -1.577        -8.560        -1.938
2.01_090        -6.292        11.878        -0.781        -1.053        -6.872        -3.120
2.01_095        -4.679         7.856        -0.603        -0.693        -5.532        -3.651
2.01_100        -3.568         5.181        -0.475        -0.451        -4.467        -3.780
2.01_105        -2.792         3.406        -0.380        -0.292        -3.617        -3.676
2.01_110        -2.244         2.233        -0.307        -0.189        -2.939        -3.445
2.01_125        -1.334         0.621        -0.168        -0.051        -1.612        -2.544
2.01_150        -0.745         0.071        -0.068        -0.007        -0.647        -1.396
2.01_200        -0.331         0.001        -0.015        -0.000        -0.144        -0.490
2.02_080       -13.422        26.565        -2.236        -2.494        -9.185        -0.772
2.02_085       -10.076        18.968        -1.595        -1.838        -7.672        -2.213
2.02_090        -7.641        13.521        -1.180        -1.322        -6.422        -3.045
2.02_095        -5.861         9.627        -0.897        -0.937        -5.386        -3.455
2.02_100        -4.554         6.847        -0.695        -0.658        -4.524        -3.584
2.02_105        -3.587         4.866        -0.545        -0.459        -3.806        -3.533
2.02_110        -2.866         3.455        -0.433        -0.319        -3.207        -3.371
2.02_125        -1.590         1.229        -0.225        -0.106        -1.938        -2.630
2.02_150        -0.755         0.214        -0.084        -0.017        -0.872        -1.515
2.02_200        -0.286         0.006        -0.017        -0.001        -0.216        -0.514
2.03_080       -11.994        23.636        -1.835        -2.202        -8.353        -0.748
2.03_085        -8.863        16.462        -1.272        -1.580        -6.870        -2.123
2.03_090        -6.627        11.426        -0.920        -1.104        -5.666        -2.891
2.03_095        -5.025         7.910        -0.688        -0.758        -4.684        -3.245
2.03_100        -3.873         5.465        -0.528        -0.515        -3.880        -3.331
2.03_105        -3.037         3.768        -0.412        -0.347        -3.220        -3.249
2.03_110        -2.426         2.594        -0.327        -0.233        -2.679        -3.070
2.03_125        -1.378         0.838        -0.172        -0.071        -1.563        -2.344
2.03_150        -0.714         0.124        -0.067        -0.010        -0.674        -1.342
2.03_200        -0.314         0.002        -0.015        -0.000        -0.159        -0.487
2.04_080       -19.355        35.839        -4.635        -4.396        -9.062        -1.609
2.04_085       -15.019        26.246        -3.286        -3.388        -7.553        -3.000
2.04_090       -11.752        19.152        -2.412        -2.532        -6.318        -3.862
2.04_095        -9.288        13.942        -1.823        -1.855        -5.301        -4.324
2.04_100        -7.422        10.129        -1.410        -1.341        -4.459        -4.503
2.04_105        -6.004         7.350        -1.110        -0.961        -3.759        -4.485
2.04_110        -4.919         5.328        -0.885        -0.685        -3.176        -4.337
2.04_125        -2.914         2.017        -0.475        -0.245        -1.935        -3.553
2.04_150        -1.502         0.398        -0.190        -0.045        -0.885        -2.225
2.04_200        -0.616         0.015        -0.042        -0.002        -0.225        -0.870
2.05_080       -15.189        28.711        -3.106        -3.172        -7.844        -0.600
2.05_085       -11.620        20.647        -2.177        -2.360        -6.493        -2.004
2.05_090        -8.979        14.808        -1.579        -1.710        -5.392        -2.853
2.05_095        -7.018        10.600        -1.177        -1.219        -4.489        -3.304
2.05_100        -5.555         7.578        -0.896        -0.860        -3.746        -3.479
2.05_105        -4.455         5.412        -0.693        -0.602        -3.132        -3.471
2.05_110        -3.621         3.860        -0.542        -0.420        -2.623        -3.347
2.05_125        -2.103         1.397        -0.274        -0.142        -1.562        -2.683
2.05_150        -1.049         0.254        -0.099        -0.024        -0.690        -1.609
2.05_200        -0.399         0.008        -0.019        -0.001        -0.168        -0.579
2.06_080       -16.797        32.033        -3.642        -3.807        -8.020        -0.232
2.06_085       -12.721        23.105        -2.463        -2.902        -6.611        -1.593
