# This file contains the metadata for categorization of the systems in the data set.
# The second column is the name of the group the complex belongs to (groups by elements involved in the HB)
# The third column provides additional tags, including assignment of the systems into the smaller subsets obtained by clustering.
system	group	tags
1.25_125	XH-N	"ClH-N,scaling1.25,cluster200"
1.25_150	XH-N	"ClH-N,scaling1.50,cluster200"
1.25_200	XH-N	"ClH-N,scaling2.00,cluster200"
1.26_080	XH-N	"ClH-N,scaling0.80,cluster100,cluster200"
1.26_085	XH-N	"ClH-N,scaling0.85,cluster100,cluster200"
1.26_090	XH-N	"ClH-N,scaling0.90,cluster100,cluster200"
1.26_095	XH-N	"ClH-N,scaling0.95,cluster100,cluster200"
1.26_100	XH-N	"ClH-N,scaling1.00,minimum,cluster100,cluster200"
1.26_105	XH-N	"ClH-N,scaling1.05,cluster100,cluster200"
1.26_110	XH-N	"ClH-N,scaling1.10,cluster100,cluster200"
1.26_125	XH-N	"ClH-N,scaling1.25,cluster100,cluster200"
1.26_150	XH-N	"ClH-N,scaling1.50,cluster100,cluster200"
1.26_200	XH-N	"ClH-N,scaling2.00,cluster100,cluster200"
1.27_080	XH-N	"ClH-N,scaling0.80"
1.27_085	XH-N	"ClH-N,scaling0.85"
1.27_090	XH-N	"ClH-N,scaling0.90"
1.27_095	XH-N	"ClH-N,scaling0.95"
1.27_100	XH-N	"ClH-N,scaling1.00,minimum"
1.27_105	XH-N	"ClH-N,scaling1.05"
1.27_110	XH-N	"ClH-N,scaling1.10"
1.27_125	XH-N	"ClH-N,scaling1.25"
1.27_150	XH-N	"ClH-N,scaling1.50"
1.27_200	XH-N	"ClH-N,scaling2.00"
1.28_080	XH-N	"BrH-N,scaling0.80,cluster100,cluster200"
1.28_085	XH-N	"BrH-N,scaling0.85,cluster100,cluster200"
1.28_090	XH-N	"BrH-N,scaling0.90,cluster100,cluster200"
1.28_095	XH-N	"BrH-N,scaling0.95,cluster100,cluster200"
1.28_100	XH-N	"BrH-N,scaling1.00,minimum,cluster100,cluster200"
1.28_105	XH-N	"BrH-N,scaling1.05,cluster100,cluster200"
1.28_110	XH-N	"BrH-N,scaling1.10,cluster100,cluster200"
1.28_125	XH-N	"BrH-N,scaling1.25,cluster100,cluster200"
1.28_150	XH-N	"BrH-N,scaling1.50,cluster100,cluster200"
1.28_200	XH-N	"BrH-N,scaling2.00,cluster100,cluster200"
1.29_080	XH-N	"BrH-N,scaling0.80,cluster050,cluster100,cluster200"
1.29_085	XH-N	"BrH-N,scaling0.85,cluster050,cluster100,cluster200"
1.29_090	XH-N	"BrH-N,scaling0.90,cluster050,cluster100,cluster200"
1.29_095	XH-N	"BrH-N,scaling0.95,cluster050,cluster100,cluster200"
1.29_100	XH-N	"BrH-N,scaling1.00,minimum,cluster050,cluster100,cluster200"
1.29_105	XH-N	"BrH-N,scaling1.05,cluster050,cluster100,cluster200"
1.29_110	XH-N	"BrH-N,scaling1.10,cluster050,cluster100,cluster200"
1.29_125	XH-N	"BrH-N,scaling1.25,cluster050,cluster100,cluster200"
1.29_150	XH-N	"BrH-N,scaling1.50,cluster050,cluster100,cluster200"
1.29_200	XH-N	"BrH-N,scaling2.00,cluster050,cluster100,cluster200"
1.30_080	XH-N	"BrH-N,scaling0.80,cluster100,cluster200"
1.30_085	XH-N	"BrH-N,scaling0.85,cluster100,cluster200"
1.30_090	XH-N	"BrH-N,scaling0.90,cluster100,cluster200"
1.30_095	XH-N	"BrH-N,scaling0.95,cluster100,cluster200"
1.30_100	XH-N	"BrH-N,scaling1.00,minimum,cluster100,cluster200"
1.30_105	XH-N	"BrH-N,scaling1.05,cluster100,cluster200"
1.30_110	XH-N	"BrH-N,scaling1.10,cluster100,cluster200"
1.30_125	XH-N	"BrH-N,scaling1.25,cluster100,cluster200"
1.30_150	XH-N	"BrH-N,scaling1.50,cluster100,cluster200"
1.30_200	XH-N	"BrH-N,scaling2.00,cluster100,cluster200"
1.31_080	XH-N	"BrH-N,scaling0.80,cluster200"
1.31_085	XH-N	"BrH-N,scaling0.85,cluster200"
1.31_090	XH-N	"BrH-N,scaling0.90,cluster200"
1.31_095	XH-N	"BrH-N,scaling0.95,cluster200"
1.31_100	XH-N	"BrH-N,scaling1.00,minimum,cluster200"
1.31_105	XH-N	"BrH-N,scaling1.05,cluster200"
1.31_110	XH-N	"BrH-N,scaling1.10,cluster200"
1.31_125	XH-N	"BrH-N,scaling1.25,cluster200"
1.31_150	XH-N	"BrH-N,scaling1.50,cluster200"
1.31_200	XH-N	"BrH-N,scaling2.00,cluster200"
1.32_080	XH-N	"IH-N,scaling0.80,cluster200"
1.32_085	XH-N	"IH-N,scaling0.85,cluster200"
1.32_090	XH-N	"IH-N,scaling0.90,cluster200"
1.32_095	XH-N	"IH-N,scaling0.95,cluster200"
1.32_100	XH-N	"IH-N,scaling1.00,minimum,cluster200"
1.32_105	XH-N	"IH-N,scaling1.05,cluster200"
1.32_110	XH-N	"IH-N,scaling1.10,cluster200"
1.32_125	XH-N	"IH-N,scaling1.25,cluster200"
1.32_150	XH-N	"IH-N,scaling1.50,cluster200"
1.32_200	XH-N	"IH-N,scaling2.00,cluster200"
1.33_080	XH-N	"IH-N,scaling0.80,cluster050,cluster100,cluster200"
1.33_085	XH-N	"IH-N,scaling0.85,cluster050,cluster100,cluster200"
1.33_090	XH-N	"IH-N,scaling0.90,cluster050,cluster100,cluster200"
1.33_095	XH-N	"IH-N,scaling0.95,cluster050,cluster100,cluster200"
1.33_100	XH-N	"IH-N,scaling1.00,minimum,cluster050,cluster100,cluster200"
1.33_105	XH-N	"IH-N,scaling1.05,cluster050,cluster100,cluster200"
1.33_110	XH-N	"IH-N,scaling1.10,cluster050,cluster100,cluster200"
1.33_125	XH-N	"IH-N,scaling1.25,cluster050,cluster100,cluster200"
1.33_150	XH-N	"IH-N,scaling1.50,cluster050,cluster100,cluster200"
1.33_200	XH-N	"IH-N,scaling2.00,cluster050,cluster100,cluster200"
1.34_080	XH-N	"IH-N,scaling0.80,cluster200"
1.34_085	XH-N	"IH-N,scaling0.85,cluster200"
1.34_090	XH-N	"IH-N,scaling0.90,cluster200"
1.34_095	XH-N	"IH-N,scaling0.95,cluster200"
1.34_100	XH-N	"IH-N,scaling1.00,minimum,cluster200"
1.34_105	XH-N	"IH-N,scaling1.05,cluster200"
1.34_110	XH-N	"IH-N,scaling1.10,cluster200"
1.34_125	XH-N	"IH-N,scaling1.25,cluster200"
1.34_150	XH-N	"IH-N,scaling1.50,cluster200"
1.34_200	XH-N	"IH-N,scaling2.00,cluster200"
2.01_080	XH-O	"PH-O,scaling0.80,cluster050,cluster100,cluster200"
2.01_085	XH-O	"PH-O,scaling0.85,cluster050,cluster100,cluster200"
2.01_090	XH-O	"PH-O,scaling0.90,cluster050,cluster100,cluster200"
2.01_095	XH-O	"PH-O,scaling0.95,cluster050,cluster100,cluster200"
2.01_100	XH-O	"PH-O,scaling1.00,minimum,cluster050,cluster100,cluster200"
2.01_105	XH-O	"PH-O,scaling1.05,cluster050,cluster100,cluster200"
2.01_110	XH-O	"PH-O,scaling1.10,cluster050,cluster100,cluster200"
2.01_125	XH-O	"PH-O,scaling1.25,cluster050,cluster100,cluster200"
2.01_150	XH-O	"PH-O,scaling1.50,cluster050,cluster100,cluster200"
2.01_200	XH-O	"PH-O,scaling2.00,cluster050,cluster100,cluster200"
2.02_080	XH-O	"SH-O,scaling0.80,cluster100,cluster200"
2.02_085	XH-O	"SH-O,scaling0.85,cluster100,cluster200"
2.02_090	XH-O	"SH-O,scaling0.90,cluster100,cluster200"
2.02_095	XH-O	"SH-O,scaling0.95,cluster100,cluster200"
2.02_100	XH-O	"SH-O,scaling1.00,minimum,cluster100,cluster200"
2.02_105	XH-O	"SH-O,scaling1.05,cluster100,cluster200"
2.02_110	XH-O	"SH-O,scaling1.10,cluster100,cluster200"
2.02_125	XH-O	"SH-O,scaling1.25,cluster100,cluster200"
2.02_150	XH-O	"SH-O,scaling1.50,cluster100,cluster200"
2.02_200	XH-O	"SH-O,scaling2.00,cluster100,cluster200"
2.03_080	XH-O	"SH-O,scaling0.80,cluster200"
2.03_085	XH-O	"SH-O,scaling0.85,cluster200"
2.03_090	XH-O	"SH-O,scaling0.90,cluster200"
2.03_095	XH-O	"SH-O,scaling0.95,cluster200"
2.03_100	XH-O	"SH-O,scaling1.00,minimum,cluster200"
2.03_105	XH-O	"SH-O,scaling1.05,cluster200"
2.03_110	XH-O	"SH-O,scaling1.10,cluster200"
2.03_125	XH-O	"SH-O,scaling1.25,cluster200"
2.03_150	XH-O	"SH-O,scaling1.50,cluster200"
2.03_200	XH-O	"SH-O,scaling2.00,cluster200"
2.04_080	XH-O	"SH-O,scaling0.80,cluster050,cluster200"
2.04_085	XH-O	"SH-O,scaling0.85,cluster050,cluster200"
2.04_090	XH-O	"SH-O,scaling0.90,cluster050,cluster200"
2.04_095	XH-O	"SH-O,scaling0.95,cluster050,cluster200"
2.04_100	XH-O	"SH-O,scaling1.00,minimum,cluster050,cluster200"
2.04_105	XH-O	"SH-O,scaling1.05,cluster050,cluster200"
2.04_110	XH-O	"SH-O,scaling1.10,cluster050,cluster200"
2.04_125	XH-O	"SH-O,scaling1.25,cluster050,cluster200"
2.04_150	XH-O	"SH-O,scaling1.50,cluster050,cluster200"
2.04_200	XH-O	"SH-O,scaling2.00,cluster050,cluster200"
2.05_080	XH-O	"SH-O,scaling0.80,cluster020"
2.05_085	XH-O	"SH-O,scaling0.85,cluster020"
2.05_090	XH-O	"SH-O,scaling0.90,cluster020"
2.05_095	XH-O	"SH-O,scaling0.95,cluster020"
2.05_100	XH-O	"SH-O,scaling1.00,minimum,cluster020"
2.05_105	XH-O	"SH-O,scaling1.05,cluster020"
2.05_110	XH-O	"SH-O,scaling1.10,cluster020"
2.05_125	XH-O	"SH-O,scaling1.25,cluster020"
2.05_150	XH-O	"SH-O,scaling1.50,cluster020"
2.05_200	XH-O	"SH-O,scaling2.00,cluster020"
2.06_080	XH-O	"SH-O,scaling0.80,cluster200"
2.06_085	XH-O	"SH-O,scaling0.85,cluster200"
2.06_090	XH-O	"SH-O,scaling0.90,cluster200"
2.06_095	XH-O	"SH-O,scaling0.95,cluster200"
2.06_100	XH-O	"SH-O,scaling1.00,minimum,cluster200"
2.06_105	XH-O	"SH-O,scaling1.05,cluster200"
2.06_110	XH-O	"SH-O,scaling1.10,cluster200"
2.06_125	XH-O	"SH-O,scaling1.25,cluster200"
2.06_150	XH-O	"SH-O,scaling1.50,cluster200"
2.06_200	XH-O	"SH-O,scaling2.00,cluster200"
2.07_080	XH-O	"SH-O,scaling0.80,cluster100,cluster200"
2.07_085	XH-O	"SH-O,scaling0.85,cluster100,cluster200"
2.07_090	XH-O	"SH-O,scaling0.90,cluster100,cluster200"
2.07_095	XH-O	"SH-O,scaling0.95,cluster100,cluster200"
2.07_100	XH-O	"SH-O,scaling1.00,minimum,cluster100,cluster200"
2.07_105	XH-O	"SH-O,scaling1.05,cluster100,cluster200"
2.07_110	XH-O	"SH-O,scaling1.10,cluster100,cluster200"
2.07_125	XH-O	"SH-O,scaling1.25,cluster100,cluster200"
2.07_150	XH-O	"SH-O,scaling1.50,cluster100,cluster200"
2.07_200	XH-O	"SH-O,scaling2.00,cluster100,cluster200"
2.08_080	XH-O	"SH-O,scaling0.80,cluster100"
2.08_085	XH-O	"SH-O,scaling0.85,cluster100"
2.08_090	XH-O	"SH-O,scaling0.90,cluster100"
2.08_095	XH-O	"SH-O,scaling0.95,cluster100"
2.08_100	XH-O	"SH-O,scaling1.00,minimum,cluster100"
2.08_105	XH-O	"SH-O,scaling1.05,cluster100"
2.08_110	XH-O	"SH-O,scaling1.10,cluster100"
2.08_125	XH-O	"SH-O,scaling1.25,cluster100"
2.08_150	XH-O	"SH-O,scaling1.50,cluster100"
2.08_200	XH-O	"SH-O,scaling2.00,cluster100"
2.09_080	XH-O	"SH-O,scaling0.80,cluster050,cluster100,cluster200"
2.09_085	XH-O	"SH-O,scaling0.85,cluster050,cluster100,cluster200"
2.09_090	XH-O	"SH-O,scaling0.90,cluster050,cluster100,cluster200"
2.09_095	XH-O	"SH-O,scaling0.95,cluster050,cluster100,cluster200"
2.09_100	XH-O	"SH-O,scaling1.00,minimum,cluster050,cluster100,cluster200"
2.09_105	XH-O	"SH-O,scaling1.05,cluster050,cluster100,cluster200"
2.09_110	XH-O	"SH-O,scaling1.10,cluster050,cluster100,cluster200"
