# DFT-SAPT benchmark energies with the asymptotically corrected PBE0 potential for HB300SPXx10
# All energy units have been converted to kcal/mol
# The calculations have been performed by E. Masumian and A. D. Boese (https://doi.org/10.1021/acs.jctc.3c00801)

System             Elst         Exch          Ind        deltaHF        Disp           Total     
1.19_110        -8.070         9.157        -2.852        -1.721        -3.395        -6.881
1.19_125        -4.824         3.799        -1.538        -0.738        -2.096        -5.397
1.19_150        -2.225         0.869        -0.609        -0.180        -0.972        -3.118
1.19_200        -0.592         0.045        -0.127        -0.012        -0.247        -0.932
1.20_080       -41.073        74.109       -20.801       -11.380       -10.928       -10.073
1.20_085       -35.494        57.318       -15.694        -9.517        -9.199       -12.585
1.20_090       -30.597        44.246       -12.041        -7.759        -7.768       -13.919
1.20_095       -26.377        34.097        -9.383        -6.218        -6.579       -14.459
1.20_100       -22.780        26.240        -7.414        -4.924        -5.586       -14.463
1.20_105       -19.732        20.172        -5.930        -3.866        -4.754       -14.109
1.20_110       -17.155        15.492        -4.793        -3.017        -4.053       -13.527
1.20_125       -11.580         6.997        -2.658        -1.408        -2.542       -11.191
1.20_150        -6.586         1.852        -1.108        -0.391        -1.207        -7.440
1.20_200        -2.763         0.130        -0.246        -0.034        -0.309        -3.222
1.21_080       -47.850        87.557       -25.557       -13.965       -13.105       -12.919
1.21_085       -41.525        68.710       -19.374       -12.077       -11.157       -15.423
1.21_090       -35.885        53.821       -14.921       -10.154        -9.526       -16.666
1.21_095       -30.962        42.090       -11.666        -8.374        -8.155       -17.068
1.21_100       -26.719        32.870        -9.247        -6.814        -6.998       -16.909
1.21_105       -23.096        25.646        -7.422        -5.491        -6.018       -16.381
1.21_110       -20.013        19.992        -6.022        -4.395        -5.184       -15.621
1.21_125       -13.289         9.445        -3.384        -2.199        -3.344       -12.771
1.21_150        -7.255         2.699        -1.442        -0.676        -1.654        -8.328
1.21_200        -2.772         0.223        -0.324        -0.067        -0.447        -3.387
1.22_080       -41.419        73.562       -19.289       -10.382       -12.992       -10.520
1.22_085       -34.536        57.979       -13.872        -9.896       -10.824       -11.148
1.22_090       -28.783        45.438       -10.168        -8.750        -9.057       -11.321
1.22_095       -24.028        35.439        -7.597        -7.395        -7.609       -11.190
1.22_100       -20.123        27.528        -5.782        -6.067        -6.413       -10.856
1.22_105       -16.926        21.307        -4.474        -4.875        -5.420       -10.389
1.22_110       -14.313        16.442        -3.513        -3.860        -4.592        -9.836
1.22_125        -8.976         7.447        -1.820        -1.813        -2.827        -7.988
1.22_150        -4.676         1.920        -0.695        -0.473        -1.298        -5.221
1.22_200        -1.806         0.118        -0.134        -0.032        -0.306        -2.160
1.23_080       -56.530       103.567       -34.910       -11.870       -18.380       -18.123
1.23_085       -48.395        84.657       -25.558       -13.371       -15.571       -18.239
1.23_090       -41.226        68.783       -18.946       -13.160       -13.250       -17.799
1.23_095       -35.035        55.596       -14.239       -12.065       -11.319       -17.062
1.23_100       -29.761        44.738       -10.857       -10.590        -9.704       -16.173
1.23_105       -25.308        35.864        -8.397        -9.029        -8.344       -15.214
1.23_110       -21.568        28.655        -6.584        -7.541        -7.194       -14.233
1.23_125       -13.638        14.391        -3.407        -4.071        -4.669       -11.395
1.23_150        -6.976         4.412        -1.334        -1.290        -2.342        -7.531
1.23_200        -2.547         0.387        -0.272        -0.117        -0.642        -3.192
1.24_080       -21.723        45.358        -9.347        -7.819       -10.076        -3.607
1.24_085       -17.355        34.001        -6.542        -6.503        -8.302        -4.701
1.24_090       -13.897        25.350        -4.686        -5.180        -6.879        -5.291
1.24_095       -11.177        18.814        -3.430        -4.011        -5.726        -5.531
1.24_100        -9.046        13.909        -2.559        -3.048        -4.786        -5.531
1.24_105        -7.378        10.249        -1.941        -2.285        -4.014        -5.369
1.24_110        -6.068         7.531        -1.493        -1.697        -3.377        -5.104
1.24_125        -3.568         2.947        -0.725        -0.674        -2.040        -4.059
1.24_150        -1.751         0.598        -0.253        -0.141        -0.921        -2.468
1.24_200        -0.639         0.023        -0.047        -0.007        -0.228        -0.898
1.25_080       -20.728        37.885        -7.626        -5.709        -7.881        -4.059
1.25_085       -16.844        27.945        -5.435        -4.537        -6.429        -5.300
1.25_090       -13.790        20.497        -3.977        -3.472        -5.273        -6.016
1.25_095       -11.396        14.961        -2.979        -2.592        -4.345        -6.351
1.25_100        -9.519        10.876        -2.277        -1.903        -3.594        -6.417
1.25_105        -8.042         7.878        -1.770        -1.382        -2.982        -6.297
1.25_110        -6.872         5.690        -1.396        -0.995        -2.482        -6.055
1.25_125        -4.572         2.111        -0.732        -0.364        -1.454        -5.010
1.25_150        -2.724         0.390        -0.293        -0.070        -0.628        -3.324
1.25_200        -1.302         0.012        -0.070        -0.004        -0.148        -1.512
1.26_080       -21.641        45.812        -8.744        -7.285       -11.130        -2.988
1.26_085       -16.965        34.337        -6.088        -6.131        -9.270        -4.116
1.26_090       -13.306        25.606        -4.343        -4.924        -7.754        -4.722
1.26_095       -10.461        19.013        -3.170        -3.837        -6.510        -4.966
1.26_100        -8.257        14.067        -2.363        -2.929        -5.482        -4.963
1.26_105        -6.550        10.376        -1.792        -2.203        -4.628        -4.797
1.26_110        -5.226         7.633        -1.380        -1.640        -3.917        -4.530
1.26_125        -2.767         3.002        -0.674        -0.651        -2.403        -3.493
1.26_150        -1.107         0.615        -0.238        -0.133        -1.109        -1.971
1.26_200        -0.267         0.024        -0.045        -0.006        -0.285        -0.579
1.27_080       -48.901        91.038       -28.198       -11.548       -16.509       -14.118
1.27_085       -41.317        73.245       -20.433       -11.982       -13.914       -14.400
1.27_090       -34.791        58.571       -15.027       -11.185       -11.788       -14.220
1.27_095       -29.270        46.596       -11.229        -9.842       -10.033       -13.779
1.27_100       -24.651        36.908        -8.527        -8.343        -8.574       -13.187
1.27_105       -20.814        29.127        -6.578        -6.894        -7.354       -12.512
1.27_110       -17.637        22.914        -5.148        -5.594        -6.327       -11.792
1.27_125       -11.048        10.995        -2.656        -2.797        -4.090        -9.595
1.27_150        -5.683         3.135        -1.038        -0.798        -2.049        -6.433
1.27_200        -2.168         0.242        -0.220        -0.064        -0.574        -2.784
1.28_080       -49.231        88.252       -30.155        -8.455       -16.334       -15.923
1.28_085       -41.215        71.282       -21.764        -9.794       -13.697       -15.188
1.28_090       -34.398        57.204       -15.920        -9.650       -11.535       -14.300
1.28_095       -28.685        45.654       -11.817        -8.773        -9.753       -13.374
1.28_100       -23.945        36.267        -8.903        -7.604        -8.274       -12.459
1.28_105       -20.036        28.694        -6.806        -6.387        -7.040       -11.576
1.28_110       -16.825        22.625        -5.275        -5.249        -6.006       -10.731
1.28_125       -10.255        10.904        -2.634        -2.690        -3.778        -8.452
1.28_150        -5.057         3.099        -0.969        -0.775        -1.802        -5.504
1.28_200        -1.822         0.228        -0.181        -0.058        -0.452        -2.285
1.29_080       -23.178        48.036       -10.787        -7.557       -11.194        -4.681
1.29_085       -18.332        36.318        -7.431        -6.520        -9.238        -5.203
1.29_090       -14.514        27.298        -5.226        -5.320        -7.668        -5.430
1.29_095       -11.529        20.417        -3.750        -4.192        -6.397        -5.451
1.29_100        -9.206        15.207        -2.741        -3.227        -5.360        -5.327
1.29_105        -7.401        11.287        -2.037        -2.444        -4.507        -5.103
1.29_110        -5.997         8.351        -1.536        -1.831        -3.802        -4.815
1.29_125        -3.372         3.332        -0.706        -0.740        -2.319        -3.804
1.29_150        -1.560         0.693        -0.230        -0.154        -1.062        -2.313
1.29_200        -0.542         0.028        -0.039        -0.008        -0.268        -0.829
1.30_080       -19.870        37.006        -7.806        -5.526        -8.233        -4.430
1.30_085       -15.881        27.348        -5.489        -4.424        -6.717        -5.163
1.30_090       -12.787        20.090        -3.962        -3.399        -5.511        -5.569
1.30_095       -10.394        14.685        -2.930        -2.543        -4.543        -5.725
1.30_100        -8.544        10.688        -2.213        -1.869        -3.761        -5.699
1.30_105        -7.109         7.750        -1.702        -1.358        -3.124        -5.543
1.30_110        -5.989         5.602        -1.331        -0.978        -2.604        -5.300
1.30_125        -3.848         2.081        -0.686        -0.356        -1.532        -4.341
1.30_150        -2.218         0.383        -0.273        -0.065        -0.667        -2.840
1.30_200        -1.034         0.012        -0.067        -0.004        -0.160        -1.253
1.31_080       -23.341        48.739       -10.579        -6.468       -12.612        -4.260
1.31_085       -18.158        36.850        -7.253        -5.771       -10.543        -4.875
1.31_090       -14.117        27.709        -5.075        -4.812        -8.852        -5.148
1.31_095       -10.989        20.739        -3.623        -3.849        -7.462        -5.184
1.31_100        -8.574        15.459        -2.635        -2.996        -6.310        -5.056
1.31_105        -6.716        11.484        -1.949        -2.288        -5.350        -4.819
1.31_110        -5.285         8.506        -1.463        -1.724        -4.548        -4.513
1.31_125        -2.667         3.406        -0.664        -0.699        -2.828        -3.453
1.31_150        -0.972         0.714        -0.212        -0.142        -1.332        -1.943
1.31_200        -0.186         0.029        -0.036        -0.006        -0.352        -0.550
1.32_080       -55.190       100.781       -38.685        -6.377       -19.110       -18.582
1.32_085       -46.123        82.677       -27.829        -9.423       -16.081       -16.780
1.32_090       -38.362        67.350       -20.230       -10.243       -13.590       -15.074
1.32_095       -31.827        54.537       -14.886        -9.847       -11.529       -13.553
1.32_100       -26.387        43.936       -11.102        -8.860        -9.815       -12.228
1.32_105       -21.893        35.240        -8.395        -7.649        -8.383       -11.081
1.32_110       -18.200        28.159        -6.437        -6.423        -7.180       -10.081
1.32_125       -10.676        14.107        -3.126        -3.443        -4.576        -7.713
1.32_150        -4.871         4.269        -1.123        -1.043        -2.238        -5.007
1.32_200        -1.567         0.353        -0.211        -0.082        -0.589        -2.096
1.33_080       -21.037        43.919        -8.889        -6.838       -11.132        -3.977
1.33_085       -16.225        32.913        -5.957        -5.801        -9.174        -4.244
1.33_090       -12.525        24.521        -4.079        -4.660        -7.605        -4.348
1.33_095        -9.699        18.180        -2.853        -3.616        -6.338        -4.326
1.33_100        -7.549        13.426        -2.035        -2.743        -5.305        -4.206
1.33_105        -5.914         9.879        -1.478        -2.048        -4.457        -4.018
1.33_110        -4.669         7.246        -1.090        -1.512        -3.756        -3.781
1.33_125        -2.436         2.818        -0.472        -0.586        -2.284        -2.960
1.33_150        -1.022         0.563        -0.142        -0.115        -1.044        -1.760
1.33_200        -0.327         0.021        -0.022        -0.005        -0.264        -0.598
1.34_080       -15.190        29.881        -5.421        -3.150        -9.544        -3.424
1.34_085       -11.721        21.674        -3.759        -2.556        -7.873        -4.235
1.34_090        -9.129        15.656        -2.686        -1.968        -6.524        -4.651
1.34_095        -7.192        11.272        -1.972        -1.467        -5.427        -4.785
1.34_100        -5.739         8.092        -1.481        -1.071        -4.528        -4.727
1.34_105        -4.644         5.795        -1.134        -0.772        -3.788        -4.542
1.34_110        -3.813         4.144        -0.882        -0.551        -3.178        -4.280
1.34_125        -2.293         1.502        -0.449        -0.196        -1.902        -3.338
1.34_150        -1.218         0.272        -0.175        -0.036        -0.851        -2.007
1.34_200        -0.496         0.009        -0.040        -0.002        -0.212        -0.741
2.01_080       -11.778        25.808        -1.411        -2.307       -10.497        -0.186
2.01_085        -8.416        17.176        -1.007        -1.577        -8.394        -2.219
2.01_090        -6.132        11.384        -0.755        -1.053        -6.733        -3.288
2.01_095        -4.571         7.518        -0.584        -0.693        -5.416        -3.745
2.01_100        -3.495         4.948        -0.461        -0.451        -4.369        -3.828
2.01_105        -2.743         3.247        -0.369        -0.292        -3.536        -3.694
2.01_110        -2.210         2.125        -0.299        -0.189        -2.872        -3.445
2.01_125        -1.323         0.587        -0.164        -0.051        -1.574        -2.526
2.01_150        -0.744         0.066        -0.067        -0.007        -0.632        -1.383
2.01_200        -0.332         0.001        -0.015        -0.000        -0.141        -0.488
2.02_080       -13.136        25.375        -2.197        -2.494        -8.996        -1.447
2.02_085        -9.892        18.104        -1.574        -1.838        -7.506        -2.706
2.02_090        -7.531        12.898        -1.169        -1.322        -6.278        -3.401
2.02_095        -5.803         9.179        -0.890        -0.937        -5.261        -3.712
2.02_100        -4.531         6.525        -0.691        -0.658        -4.416        -3.770
2.02_105        -3.587         4.634        -0.543        -0.459        -3.714        -3.668
2.02_110        -2.879         3.288        -0.430        -0.319        -3.128        -3.469
2.02_125        -1.617         1.167        -0.223        -0.106        -1.888        -2.669
2.02_150        -0.777         0.201        -0.083        -0.017        -0.850        -1.526
2.02_200        -0.294         0.005        -0.017        -0.001        -0.211        -0.517
2.03_080       -11.718        22.608        -1.799        -2.202        -8.187        -1.298
2.03_085        -8.681        15.729        -1.253        -1.580        -6.726        -2.511
2.03_090        -6.511        10.909        -0.910        -1.104        -5.542        -3.157
2.03_095        -4.956         7.546        -0.682        -0.758        -4.577        -3.427
2.03_100        -3.835         5.208        -0.523        -0.515        -3.788        -3.453
2.03_105        -3.019         3.587        -0.408        -0.347        -3.143        -3.331
2.03_110        -2.421         2.466        -0.323        -0.233        -2.612        -3.124
2.03_125        -1.389         0.793        -0.169        -0.071        -1.523        -2.358
2.03_150        -0.726         0.116        -0.066        -0.010        -0.657        -1.343
2.03_200        -0.319         0.002        -0.015        -0.000        -0.156        -0.488
2.04_080       -18.985        34.247        -4.552        -4.396        -8.857        -2.544
2.04_085       -14.777        25.032        -3.237        -3.388        -7.373        -3.742
2.04_090       -11.604        18.244        -2.383        -2.532        -6.161        -4.434
2.04_095        -9.208        13.271        -1.804        -1.855        -5.164        -4.760
2.04_100        -7.392         9.635        -1.397        -1.341        -4.340        -4.835
2.04_105        -6.007         6.987        -1.101        -0.961        -3.656        -4.739
2.04_110        -4.944         5.062        -0.879        -0.685        -3.087        -4.533
2.04_125        -2.968         1.913        -0.471        -0.245        -1.878        -3.650
2.04_150        -1.550         0.376        -0.188        -0.045        -0.859        -2.266
2.04_200        -0.638         0.014        -0.042        -0.002        -0.219        -0.887
2.05_080       -14.914        27.425        -3.060        -3.172        -7.662        -1.384
2.05_085       -11.451        19.699        -2.153        -2.360        -6.335        -2.601
2.05_090        -8.885        14.118        -1.567        -1.710        -5.255        -3.300
2.05_095        -6.976        10.101        -1.171        -1.219        -4.371        -3.637
2.05_100        -5.549         7.218        -0.893        -0.860        -3.645        -3.728
2.05_105        -4.473         5.152        -0.691        -0.602        -3.045        -3.659
2.05_110        -3.654         3.674        -0.542        -0.420        -2.549        -3.491
2.05_125        -2.148         1.327        -0.274        -0.142        -1.516        -2.753
2.05_150        -1.084         0.241        -0.099        -0.024        -0.670        -1.637
2.05_200        -0.413         0.008        -0.019        -0.001        -0.164        -0.589
2.06_080       -16.395        30.513        -3.572        -3.807        -7.836        -1.097
2.06_085       -12.446        21.954        -2.426        -2.902        -6.451        -2.271
