# DFT-SAPT benchmark energies with the asymptotically corrected B3LYP potential for R739x5
# All energy units have been converted to kcal/mol
# The calculations have been performed by E. Masumian and A. D. Boese (reference)

System             Elst        Exch        Ind       deltaHF       Disp       Total    
002.15_105      -2.448       8.052      -0.617      -0.637      -3.332       1.018
002.15_110      -1.882       5.956      -0.466      -0.474      -2.801       0.333
002.15_115      -1.454       4.391      -0.356      -0.349      -2.359      -0.126
002.15_125      -0.885       2.369      -0.215      -0.184      -1.682      -0.597
002.16_100      -4.907      17.352      -3.759      -1.730      -4.949       2.007
002.16_105      -4.060      13.448      -3.043      -1.385      -4.234       0.725
002.16_110      -3.363      10.391      -2.481      -1.095      -3.626      -0.174
002.16_115      -2.792       8.007      -2.035      -0.859      -3.107      -0.785
002.16_125      -1.943       4.714      -1.389      -0.518      -2.284      -1.419
002.17_100      -4.456      13.373      -0.559      -1.028      -5.692       1.640
002.17_105      -3.268       9.790      -0.369      -0.822      -4.780       0.551
002.17_110      -2.396       7.138      -0.252      -0.635      -4.024      -0.167
002.17_115      -1.756       5.188      -0.178      -0.479      -3.394      -0.619
002.17_125      -0.948       2.713      -0.096      -0.260      -2.428      -1.019
002.18_100      -3.536      10.386      -0.410      -0.894      -3.959       1.588
002.18_105      -2.593       7.536      -0.277      -0.689      -3.262       0.716
002.18_110      -1.903       5.449      -0.192      -0.519      -2.693       0.141
002.18_115      -1.401       3.928      -0.137      -0.384      -2.229      -0.222
002.18_125      -0.768       2.025      -0.074      -0.203      -1.535      -0.555
002.19_100      -3.354       9.864      -0.413      -0.773      -3.684       1.640
002.19_105      -2.440       7.091      -0.280      -0.585      -3.025       0.760
002.19_110      -1.778       5.078      -0.196      -0.433      -2.488       0.183
002.19_115      -1.300       3.626      -0.140      -0.314      -2.052      -0.180
002.19_125      -0.704       1.831      -0.076      -0.160      -1.402      -0.511
002.20_100      -2.667       8.610      -0.273      -0.507      -3.532       1.630
002.20_105      -1.952       6.291      -0.181      -0.381      -2.939       0.837
002.20_110      -1.426       4.580      -0.122      -0.281      -2.450       0.301
002.20_115      -1.041       3.322      -0.084      -0.203      -2.045      -0.051
002.20_125      -0.557       1.735      -0.041      -0.104      -1.432      -0.398
003.01_100     -10.049      25.237      -0.549      -0.804     -12.325       1.510
003.01_105      -6.714      17.286      -0.287      -0.836     -10.084      -0.635
003.01_110      -4.443      11.774      -0.179      -0.704      -8.274      -1.825
003.01_115      -2.911       7.995      -0.135      -0.539      -6.811      -2.401
003.01_125      -1.183       3.637      -0.104      -0.272      -4.647      -2.568
003.02_100      -5.736      15.747      -0.291      -0.820      -7.422       1.478
003.02_105      -3.668      10.555      -0.164      -0.651      -5.956       0.115
003.02_110      -2.307       7.048      -0.111      -0.476      -4.798      -0.644
003.02_115      -1.415       4.686      -0.087      -0.331      -3.875      -1.022
003.02_125      -0.463       2.056      -0.064      -0.147      -2.553      -1.172
003.03_100      -3.842      11.288      -0.202      -0.877      -4.963       1.405
003.03_105      -2.372       7.527      -0.119      -0.640      -3.919       0.477
003.03_110      -1.421       5.000      -0.082      -0.445      -3.105      -0.053
003.03_115      -0.811       3.309      -0.064      -0.300      -2.466      -0.332
003.03_125      -0.186       1.436      -0.044      -0.128      -1.567      -0.488
003.04_100      -6.084      15.950      -0.456      -0.858      -7.172       1.381
003.04_105      -3.962      10.735      -0.279      -0.676      -5.768       0.050
003.04_110      -2.554       7.194      -0.193      -0.492      -4.654      -0.697
003.04_115      -1.621       4.798      -0.147      -0.341      -3.763      -1.073
003.04_125      -0.610       2.114      -0.097      -0.151      -2.480      -1.224
003.05_100      -3.649      10.526      -0.236      -0.726      -4.508       1.407
003.05_105      -2.258       6.928      -0.151      -0.520      -3.542       0.457
003.05_110      -1.362       4.543      -0.108      -0.355      -2.792      -0.074
003.05_115      -0.790       2.969      -0.083      -0.235      -2.206      -0.346
003.05_125      -0.203       1.257      -0.054      -0.097      -1.388      -0.485
003.06_100      -2.695       8.863      -0.230      -0.558      -3.886       1.495
003.06_105      -1.557       5.733      -0.156      -0.384      -3.031       0.604
003.06_110      -0.844       3.691      -0.115      -0.253      -2.371       0.107
003.06_115      -0.405       2.370      -0.089      -0.162      -1.861      -0.147
003.06_125       0.020       0.966      -0.055      -0.063      -1.157      -0.288
003.07_100      -4.473      13.495      -0.145      -0.821      -6.874       1.183
003.07_105      -2.928       9.044      -0.082      -0.600      -5.533      -0.100
003.07_110      -1.903       6.037      -0.055      -0.421      -4.466      -0.807
003.07_115      -1.227       4.016      -0.042      -0.287      -3.613      -1.153
003.07_125      -0.492       1.759      -0.030      -0.126      -2.382      -1.271
003.08_100      -2.844       8.971      -0.058      -0.513      -4.305       1.251
003.08_105      -1.814       5.959      -0.031      -0.380      -3.400       0.335
003.08_110      -1.143       3.944      -0.021      -0.268      -2.692      -0.180
003.08_115      -0.708       2.601      -0.018      -0.184      -2.137      -0.446
003.08_125      -0.251       1.123      -0.015      -0.081      -1.359      -0.584
003.09_100      -2.600       8.415      -0.096      -0.436      -3.972       1.312
003.09_105      -1.635       5.525      -0.061      -0.311      -3.122       0.395
003.09_110      -1.014       3.613      -0.044      -0.213      -2.462      -0.120
003.09_115      -0.618       2.355      -0.035      -0.141      -1.947      -0.386
003.09_125      -0.208       0.990      -0.023      -0.059      -1.228      -0.529
003.10_100      -2.149       7.926      -0.073      -0.338      -3.988       1.377
003.10_105      -1.384       5.240      -0.042      -0.228      -3.162       0.425
003.10_110      -0.884       3.451      -0.025      -0.150      -2.513      -0.121
003.10_115      -0.559       2.265      -0.015      -0.097      -2.004      -0.410
003.10_125      -0.214       0.966      -0.007      -0.039      -1.285      -0.579
004.01_100      -2.448       8.356      -0.629      -0.653      -2.790       1.836
004.01_105      -1.601       5.921      -0.493      -0.468      -2.256       1.103
004.01_110      -1.017       4.182      -0.394      -0.329      -1.829       0.613
004.01_115      -0.618       2.945      -0.318      -0.228      -1.486       0.295
004.01_125      -0.168       1.449      -0.212      -0.106      -0.988      -0.024
004.02_100      -6.870      16.069      -1.465      -1.773      -3.907       2.054
004.02_105      -5.255      11.876      -1.089      -1.353      -3.192       0.987
004.02_110      -4.039       8.740      -0.827      -1.012      -2.613       0.249
004.02_115      -3.127       6.418      -0.638      -0.747      -2.145      -0.240
004.02_125      -1.919       3.431      -0.393      -0.396      -1.453      -0.729
004.03_100     -18.292      34.804      -4.153      -3.504      -6.753       2.103
004.03_105     -15.100      27.071      -3.098      -3.002      -5.678       0.194
004.03_110     -12.522      20.974      -2.367      -2.475      -4.788      -1.178
004.03_115     -10.453      16.221      -1.849      -1.991      -4.052      -2.124
004.03_125      -7.419       9.619      -1.186      -1.226      -2.922      -3.135
004.04_100      -1.781       6.863      -0.403      -0.456      -2.312       1.911
004.04_105      -1.125       4.762      -0.314      -0.319      -1.865       1.139
004.04_110      -0.683       3.290      -0.251      -0.218      -1.508       0.629
004.04_115      -0.388       2.267      -0.205      -0.147      -1.223       0.303
004.04_125      -0.068       1.067      -0.141      -0.065      -0.813      -0.018
004.05_100      -3.808       9.910      -0.727      -0.800      -2.661       1.914
004.05_105      -2.828       7.027      -0.528      -0.576      -2.148       0.947
004.05_110      -2.119       4.961      -0.393      -0.407      -1.740       0.303
004.05_115      -1.605       3.492      -0.299      -0.283      -1.413      -0.109
004.05_125      -0.960       1.710      -0.182      -0.133      -0.937      -0.503
004.06_100     -10.196      21.464      -2.306      -1.900      -4.774       2.288
004.06_105      -8.276      16.038      -1.715      -1.493      -3.967       0.587
004.06_110      -6.773      11.926      -1.304      -1.141      -3.307      -0.598
004.06_115      -5.598       8.839      -1.012      -0.856      -2.766      -1.392
004.06_125      -3.950       4.813      -0.639      -0.465      -1.951      -2.192
004.07_100     -45.083      83.534     -22.160      -5.100     -11.872      -0.681
004.07_105     -40.230      69.278     -17.471      -5.669     -10.335      -4.426
004.07_110     -35.819      57.294     -13.934      -5.647      -9.014      -7.120
004.07_115     -31.850      47.228     -11.232      -5.293      -7.872      -9.020
004.07_125     -25.224      31.899      -7.549      -4.201      -6.035     -11.109
004.08_100     -25.105      52.112     -12.529      -4.776      -8.283       1.418
004.08_105     -22.012      41.662      -9.790      -4.319      -7.080      -1.540
004.08_110     -19.293      33.159      -7.743      -3.738      -6.064      -3.679
004.08_115     -16.937      26.308      -6.197      -3.143      -5.206      -5.175
004.08_125     -13.176      16.441      -4.093      -2.106      -3.861      -6.795
004.09_100      -6.646      15.117      -1.262      -1.204      -4.117       1.887
004.09_105      -5.009      11.138      -0.962      -0.929      -3.399       0.839
004.09_110      -3.787       8.175      -0.750      -0.697      -2.812       0.129
004.09_115      -2.879       5.989      -0.596      -0.514      -2.332      -0.331
004.09_125      -1.693       3.187      -0.388      -0.269      -1.612      -0.775
004.10_100      -3.916      10.312      -0.712      -0.729      -3.067       1.888
004.10_105      -2.862       7.351      -0.534      -0.532      -2.509       0.915
004.10_110      -2.102       5.221      -0.411      -0.379      -2.059       0.269
004.10_115      -1.556       3.697      -0.324      -0.266      -1.694      -0.144
004.10_125      -0.879       1.838      -0.212      -0.126      -1.156      -0.535
004.11_100      -3.185      10.037      -0.667      -0.808      -3.445       1.932
004.11_105      -2.147       7.205      -0.517      -0.593      -2.819       1.129
004.11_110      -1.418       5.155      -0.411      -0.425      -2.312       0.589
004.11_115      -0.912       3.678      -0.331      -0.300      -1.900       0.236
004.11_125      -0.323       1.861      -0.220      -0.144      -1.293      -0.119
004.12_100      -8.265      19.218      -1.715      -2.192      -4.709       2.337
004.12_105      -6.355      14.389      -1.262      -1.708      -3.888       1.174
004.12_110      -4.904      10.730      -0.950      -1.303      -3.218       0.355
004.12_115      -3.805       7.979      -0.728      -0.979      -2.669      -0.201
004.12_125      -2.336       4.383      -0.446      -0.536      -1.846      -0.781
004.13_100     -20.902      40.176      -4.882      -4.008      -8.033       2.352
004.13_105     -17.265      31.552      -3.600      -3.528      -6.808       0.351
004.13_110     -14.322      24.701      -2.720      -2.974      -5.791      -1.105
004.13_115     -11.940      19.288      -2.102      -2.436      -4.941      -2.132
004.13_125      -8.440      11.679      -1.329      -1.547      -3.625      -3.263
004.14_100     -49.231      91.857     -25.090      -4.772     -13.205      -0.441
004.14_105     -43.973      76.623     -19.811      -5.719     -11.563      -4.444
004.14_110     -39.171      63.740     -15.816      -5.931     -10.146      -7.324
004.14_115     -34.850      52.893     -12.767      -5.712      -8.919      -9.354
004.14_125     -27.577      36.167      -8.585      -4.702      -6.920     -11.616
004.15_100      -7.887      17.604      -1.393      -1.405      -4.948       1.971
004.15_105      -5.977      13.100      -1.045      -1.108      -4.125       0.846
004.15_110      -4.543       9.722      -0.806      -0.847      -3.448       0.078
004.15_115      -3.467       7.198      -0.635      -0.635      -2.888      -0.427
004.15_125      -2.051       3.923      -0.411      -0.343      -2.039      -0.920
004.16_100      -3.789      10.865      -0.516      -0.374      -4.597       1.589
004.16_105      -2.710       7.711      -0.359      -0.294      -3.821       0.527
004.16_110      -1.941       5.452      -0.262      -0.219      -3.180      -0.150
004.16_115      -1.394       3.843      -0.199      -0.158      -2.650      -0.559
004.16_125      -0.729       1.891      -0.125      -0.077      -1.848      -0.889
004.17_100      -1.168       6.509      -0.406      -0.311      -3.113       1.511
004.17_105      -0.696       4.467      -0.288      -0.218      -2.549       0.717
004.17_110      -0.386       3.053      -0.210      -0.149      -2.090       0.219
004.17_115      -0.187       2.078      -0.156      -0.100      -1.715      -0.080
004.17_125       0.013       0.953      -0.091      -0.044      -1.161      -0.329
004.18_100       0.451       6.566      -0.725      -0.335      -3.798       2.159
004.18_105       0.641       4.527      -0.543      -0.228      -3.145       1.251
004.18_110       0.728       3.107      -0.413      -0.153      -2.610       0.659
004.18_115       0.750       2.126      -0.320      -0.101      -2.170       0.285
004.18_125       0.695       0.986      -0.198      -0.043      -1.512      -0.072
004.19_100       2.928       3.676      -1.300      -0.260      -2.527       2.517
004.19_105       2.612       2.476      -1.014      -0.172      -2.071       1.831
004.19_110       2.315       1.662      -0.798      -0.113      -1.701       1.365
004.19_115       2.045       1.112      -0.633      -0.075      -1.400       1.049
004.19_125       1.589       0.494      -0.410      -0.032      -0.957       0.683
004.20_100      -2.090       9.046      -0.517      -0.351      -4.401       1.686
004.20_105      -1.381       6.358      -0.369      -0.255      -3.659       0.694
004.20_110      -0.893       4.450      -0.272      -0.180      -3.045       0.060
004.20_115      -0.561       3.104      -0.207      -0.124      -2.538      -0.326
004.20_125      -0.190       1.499      -0.126      -0.057      -1.774      -0.649
004.21_100      -3.133      10.245      -0.668      -0.768      -3.542       2.134
004.21_105      -2.095       7.356      -0.518      -0.562      -2.918       1.264
004.21_110      -1.368       5.265      -0.413      -0.401      -2.409       0.674
004.21_115      -0.865       3.763      -0.334      -0.281      -1.996       0.286
004.21_125      -0.283       1.910      -0.226      -0.134      -1.379      -0.112
004.22_100      -7.866      18.668      -1.638      -1.910      -4.607       2.647
004.22_105      -6.023      13.919      -1.199      -1.479      -3.812       1.406
004.22_110      -4.633      10.345      -0.899      -1.120      -3.165       0.529
004.22_115      -3.584       7.669      -0.688      -0.834      -2.635      -0.072
004.22_125      -2.193       4.189      -0.422      -0.448      -1.839      -0.712
004.23_100     -19.905      39.239      -4.893      -3.678      -8.056       2.707
004.23_105     -16.417      30.719      -3.608      -3.218      -6.841       0.634
004.23_110     -13.602      23.976      -2.725      -2.695      -5.834      -0.880
004.23_115     -11.325      18.651      -2.103      -2.190      -4.990      -1.957
004.23_125      -8.001      11.225      -1.328      -1.371      -3.686      -3.160
004.24_100     -45.937      88.345     -24.651      -4.829     -12.912       0.015
004.24_105     -41.002      73.453     -19.495      -5.613     -11.289      -3.946
004.24_110     -36.482      60.847     -15.578      -5.717      -9.889      -6.819
004.24_115     -32.422      50.270     -12.589      -5.430      -8.681      -8.852
004.24_125     -25.623      34.078      -8.490      -4.374      -6.727     -11.136
004.25_100      -7.738      17.707      -1.399      -1.329      -5.031       2.209
004.25_105      -5.855      13.167      -1.044      -1.046      -4.215       1.007
004.25_110      -4.440       9.759      -0.802      -0.797      -3.540       0.180
004.25_115      -3.384       7.223      -0.631      -0.595      -2.982      -0.368
004.25_125      -1.996       3.933      -0.409      -0.317      -2.130      -0.920
005.01_100      -1.918       8.945      -0.639      -0.389      -4.396       1.602
005.01_105      -0.750       5.838      -0.517      -0.273      -3.504       0.794
005.01_110      -0.042       3.791      -0.427      -0.179      -2.799       0.345
005.01_115       0.371       2.455      -0.355      -0.112      -2.242       0.118
005.01_125       0.712       1.018      -0.245      -0.038      -1.449      -0.003
005.02_100      -0.192       5.195      -0.402      -0.286      -2.549       1.765
005.02_105       0.334       3.312      -0.326      -0.185      -1.974       1.161
005.02_110       0.603       2.104      -0.265      -0.115      -1.533       0.794
005.02_115       0.719       1.332      -0.215      -0.069      -1.192       0.574
005.02_125       0.726       0.530      -0.140      -0.023      -0.728       0.365
005.03_100      -0.032       4.746      -0.375      -0.218      -2.319       1.804
005.03_105       0.435       2.989      -0.302      -0.137      -1.786       1.200
005.03_110       0.663       1.874      -0.243      -0.082      -1.378       0.834
005.03_115       0.753       1.171      -0.196      -0.048      -1.065       0.615
005.03_125       0.733       0.454      -0.126      -0.014      -0.644       0.403
005.04_100      -1.138       7.623      -0.452      -0.501      -3.945       1.588
005.04_105      -0.264       4.902      -0.377      -0.340      -3.138       0.783
005.04_110       0.250       3.136      -0.320      -0.220      -2.504       0.342
005.04_115       0.539       1.999      -0.274      -0.138      -2.004       0.122
005.04_125       0.753       0.804      -0.198      -0.050      -1.298       0.011
005.05_100      -0.279       5.005      -0.295      -0.352      -2.374       1.704
005.05_105       0.205       3.166      -0.245      -0.232      -1.841       1.053
005.05_110       0.460       1.995      -0.205      -0.148      -1.432       0.669
005.05_115       0.579       1.254      -0.171      -0.092      -1.119       0.450
005.05_125       0.613       0.491      -0.118      -0.034      -0.690       0.263
005.06_100      -0.162       4.728      -0.284      -0.281      -2.226       1.775
005.06_105       0.289       2.954      -0.234      -0.179      -1.718       1.111
005.06_110       0.519       1.838      -0.194      -0.111      -1.330       0.722
005.06_115       0.619       1.139      -0.160      -0.066      -1.033       0.498
005.06_125       0.633       0.434      -0.108      -0.022      -0.631       0.305
005.07_100      -2.023       7.466      -0.354      -0.310      -3.148       1.631
005.07_105      -1.184       4.936      -0.288      -0.216      -2.475       0.774
005.07_110      -0.654       3.249      -0.238      -0.144      -1.950       0.263
005.07_115      -0.327       2.135      -0.198      -0.093      -1.541      -0.025
005.07_125      -0.011       0.912      -0.136      -0.037      -0.969      -0.241
005.08_100      -1.791       7.090      -0.285      -0.273      -3.031       1.710
005.08_105      -1.045       4.623      -0.230      -0.182      -2.382       0.785
005.08_110      -0.578       2.998      -0.190      -0.117      -1.877       0.236
005.08_115      -0.291       1.937      -0.159      -0.073      -1.484      -0.071
005.08_125      -0.017       0.801      -0.113      -0.027      -0.939      -0.295
005.09_100      -3.085      11.511      -0.644      -0.487      -5.628       1.666
005.09_105      -1.521       7.643      -0.510      -0.361      -4.539       0.713
005.09_110      -0.540       5.058      -0.422      -0.247      -3.670       0.178
005.09_115       0.061       3.333      -0.354      -0.160      -2.974      -0.095
005.09_125       0.611       1.436      -0.250      -0.060      -1.969      -0.232
005.10_100      -0.517       6.164      -0.382      -0.334      -3.136       1.795
005.10_105       0.143       3.983      -0.313      -0.221      -2.458       1.135
005.10_110       0.499       2.563      -0.258      -0.140      -1.930       0.734
005.10_115       0.669       1.645      -0.212      -0.085      -1.520       0.497
005.10_125       0.728       0.673      -0.141      -0.029      -0.951       0.280
005.11_100      -0.278       5.612      -0.370      -0.261      -2.851       1.852
005.11_105       0.304       3.580      -0.300      -0.168      -2.220       1.196
005.11_110       0.603       2.277      -0.245      -0.103      -1.734       0.799
