# DFT-SAPT benchmark energies with the asymptotically corrected B3LYP potential for D442x10
# All energy units have been converted to kcal/mol
# The calculations have been performed by E. Masumian and A. D. Boese (https://doi.org/10.1021/acs.jctc.3c00801)

System             Elst        Exch        Ind       deltaHF       Disp       Total    
1.02.17_105      -0.136       0.345      -0.012      -0.024      -0.556      -0.384
1.02.17_110      -0.095       0.215      -0.008      -0.015      -0.440      -0.343
1.02.17_125      -0.038       0.051      -0.002      -0.003      -0.225      -0.218
1.02.17_150      -0.014       0.005      -0.000      -0.000      -0.084      -0.094
1.02.17_200      -0.004       0.000      -0.000      -0.000      -0.018      -0.022
1.02.18_080      -1.391       4.597      -0.189      -0.461      -2.383       0.172
1.02.18_085      -0.913       2.889      -0.116      -0.298      -1.836      -0.274
1.02.18_090      -0.607       1.805      -0.074      -0.189      -1.417      -0.483
1.02.18_095      -0.412       1.123      -0.049      -0.119      -1.098      -0.554
1.02.18_100      -0.286       0.696      -0.033      -0.074      -0.853      -0.550
1.02.18_105      -0.204       0.429      -0.023      -0.046      -0.665      -0.509
1.02.18_110      -0.151       0.264      -0.017      -0.028      -0.521      -0.453
1.02.18_125      -0.071       0.060      -0.007      -0.007      -0.259      -0.284
1.02.18_150      -0.033       0.005      -0.002      -0.001      -0.091      -0.121
1.02.18_200      -0.010       0.000      -0.000      -0.000      -0.017      -0.027
1.03.01_080      -3.652       9.400      -0.387      -0.557      -4.522       0.281
1.03.01_085      -2.363       5.962      -0.227      -0.400      -3.508      -0.536
1.03.01_090      -1.533       3.745      -0.139      -0.269      -2.722      -0.918
1.03.01_095      -1.002       2.334      -0.089      -0.174      -2.115      -1.045
1.03.01_100      -0.662       1.444      -0.059      -0.109      -1.645      -1.032
1.03.01_105      -0.445       0.887      -0.040      -0.068      -1.282      -0.948
1.03.01_110      -0.305       0.542      -0.029      -0.041      -1.003      -0.836
1.03.01_125      -0.116       0.120      -0.012      -0.009      -0.492      -0.509
1.03.01_150      -0.040       0.009      -0.004      -0.001      -0.167      -0.202
1.03.01_200      -0.011       0.000      -0.001      -0.000      -0.029      -0.041
1.03.03_080      -0.824       2.914      -0.104      -0.267      -1.298       0.422
1.03.03_085      -0.502       1.730      -0.058      -0.152      -0.958       0.059
1.03.03_090      -0.310       1.020      -0.033      -0.086      -0.711      -0.119
1.03.03_095      -0.195       0.599      -0.019      -0.048      -0.531      -0.194
1.03.03_100      -0.127       0.351      -0.011      -0.027      -0.399      -0.213
1.03.03_105      -0.084       0.205      -0.007      -0.015      -0.302      -0.203
1.03.03_110      -0.058       0.119      -0.004      -0.008      -0.230      -0.181
1.03.03_125      -0.024       0.023      -0.001      -0.001      -0.107      -0.110
1.03.03_150      -0.010       0.001      -0.000      -0.000      -0.036      -0.045
1.03.03_200      -0.002       0.000      -0.000      -0.000      -0.007      -0.009
1.04.01_080      -3.508       8.538      -0.482      -0.647      -3.492       0.408
1.04.01_085      -2.447       5.681      -0.329      -0.429      -2.796      -0.320
1.04.01_090      -1.730       3.771      -0.232      -0.279      -2.244      -0.714
1.04.01_095      -1.247       2.502      -0.167      -0.180      -1.806      -0.898
1.04.01_100      -0.916       1.660      -0.122      -0.115      -1.458      -0.952
1.04.01_105      -0.688       1.101      -0.091      -0.074      -1.181      -0.932
1.04.01_110      -0.528       0.730      -0.068      -0.047      -0.960      -0.873
1.04.01_125      -0.265       0.212      -0.030      -0.012      -0.528      -0.623
1.04.01_150      -0.111       0.027      -0.009      -0.001      -0.213      -0.307
1.04.01_200      -0.032       0.000      -0.001      -0.000      -0.047      -0.079
1.05.01_080      -2.035       6.931      -0.237      -0.419      -3.775       0.465
1.05.01_085      -1.295       4.410      -0.143      -0.290      -2.919      -0.238
1.05.01_090      -0.825       2.775      -0.089      -0.191      -2.258      -0.588
1.05.01_095      -0.529       1.731      -0.056      -0.122      -1.748      -0.725
1.05.01_100      -0.344       1.071      -0.036      -0.076      -1.356      -0.742
1.05.01_105      -0.229       0.658      -0.024      -0.046      -1.055      -0.696
1.05.01_110      -0.157       0.401      -0.016      -0.028      -0.823      -0.622
1.05.01_125      -0.063       0.088      -0.005      -0.006      -0.402      -0.389
1.05.01_150      -0.026       0.006      -0.001      -0.000      -0.137      -0.159
1.05.01_200      -0.009       0.000      -0.000      -0.000      -0.024      -0.034
1.05.02_080      -1.475       4.752      -0.182      -0.396      -2.689       0.010
1.05.02_085      -1.005       3.120      -0.118      -0.264      -2.116      -0.383
1.05.02_090      -0.693       2.034      -0.079      -0.172      -1.668      -0.578
1.05.02_095      -0.486       1.317      -0.054      -0.111      -1.317      -0.650
1.05.02_100      -0.348       0.849      -0.038      -0.070      -1.044      -0.651
1.05.02_105      -0.255       0.544      -0.027      -0.044      -0.830      -0.612
1.05.02_110      -0.192       0.347      -0.020      -0.028      -0.662      -0.555
1.05.02_125      -0.097       0.088      -0.009      -0.007      -0.346      -0.370
1.05.02_150      -0.047       0.008      -0.003      -0.001      -0.130      -0.172
1.05.02_200      -0.018       0.000      -0.001      -0.000      -0.027      -0.046
1.06.01_080     -15.886      40.772      -0.877      -2.436     -19.901       1.671
1.06.01_085     -10.366      27.071      -0.460      -1.917     -16.023      -1.695
1.06.01_090      -6.727      17.903      -0.278      -1.384     -12.944      -3.431
1.06.01_095      -4.334      11.799      -0.196      -0.952     -10.488      -4.171
1.06.01_100      -2.765       7.750      -0.154      -0.634      -8.520      -4.324
1.06.01_105      -1.740       5.074      -0.129      -0.413      -6.939      -4.147
1.06.01_110      -1.072       3.312      -0.111      -0.265      -5.667      -3.803
1.06.01_125      -0.184       0.906      -0.072      -0.066      -3.144      -2.559
1.06.01_150       0.072       0.100      -0.033      -0.005      -1.268      -1.135
1.06.01_200       0.046       0.001      -0.007       0.000      -0.278      -0.238
1.06.08_080      -8.328      23.759      -0.429      -1.404     -13.271       0.327
1.06.08_085      -5.715      16.279      -0.278      -1.020     -10.826      -1.560
1.06.08_090      -3.922      11.125      -0.192      -0.721      -8.854      -2.563
1.06.08_095      -2.693       7.589      -0.140      -0.501      -7.260      -3.005
1.06.08_100      -1.852       5.165      -0.106      -0.343      -5.969      -3.105
1.06.08_105      -1.276       3.510      -0.083      -0.233      -4.920      -3.002
1.06.08_110      -0.882       2.382      -0.066      -0.158      -4.066      -2.790
1.06.08_125      -0.299       0.738      -0.036      -0.048      -2.339      -1.983
1.06.08_150      -0.057       0.102      -0.014      -0.006      -0.997      -0.973
1.06.08_200      -0.007       0.002      -0.003      -0.000      -0.239      -0.248
1.06.15_080      -4.063      12.583      -0.286      -0.733      -7.405       0.097
1.06.15_085      -2.798       8.634      -0.189      -0.516      -6.039      -0.908
1.06.15_090      -1.926       5.903      -0.129      -0.357      -4.935      -1.443
1.06.15_095      -1.326       4.021      -0.089      -0.243      -4.040      -1.678
1.06.15_100      -0.915       2.731      -0.063      -0.164      -3.316      -1.727
1.06.15_105      -0.633       1.848      -0.045      -0.110      -2.729      -1.668
1.06.15_110      -0.441       1.248      -0.032      -0.073      -2.252      -1.549
1.06.15_125      -0.155       0.378      -0.012      -0.021      -1.290      -1.100
1.06.15_150      -0.034       0.050      -0.003      -0.003      -0.551      -0.541
1.06.15_200      -0.006       0.001      -0.000      -0.000      -0.135      -0.141
1.06.17_080      -7.621      19.535      -0.579      -1.485      -9.606       0.244
1.06.17_085      -5.277      13.051      -0.383      -1.061      -7.710      -1.380
1.06.17_090      -3.685       8.677      -0.266      -0.734      -6.201      -2.209
1.06.17_095      -2.603       5.745      -0.192      -0.497      -4.996      -2.542
1.06.17_100      -1.865       3.788      -0.142      -0.332      -4.033      -2.584
1.06.17_105      -1.359       2.488      -0.107      -0.220      -3.261      -2.459
1.06.17_110      -1.011       1.630      -0.081      -0.144      -2.645      -2.252
1.06.17_125      -0.472       0.449      -0.037      -0.040      -1.434      -1.535
1.06.17_150      -0.191       0.050      -0.012      -0.005      -0.559      -0.716
1.06.17_200      -0.058       0.001      -0.002      -0.000      -0.117      -0.177
1.06.22_080     -12.743      32.940      -1.365      -1.932     -15.598       1.302
1.06.22_085      -8.445      21.909      -0.819      -1.598     -12.557      -1.510
1.06.22_090      -5.579      14.484      -0.534      -1.196     -10.136      -2.961
1.06.22_095      -3.676       9.527      -0.377      -0.846      -8.205      -3.577
1.06.22_100      -2.418       6.237      -0.284      -0.576      -6.656      -3.698
1.06.22_105      -1.589       4.066      -0.224      -0.383      -5.413      -3.543
1.06.22_110      -1.045       2.642      -0.181      -0.250      -4.415      -3.249
1.06.22_125      -0.307       0.710      -0.105      -0.066      -2.437      -2.205
1.06.22_150      -0.066       0.076      -0.046      -0.007      -0.973      -1.016
1.06.22_200      -0.041       0.001      -0.010      -0.000      -0.207      -0.258
1.06.29_080      -5.984      16.762      -0.388      -1.155      -8.897       0.339
1.06.29_085      -3.966      11.195      -0.246      -0.832      -7.082      -0.930
1.06.29_090      -2.622       7.433      -0.166      -0.578      -5.643      -1.576
1.06.29_095      -1.732       4.908      -0.118      -0.391      -4.502      -1.836
1.06.29_100      -1.145       3.225      -0.087      -0.260      -3.599      -1.867
1.06.29_105      -0.759       2.108      -0.066      -0.171      -2.883      -1.771
1.06.29_110      -0.507       1.373      -0.050      -0.111      -2.316      -1.611
1.06.29_125      -0.165       0.370      -0.024      -0.029      -1.225      -1.072
1.06.29_150      -0.045       0.039      -0.008      -0.003      -0.461      -0.477
1.06.29_200      -0.015       0.000      -0.001      -0.000      -0.092      -0.108
1.06.34_080      -6.519      19.130      -0.445      -1.145     -11.244      -0.223
1.06.34_085      -4.512      13.227      -0.313      -0.832      -9.206      -1.637
1.06.34_090      -3.124       9.112      -0.231      -0.590      -7.552      -2.385
1.06.34_095      -2.166       6.255      -0.176      -0.411      -6.206      -2.703
1.06.34_100      -1.507       4.282      -0.137      -0.283      -5.112      -2.757
1.06.34_105      -1.055       2.923      -0.109      -0.193      -4.221      -2.654
1.06.34_110      -0.744       1.990      -0.087      -0.131      -3.494      -2.466
1.06.34_125      -0.280       0.621      -0.047      -0.040      -2.020      -1.767
1.06.34_150      -0.082       0.086      -0.018      -0.006      -0.871      -0.891
1.06.34_200      -0.025       0.002      -0.004      -0.000      -0.213      -0.241
1.06.37_080     -13.727      35.075      -0.851      -1.627     -17.636       1.233
1.06.37_085      -9.200      23.493      -0.517      -1.381     -14.242      -1.846
1.06.37_090      -6.183      15.684      -0.350      -1.056     -11.533      -3.438
1.06.37_095      -4.181      10.447      -0.261      -0.763      -9.367      -4.125
1.06.37_100      -2.853       6.947      -0.207      -0.534      -7.623      -4.271
1.06.37_105      -1.974       4.617      -0.170      -0.366      -6.220      -4.112
1.06.37_110      -1.391       3.068      -0.141      -0.248      -5.088      -3.799
1.06.37_125      -0.563       0.902      -0.083      -0.075      -2.830      -2.649
1.06.37_150      -0.217       0.118      -0.033      -0.011      -1.136      -1.278
1.06.37_200      -0.075       0.002      -0.005      -0.000      -0.240      -0.319
1.06.40_080      -7.466      21.741      -0.340      -1.259     -12.725      -0.049
1.06.40_085      -5.123      15.143      -0.227      -0.926     -10.508      -1.641
1.06.40_090      -3.503      10.516      -0.165      -0.660      -8.698      -2.510
1.06.40_095      -2.389       7.284      -0.128      -0.460      -7.215      -2.909
1.06.40_100      -1.623       5.033      -0.104      -0.316      -5.997      -3.007
1.06.40_105      -1.099       3.470      -0.086      -0.215      -4.996      -2.925
1.06.40_110      -0.743       2.385      -0.071      -0.145      -4.171      -2.745
1.06.40_125      -0.222       0.765      -0.042      -0.043      -2.468      -2.010
1.06.40_150      -0.025       0.110      -0.018      -0.005      -1.097      -1.034
1.06.40_200       0.001       0.002      -0.003      -0.000      -0.279      -0.280
1.06.41_080      -7.720      25.333      -0.508      -1.362     -15.725       0.019
1.06.41_085      -5.424      18.015      -0.341      -1.001     -13.028      -1.779
1.06.41_090      -3.794      12.745      -0.232      -0.718     -10.805      -2.804
1.06.41_095      -2.640       8.968      -0.161      -0.505      -8.971      -3.309
1.06.41_100      -1.832       6.288      -0.112      -0.351      -7.464      -3.471
1.06.41_105      -1.266       4.391      -0.079      -0.241      -6.221      -3.415
1.06.41_110      -0.867       3.048      -0.055      -0.164      -5.192      -3.230
1.06.41_125      -0.269       1.002      -0.019      -0.050      -3.071      -2.408
1.06.41_150      -0.031       0.149      -0.004      -0.006      -1.370      -1.262
1.06.41_200       0.005       0.003      -0.000      -0.000      -0.355      -0.347
1.06.43_080      -8.990      25.409      -0.479      -1.536     -14.684      -0.280
1.06.43_085      -6.209      17.588      -0.318      -1.135     -12.101      -2.175
1.06.43_090      -4.282      12.125      -0.226      -0.813      -9.990      -3.186
1.06.43_095      -2.953       8.330      -0.169      -0.570      -8.261      -3.622
1.06.43_100      -2.038       5.707      -0.132      -0.394      -6.847      -3.704
1.06.43_105      -1.410       3.896      -0.106      -0.270      -5.684      -3.574
1.06.43_110      -0.978       2.656      -0.086      -0.183      -4.731      -3.322
1.06.43_125      -0.337       0.828      -0.049      -0.056      -2.770      -2.384
1.06.43_150      -0.071       0.114      -0.021      -0.008      -1.212      -1.197
1.06.43_200      -0.010       0.002      -0.004      -0.000      -0.303      -0.316
1.06.46_080      -5.930      18.534      -0.357      -1.012     -11.428      -0.194
1.06.46_085      -4.164      13.137      -0.235      -0.733      -9.453      -1.447
1.06.46_090      -2.916       9.278      -0.158      -0.520      -7.828      -2.144
1.06.46_095      -2.038       6.534      -0.109      -0.364      -6.494      -2.470
1.06.46_100      -1.421       4.587      -0.075      -0.252      -5.396      -2.558
1.06.46_105      -0.986       3.206      -0.053      -0.173      -4.489      -2.495
1.06.46_110      -0.683       2.237      -0.037      -0.118      -3.746      -2.347
1.06.46_125      -0.221       0.747      -0.013      -0.036      -2.207      -1.731
1.06.46_150      -0.031       0.115      -0.003      -0.005      -0.974      -0.897
1.06.46_200       0.002       0.002      -0.000      -0.000      -0.244      -0.240
1.06.48_080      -7.316      22.035      -0.447      -1.203     -13.600      -0.532
1.06.48_085      -5.273      16.053      -0.298      -0.917     -11.375      -1.810
1.06.48_090      -3.791      11.663      -0.203      -0.685      -9.529      -2.545
1.06.48_095      -2.717       8.446      -0.142      -0.503      -7.994      -2.909
1.06.48_100      -1.942       6.106      -0.101      -0.364      -6.716      -3.018
1.06.48_105      -1.384       4.403      -0.073      -0.261      -5.649      -2.964
1.06.48_110      -0.979       3.162      -0.053      -0.185      -4.759      -2.815
1.06.48_125      -0.340       1.156      -0.021      -0.064      -2.887      -2.156
1.06.48_150      -0.056       0.207      -0.005      -0.010      -1.326      -1.190
1.06.48_200       0.003       0.006      -0.000      -0.000      -0.350      -0.342
1.06.50_080      -3.688      11.995      -0.245      -0.624      -7.527      -0.090
1.06.50_085      -2.604       8.529      -0.160      -0.453      -6.202      -0.890
1.06.50_090      -1.834       6.042      -0.107      -0.322      -5.118      -1.339
1.06.50_095      -1.287       4.262      -0.073      -0.226      -4.228      -1.552
1.06.50_100      -0.898       2.992      -0.050      -0.157      -3.497      -1.611
1.06.50_105      -0.625       2.093      -0.035      -0.108      -2.899      -1.574
1.06.50_110      -0.434       1.459      -0.025      -0.073      -2.408      -1.480
1.06.50_125      -0.141       0.484      -0.009      -0.022      -1.402      -1.090
1.06.50_150      -0.021       0.073      -0.002      -0.003      -0.608      -0.561
1.06.50_200       0.000       0.001      -0.000      -0.000      -0.149      -0.147
1.06.52_080      -4.176      14.514      -0.378      -0.819      -8.977       0.164
1.06.52_085      -3.007      10.652      -0.263      -0.618      -7.509      -0.745
1.06.52_090      -2.141       7.751      -0.186      -0.454      -6.279      -1.309
1.06.52_095      -1.512       5.610      -0.132      -0.328      -5.252      -1.614
1.06.52_100      -1.065       4.053      -0.095      -0.233      -4.406      -1.746
1.06.52_105      -0.736       2.900      -0.069      -0.163      -3.697      -1.765
1.06.52_110      -0.500       2.059      -0.050      -0.113      -3.102      -1.706
1.06.52_125      -0.149       0.730      -0.019      -0.036      -1.868      -1.342
1.06.52_150      -0.006       0.121      -0.004      -0.005      -0.851      -0.746
1.06.52_200       0.009       0.003      -0.000      -0.000      -0.226      -0.215
1.06.55_080      -8.934      25.181      -0.626      -1.526     -13.044       1.051
1.06.55_085      -5.947      16.736      -0.377      -1.109     -10.448      -1.146
1.06.55_090      -3.964      11.077      -0.246      -0.770      -8.394      -2.297
1.06.55_095      -2.651       7.304      -0.172      -0.520      -6.761      -2.800
1.06.55_100      -1.783       4.798      -0.127      -0.345      -5.461      -2.918
1.06.55_105      -1.209       3.145      -0.097      -0.226      -4.424      -2.812
1.06.55_110      -0.829       2.054      -0.077      -0.147      -3.595      -2.593
1.06.55_125      -0.290       0.563      -0.040      -0.039      -1.969      -1.776
1.06.55_150      -0.079       0.062      -0.016      -0.004      -0.788      -0.824
1.06.55_200      -0.020       0.001      -0.003      -0.000      -0.175      -0.198
1.06.56_080      -5.952      18.746      -0.430      -1.037     -11.474      -0.146
1.06.56_085      -4.270      13.618      -0.289      -0.779      -9.580      -1.300
1.06.56_090      -3.054       9.859      -0.198      -0.573      -8.011      -1.977
1.06.56_095      -2.176       7.115      -0.139      -0.414      -6.706      -2.320
1.06.56_100      -1.546       5.121      -0.099      -0.295      -5.622      -2.441
1.06.56_105      -1.093       3.673      -0.071      -0.208      -4.722      -2.421
1.06.56_110      -0.767       2.624      -0.052      -0.146      -3.972      -2.313
1.06.56_125      -0.257       0.942      -0.020      -0.048      -2.396      -1.779
1.06.56_150      -0.035       0.161      -0.005      -0.007      -1.090      -0.976
1.06.56_200       0.006       0.004      -0.000      -0.000      -0.287      -0.278
1.06.57_080      -7.149      20.550      -0.388      -1.274     -11.418       0.322
1.06.57_085      -4.879      14.024      -0.249      -0.909      -9.281      -1.295
1.06.57_090      -3.329       9.540      -0.170      -0.633      -7.564      -2.156
1.06.57_095      -2.272       6.472      -0.123      -0.433      -6.181      -2.538
1.06.57_100      -1.553       4.379      -0.093      -0.293      -5.065      -2.625
1.06.57_105      -1.064       2.957      -0.072      -0.196      -4.162      -2.538
1.06.57_110      -0.732       1.992      -0.057      -0.131      -3.430      -2.358
1.06.57_125      -0.245       0.602      -0.030      -0.038      -1.959      -1.671
1.06.57_150      -0.047       0.079      -0.012      -0.005      -0.832      -0.816
1.06.57_200      -0.006       0.001      -0.002      -0.000      -0.201      -0.209
1.06.58_080      -6.896      19.441      -0.594      -1.101     -11.007      -0.157
1.06.58_085      -4.884      13.612      -0.416      -0.807      -9.021      -1.516
1.06.58_090      -3.461       9.488      -0.301      -0.578      -7.403      -2.255
1.06.58_095      -2.460       6.586      -0.225      -0.406      -6.085      -2.589
1.06.58_100      -1.756       4.554      -0.171      -0.281      -5.010      -2.664
1.06.58_105      -1.261       3.138      -0.133      -0.193      -4.134      -2.583
1.06.58_110      -0.913       2.155      -0.104      -0.131      -3.419      -2.414
1.06.58_125      -0.371       0.685      -0.053      -0.040      -1.966      -1.745
1.06.58_150      -0.116       0.096      -0.019      -0.005      -0.835      -0.879
1.06.58_200      -0.029       0.002      -0.004      -0.000      -0.199      -0.230
1.06.63_080      -6.284      16.916      -0.377      -1.226      -8.574       0.454
1.06.63_085      -4.220      11.255      -0.251      -0.862      -6.868      -0.946
1.06.63_090      -2.847       7.451      -0.182      -0.585      -5.513      -1.676
1.06.63_095      -1.936       4.912      -0.139      -0.388      -4.435      -1.988
1.06.63_100      -1.332       3.225      -0.111      -0.254      -3.576      -2.048
1.06.63_105      -0.933       2.111      -0.089      -0.164      -2.891      -1.967
1.06.63_110      -0.667       1.377      -0.073      -0.106      -2.344      -1.812
1.06.63_125      -0.289       0.376      -0.041      -0.028      -1.272      -1.254
1.06.63_150      -0.127       0.042      -0.016      -0.003      -0.498      -0.603
1.06.63_200      -0.052       0.000      -0.003      -0.000      -0.105      -0.160
1.06.64_080      -4.109      11.789      -1.001      -1.378      -4.805       0.495
1.06.64_085      -3.000       7.854      -0.696      -0.964      -3.843      -0.648
1.06.64_090      -2.232       5.202      -0.500      -0.657      -3.085      -1.272
1.06.64_095      -1.698       3.429      -0.369      -0.441      -2.486      -1.566
1.06.64_100      -1.324       2.251      -0.278      -0.293      -2.011      -1.656
1.06.64_105      -1.059       1.472      -0.213      -0.194      -1.633      -1.627
1.06.64_110      -0.867       0.960      -0.165      -0.128      -1.332      -1.532
1.06.64_125      -0.536       0.262      -0.082      -0.037      -0.742      -1.136
1.06.64_150      -0.305       0.029      -0.030      -0.005      -0.308      -0.619
1.06.64_200      -0.130       0.000      -0.006      -0.000      -0.075      -0.211
1.07.04_080      -8.644      24.596      -0.679      -0.998     -12.587       1.688
1.07.04_085      -5.647      15.929      -0.392      -0.699      -9.964      -0.773
1.07.04_090      -3.697      10.265      -0.239      -0.463      -7.915      -2.050
1.07.04_095      -2.430       6.583      -0.153      -0.297      -6.305      -2.601
1.07.04_100      -1.610       4.207      -0.101      -0.186      -5.042      -2.732
1.07.04_105      -1.076       2.677      -0.068      -0.115      -4.047      -2.628
1.07.04_110      -0.729       1.700      -0.047      -0.070      -3.261      -2.409
1.07.04_125      -0.251       0.426      -0.017      -0.016      -1.753      -1.610
1.07.04_150      -0.064       0.041      -0.004      -0.001      -0.691      -0.719
1.07.04_200      -0.012       0.000      -0.000      -0.000      -0.154      -0.166
1.07.06_080      -8.650      20.095      -1.068      -1.668      -8.041       0.667
1.07.06_085      -6.181      13.485      -0.747      -1.190      -6.419      -1.052
1.07.06_090      -4.469       8.997      -0.538      -0.819      -5.140      -1.969
1.07.06_095      -3.277       5.971      -0.395      -0.551      -4.127      -2.379
1.07.06_100      -2.443       3.945      -0.294      -0.365      -3.323      -2.480
1.07.06_105      -1.854       2.596      -0.220      -0.239      -2.684      -2.402
1.07.06_110      -1.435       1.702      -0.166      -0.156      -2.175      -2.229
1.07.06_125      -0.739       0.471      -0.073      -0.042      -1.184      -1.567
1.07.06_150      -0.320       0.053      -0.020      -0.005      -0.470      -0.763
1.07.06_200      -0.093       0.001      -0.002      -0.000      -0.105      -0.200
1.07.13_080      -7.499      19.386      -0.697      -1.046      -9.339       0.806
1.07.13_085      -5.164      12.633      -0.453      -0.777      -7.469      -1.230
1.07.13_090      -3.619       8.180      -0.314      -0.541      -5.983      -2.277
1.07.13_095      -2.595       5.268      -0.229      -0.363      -4.798      -2.718
1.07.13_100      -1.912       3.377      -0.172      -0.239      -3.856      -2.802
1.07.13_105      -1.452       2.155      -0.133      -0.155      -3.104      -2.689
1.07.13_110      -1.138       1.370      -0.104      -0.100      -2.506      -2.477
1.07.13_125      -0.648       0.345      -0.055      -0.027      -1.345      -1.730
1.07.13_150      -0.358       0.033      -0.022      -0.004      -0.520      -0.872
1.07.13_200      -0.158       0.000      -0.005      -0.000      -0.109      -0.272
1.07.16_080      -5.344      14.956      -0.758      -0.934      -7.848       0.072
1.07.16_085      -3.816      10.405      -0.554      -0.659      -6.466      -1.089
1.07.16_090      -2.739       7.229      -0.416      -0.458      -5.340      -1.723
1.07.16_095      -1.979       5.019      -0.320      -0.316      -4.420      -2.016
1.07.16_100      -1.442       3.483      -0.251      -0.217      -3.666      -2.093
1.07.16_105      -1.061       2.418      -0.201      -0.149      -3.050      -2.043
1.07.16_110      -0.790       1.678      -0.163      -0.102      -2.544      -1.920
1.07.16_125      -0.353       0.561      -0.093      -0.033      -1.500      -1.418
1.07.16_150      -0.122       0.090      -0.043      -0.005      -0.663      -0.743
1.07.16_200      -0.032       0.002      -0.012      -0.000      -0.167      -0.209
1.07.21_080      -3.645      10.256      -0.564      -0.621      -5.196       0.230
1.07.21_085      -2.532       6.893      -0.403      -0.418      -4.176      -0.635
