# This file contains the metadata for categorization of the systems in the data set.
# The second column is the name of the group the complex belongs to
# The third column provides additional tags, including element and atomtype combinations the system represents, assignment of the systems into the smaller subsets obtained by clustering etc.
system	group	tags
1.02.18_080	HBCNO	H-C,H-C3,scaling=0.80,cluster020,cluster050
1.02.18_085	HBCNO	H-C,H-C3,scaling=0.85,cluster020,cluster050
1.02.18_090	HBCNO	H-C,H-C3,scaling=0.90,cluster020,cluster050
1.02.18_095	HBCNO	H-C,H-C3,scaling=0.95,cluster020,cluster050
1.02.18_100	HBCNO	H-C,H-C3,scaling=1.00,equilibrium,cluster020,cluster050
1.02.18_105	HBCNO	H-C,H-C3,scaling=1.05,cluster020,cluster050
1.02.18_110	HBCNO	H-C,H-C3,scaling=1.10,cluster020,cluster050
1.02.18_125	HBCNO	H-C,H-C3,scaling=1.25,cluster020,cluster050
1.02.18_150	HBCNO	H-C,H-C3,scaling=1.50,cluster020,cluster050
1.02.18_200	HBCNO	H-C,H-C3,scaling=2.00,cluster020,cluster050
1.03.01_080	HBCNO	H-N,H-N2,scaling=0.80,cluster200
1.03.01_085	HBCNO	H-N,H-N2,scaling=0.85,cluster200
1.03.01_090	HBCNO	H-N,H-N2,scaling=0.90,cluster200
1.03.01_095	HBCNO	H-N,H-N2,scaling=0.95,cluster200
1.03.01_100	HBCNO	H-N,H-N2,scaling=1.00,equilibrium,cluster200
1.03.01_105	HBCNO	H-N,H-N2,scaling=1.05,cluster200
1.03.01_110	HBCNO	H-N,H-N2,scaling=1.10,cluster200
1.03.01_125	HBCNO	H-N,H-N2,scaling=1.25,cluster200
1.03.01_150	HBCNO	H-N,H-N2,scaling=1.50,cluster200
1.03.01_200	HBCNO	H-N,H-N2,scaling=2.00,cluster200
1.03.03_080	HBCNO	H-N,H-N3,scaling=0.80,cluster100,cluster200
1.03.03_085	HBCNO	H-N,H-N3,scaling=0.85,cluster100,cluster200
1.03.03_090	HBCNO	H-N,H-N3,scaling=0.90,cluster100,cluster200
1.03.03_095	HBCNO	H-N,H-N3,scaling=0.95,cluster100,cluster200
1.03.03_100	HBCNO	H-N,H-N3,scaling=1.00,equilibrium,cluster100,cluster200
1.03.03_105	HBCNO	H-N,H-N3,scaling=1.05,cluster100,cluster200
1.03.03_110	HBCNO	H-N,H-N3,scaling=1.10,cluster100,cluster200
1.03.03_125	HBCNO	H-N,H-N3,scaling=1.25,cluster100,cluster200
1.03.03_150	HBCNO	H-N,H-N3,scaling=1.50,cluster100,cluster200
1.03.03_200	HBCNO	H-N,H-N3,scaling=2.00,cluster100,cluster200
1.04.01_080	HBCNO	H-O,H-O1,scaling=0.80,cluster200
1.04.01_085	HBCNO	H-O,H-O1,scaling=0.85,cluster200
1.04.01_090	HBCNO	H-O,H-O1,scaling=0.90,cluster200
1.04.01_095	HBCNO	H-O,H-O1,scaling=0.95,cluster200
1.04.01_100	HBCNO	H-O,H-O1,scaling=1.00,equilibrium,cluster200
1.04.01_105	HBCNO	H-O,H-O1,scaling=1.05,cluster200
1.04.01_110	HBCNO	H-O,H-O1,scaling=1.10,cluster200
1.04.01_125	HBCNO	H-O,H-O1,scaling=1.25,cluster200
1.04.01_150	HBCNO	H-O,H-O1,scaling=1.50,cluster200
1.04.01_200	HBCNO	H-O,H-O1,scaling=2.00,cluster200
1.05.01_080	HBCNO	H-B,H-B0,scaling=0.80,cluster100,cluster200
1.05.01_085	HBCNO	H-B,H-B0,scaling=0.85,cluster100,cluster200
1.05.01_090	HBCNO	H-B,H-B0,scaling=0.90,cluster100,cluster200
1.05.01_095	HBCNO	H-B,H-B0,scaling=0.95,cluster100,cluster200
1.05.01_100	HBCNO	H-B,H-B0,scaling=1.00,equilibrium,cluster100,cluster200
1.05.01_105	HBCNO	H-B,H-B0,scaling=1.05,cluster100,cluster200
1.05.01_110	HBCNO	H-B,H-B0,scaling=1.10,cluster100,cluster200
1.05.01_125	HBCNO	H-B,H-B0,scaling=1.25,cluster100,cluster200
1.05.01_150	HBCNO	H-B,H-B0,scaling=1.50,cluster100,cluster200
1.05.01_200	HBCNO	H-B,H-B0,scaling=2.00,cluster100,cluster200
1.05.02_080	HBCNO	H-B,scaling=0.80
1.05.02_085	HBCNO	H-B,scaling=0.85
1.05.02_090	HBCNO	H-B,scaling=0.90
1.05.02_095	HBCNO	H-B,scaling=0.95
1.05.02_100	HBCNO	H-B,scaling=1.00,equilibrium
1.05.02_105	HBCNO	H-B,scaling=1.05
1.05.02_110	HBCNO	H-B,scaling=1.10
1.05.02_125	HBCNO	H-B,scaling=1.25
1.05.02_150	HBCNO	H-B,scaling=1.50
1.05.02_200	HBCNO	H-B,scaling=2.00
1.06.01_080	HBCNO	C-C,C0-C2,scaling=0.80,cluster200
1.06.01_085	HBCNO	C-C,C0-C2,scaling=0.85,cluster200
1.06.01_090	HBCNO	C-C,C0-C2,scaling=0.90,cluster200
1.06.01_095	HBCNO	C-C,C0-C2,scaling=0.95,cluster200
1.06.01_100	HBCNO	C-C,C0-C2,scaling=1.00,equilibrium,cluster200
1.06.01_105	HBCNO	C-C,C0-C2,scaling=1.05,cluster200
1.06.01_110	HBCNO	C-C,C0-C2,scaling=1.10,cluster200
1.06.01_125	HBCNO	C-C,C0-C2,scaling=1.25,cluster200
1.06.01_150	HBCNO	C-C,C0-C2,scaling=1.50,cluster200
1.06.01_200	HBCNO	C-C,C0-C2,scaling=2.00,cluster200
1.06.08_080	HBCNO	C-C,C1-C2,scaling=0.80
1.06.08_085	HBCNO	C-C,C1-C2,scaling=0.85
1.06.08_090	HBCNO	C-C,C1-C2,scaling=0.90
1.06.08_095	HBCNO	C-C,C1-C2,scaling=0.95
1.06.08_100	HBCNO	C-C,C1-C2,scaling=1.00,equilibrium
1.06.08_105	HBCNO	C-C,C1-C2,scaling=1.05
1.06.08_110	HBCNO	C-C,C1-C2,scaling=1.10
1.06.08_125	HBCNO	C-C,C1-C2,scaling=1.25
1.06.08_150	HBCNO	C-C,C1-C2,scaling=1.50
1.06.08_200	HBCNO	C-C,C1-C2,scaling=2.00
1.06.15_080	HBCNO	C-C,C1c-C2,scaling=0.80
1.06.15_085	HBCNO	C-C,C1c-C2,scaling=0.85
1.06.15_090	HBCNO	C-C,C1c-C2,scaling=0.90
1.06.15_095	HBCNO	C-C,C1c-C2,scaling=0.95
1.06.15_100	HBCNO	C-C,C1c-C2,scaling=1.00,equilibrium
1.06.15_105	HBCNO	C-C,C1c-C2,scaling=1.05
1.06.15_110	HBCNO	C-C,C1c-C2,scaling=1.10
1.06.15_125	HBCNO	C-C,C1c-C2,scaling=1.25
1.06.15_150	HBCNO	C-C,C1c-C2,scaling=1.50
1.06.15_200	HBCNO	C-C,C1c-C2,scaling=2.00
1.06.17_080	HBCNO	C-C,C2-C2,scaling=0.80,cluster200
1.06.17_085	HBCNO	C-C,C2-C2,scaling=0.85,cluster200
1.06.17_090	HBCNO	C-C,C2-C2,scaling=0.90,cluster200
1.06.17_095	HBCNO	C-C,C2-C2,scaling=0.95,cluster200
1.06.17_100	HBCNO	C-C,C2-C2,scaling=1.00,equilibrium,cluster200
1.06.17_105	HBCNO	C-C,C2-C2,scaling=1.05,cluster200
1.06.17_110	HBCNO	C-C,C2-C2,scaling=1.10,cluster200
1.06.17_125	HBCNO	C-C,C2-C2,scaling=1.25,cluster200
1.06.17_150	HBCNO	C-C,C2-C2,scaling=1.50,cluster200
1.06.17_200	HBCNO	C-C,C2-C2,scaling=2.00,cluster200
1.06.22_080	HBCNO	C-C,C0-C3,scaling=0.80
1.06.22_085	HBCNO	C-C,C0-C3,scaling=0.85
1.06.22_090	HBCNO	C-C,C0-C3,scaling=0.90
1.06.22_095	HBCNO	C-C,C0-C3,scaling=0.95
1.06.22_100	HBCNO	C-C,C0-C3,scaling=1.00,equilibrium
1.06.22_105	HBCNO	C-C,C0-C3,scaling=1.05
1.06.22_110	HBCNO	C-C,C0-C3,scaling=1.10
1.06.22_125	HBCNO	C-C,C0-C3,scaling=1.25
1.06.22_150	HBCNO	C-C,C0-C3,scaling=1.50
1.06.22_200	HBCNO	C-C,C0-C3,scaling=2.00
1.06.29_080	HBCNO	C-C,C1c-C3,scaling=0.80
1.06.29_085	HBCNO	C-C,C1c-C3,scaling=0.85
1.06.29_090	HBCNO	C-C,C1c-C3,scaling=0.90
1.06.29_095	HBCNO	C-C,C1c-C3,scaling=0.95
1.06.29_100	HBCNO	C-C,C1c-C3,scaling=1.00,equilibrium
1.06.29_105	HBCNO	C-C,C1c-C3,scaling=1.05
1.06.29_110	HBCNO	C-C,C1c-C3,scaling=1.10
1.06.29_125	HBCNO	C-C,C1c-C3,scaling=1.25
1.06.29_150	HBCNO	C-C,C1c-C3,scaling=1.50
1.06.29_200	HBCNO	C-C,C1c-C3,scaling=2.00
1.06.34_080	HBCNO	C-C,C1-C3,scaling=0.80
1.06.34_085	HBCNO	C-C,C1-C3,scaling=0.85
1.06.34_090	HBCNO	C-C,C1-C3,scaling=0.90
1.06.34_095	HBCNO	C-C,C1-C3,scaling=0.95
1.06.34_100	HBCNO	C-C,C1-C3,scaling=1.00,equilibrium
1.06.34_105	HBCNO	C-C,C1-C3,scaling=1.05
1.06.34_110	HBCNO	C-C,C1-C3,scaling=1.10
1.06.34_125	HBCNO	C-C,C1-C3,scaling=1.25
1.06.34_150	HBCNO	C-C,C1-C3,scaling=1.50
1.06.34_200	HBCNO	C-C,C1-C3,scaling=2.00
1.06.37_080	HBCNO	C-C,C0-C0,scaling=0.80,cluster020
1.06.37_085	HBCNO	C-C,C0-C0,scaling=0.85,cluster020
1.06.37_090	HBCNO	C-C,C0-C0,scaling=0.90,cluster020
1.06.37_095	HBCNO	C-C,C0-C0,scaling=0.95,cluster020
1.06.37_100	HBCNO	C-C,C0-C0,scaling=1.00,equilibrium,cluster020
1.06.37_105	HBCNO	C-C,C0-C0,scaling=1.05,cluster020
1.06.37_110	HBCNO	C-C,C0-C0,scaling=1.10,cluster020
1.06.37_125	HBCNO	C-C,C0-C0,scaling=1.25,cluster020
1.06.37_150	HBCNO	C-C,C0-C0,scaling=1.50,cluster020
1.06.37_200	HBCNO	C-C,C0-C0,scaling=2.00,cluster020
1.06.40_080	HBCNO	C-C,C0-C1,scaling=0.80,cluster200
1.06.40_085	HBCNO	C-C,C0-C1,scaling=0.85,cluster200
1.06.40_090	HBCNO	C-C,C0-C1,scaling=0.90,cluster200
1.06.40_095	HBCNO	C-C,C0-C1,scaling=0.95,cluster200
1.06.40_100	HBCNO	C-C,C0-C1,scaling=1.00,equilibrium,cluster200
1.06.40_105	HBCNO	C-C,C0-C1,scaling=1.05,cluster200
1.06.40_110	HBCNO	C-C,C0-C1,scaling=1.10,cluster200
1.06.40_125	HBCNO	C-C,C0-C1,scaling=1.25,cluster200
1.06.40_150	HBCNO	C-C,C0-C1,scaling=1.50,cluster200
1.06.40_200	HBCNO	C-C,C0-C1,scaling=2.00,cluster200
1.06.41_080	HBCNO	C-C,C1-C1,scaling=0.80
1.06.41_085	HBCNO	C-C,C1-C1,scaling=0.85
1.06.41_090	HBCNO	C-C,C1-C1,scaling=0.90
1.06.41_095	HBCNO	C-C,C1-C1,scaling=0.95
1.06.41_100	HBCNO	C-C,C1-C1,scaling=1.00,equilibrium
1.06.41_105	HBCNO	C-C,C1-C1,scaling=1.05
1.06.41_110	HBCNO	C-C,C1-C1,scaling=1.10
1.06.41_125	HBCNO	C-C,C1-C1,scaling=1.25
1.06.41_150	HBCNO	C-C,C1-C1,scaling=1.50
1.06.41_200	HBCNO	C-C,C1-C1,scaling=2.00
1.06.43_080	HBCNO	C-C,C0-C1c,scaling=0.80,cluster050
1.06.43_085	HBCNO	C-C,C0-C1c,scaling=0.85,cluster050
1.06.43_090	HBCNO	C-C,C0-C1c,scaling=0.90,cluster050
1.06.43_095	HBCNO	C-C,C0-C1c,scaling=0.95,cluster050
1.06.43_100	HBCNO	C-C,C0-C1c,scaling=1.00,equilibrium,cluster050
1.06.43_105	HBCNO	C-C,C0-C1c,scaling=1.05,cluster050
1.06.43_110	HBCNO	C-C,C0-C1c,scaling=1.10,cluster050
1.06.43_125	HBCNO	C-C,C0-C1c,scaling=1.25,cluster050
1.06.43_150	HBCNO	C-C,C0-C1c,scaling=1.50,cluster050
1.06.43_200	HBCNO	C-C,C0-C1c,scaling=2.00,cluster050
1.06.46_080	HBCNO	C-C,C1-C1c,scaling=0.80
1.06.46_085	HBCNO	C-C,C1-C1c,scaling=0.85
1.06.46_090	HBCNO	C-C,C1-C1c,scaling=0.90
1.06.46_095	HBCNO	C-C,C1-C1c,scaling=0.95
1.06.46_100	HBCNO	C-C,C1-C1c,scaling=1.00,equilibrium
1.06.46_105	HBCNO	C-C,C1-C1c,scaling=1.05
1.06.46_110	HBCNO	C-C,C1-C1c,scaling=1.10
1.06.46_125	HBCNO	C-C,C1-C1c,scaling=1.25
1.06.46_150	HBCNO	C-C,C1-C1c,scaling=1.50
1.06.46_200	HBCNO	C-C,C1-C1c,scaling=2.00
1.06.48_080	HBCNO	C-C,C1c-C1c,scaling=0.80
1.06.48_085	HBCNO	C-C,C1c-C1c,scaling=0.85
1.06.48_090	HBCNO	C-C,C1c-C1c,scaling=0.90
1.06.48_095	HBCNO	C-C,C1c-C1c,scaling=0.95
1.06.48_100	HBCNO	C-C,C1c-C1c,scaling=1.00,equilibrium
1.06.48_105	HBCNO	C-C,C1c-C1c,scaling=1.05
1.06.48_110	HBCNO	C-C,C1c-C1c,scaling=1.10
1.06.48_125	HBCNO	C-C,C1c-C1c,scaling=1.25
1.06.48_150	HBCNO	C-C,C1c-C1c,scaling=1.50
1.06.48_200	HBCNO	C-C,C1c-C1c,scaling=2.00
1.06.50_080	HBCNO	C-C,C1-C1n,scaling=0.80,cluster200
1.06.50_085	HBCNO	C-C,C1-C1n,scaling=0.85,cluster200
1.06.50_090	HBCNO	C-C,C1-C1n,scaling=0.90,cluster200
1.06.50_095	HBCNO	C-C,C1-C1n,scaling=0.95,cluster200
1.06.50_100	HBCNO	C-C,C1-C1n,scaling=1.00,equilibrium,cluster200
1.06.50_105	HBCNO	C-C,C1-C1n,scaling=1.05,cluster200
1.06.50_110	HBCNO	C-C,C1-C1n,scaling=1.10,cluster200
1.06.50_125	HBCNO	C-C,C1-C1n,scaling=1.25,cluster200
1.06.50_150	HBCNO	C-C,C1-C1n,scaling=1.50,cluster200
1.06.50_200	HBCNO	C-C,C1-C1n,scaling=2.00,cluster200
1.06.52_080	HBCNO	C-C,C1n-C1n,scaling=0.80
1.06.52_085	HBCNO	C-C,C1n-C1n,scaling=0.85
1.06.52_090	HBCNO	C-C,C1n-C1n,scaling=0.90
1.06.52_095	HBCNO	C-C,C1n-C1n,scaling=0.95
1.06.52_100	HBCNO	C-C,C1n-C1n,scaling=1.00,equilibrium
1.06.52_105	HBCNO	C-C,C1n-C1n,scaling=1.05
1.06.52_110	HBCNO	C-C,C1n-C1n,scaling=1.10
1.06.52_125	HBCNO	C-C,C1n-C1n,scaling=1.25
1.06.52_150	HBCNO	C-C,C1n-C1n,scaling=1.50
1.06.52_200	HBCNO	C-C,C1n-C1n,scaling=2.00
1.06.55_080	HBCNO	C-C,C0-C1n,scaling=0.80
1.06.55_085	HBCNO	C-C,C0-C1n,scaling=0.85
1.06.55_090	HBCNO	C-C,C0-C1n,scaling=0.90
1.06.55_095	HBCNO	C-C,C0-C1n,scaling=0.95
1.06.55_100	HBCNO	C-C,C0-C1n,scaling=1.00,equilibrium
1.06.55_105	HBCNO	C-C,C0-C1n,scaling=1.05
1.06.55_110	HBCNO	C-C,C0-C1n,scaling=1.10
1.06.55_125	HBCNO	C-C,C0-C1n,scaling=1.25
1.06.55_150	HBCNO	C-C,C0-C1n,scaling=1.50
1.06.55_200	HBCNO	C-C,C0-C1n,scaling=2.00
1.06.56_080	HBCNO	C-C,C1c-C1n,scaling=0.80
1.06.56_085	HBCNO	C-C,C1c-C1n,scaling=0.85
1.06.56_090	HBCNO	C-C,C1c-C1n,scaling=0.90
1.06.56_095	HBCNO	C-C,C1c-C1n,scaling=0.95
1.06.56_100	HBCNO	C-C,C1c-C1n,scaling=1.00,equilibrium
1.06.56_105	HBCNO	C-C,C1c-C1n,scaling=1.05
1.06.56_110	HBCNO	C-C,C1c-C1n,scaling=1.10
1.06.56_125	HBCNO	C-C,C1c-C1n,scaling=1.25
1.06.56_150	HBCNO	C-C,C1c-C1n,scaling=1.50
1.06.56_200	HBCNO	C-C,C1c-C1n,scaling=2.00
1.06.57_080	HBCNO	C-C,C1n-C2,scaling=0.80
1.06.57_085	HBCNO	C-C,C1n-C2,scaling=0.85
1.06.57_090	HBCNO	C-C,C1n-C2,scaling=0.90
1.06.57_095	HBCNO	C-C,C1n-C2,scaling=0.95
1.06.57_100	HBCNO	C-C,C1n-C2,scaling=1.00,equilibrium
1.06.57_105	HBCNO	C-C,C1n-C2,scaling=1.05
1.06.57_110	HBCNO	C-C,C1n-C2,scaling=1.10
1.06.57_125	HBCNO	C-C,C1n-C2,scaling=1.25
1.06.57_150	HBCNO	C-C,C1n-C2,scaling=1.50
1.06.57_200	HBCNO	C-C,C1n-C2,scaling=2.00
1.06.58_080	HBCNO	C-C,C1n-C3,scaling=0.80,cluster020,cluster050,cluster100
1.06.58_085	HBCNO	C-C,C1n-C3,scaling=0.85,cluster020,cluster050,cluster100
1.06.58_090	HBCNO	C-C,C1n-C3,scaling=0.90,cluster020,cluster050,cluster100
1.06.58_095	HBCNO	C-C,C1n-C3,scaling=0.95,cluster020,cluster050,cluster100
1.06.58_100	HBCNO	C-C,C1n-C3,scaling=1.00,equilibrium,cluster020,cluster050,cluster100
1.06.58_105	HBCNO	C-C,C1n-C3,scaling=1.05,cluster020,cluster050,cluster100
1.06.58_110	HBCNO	C-C,C1n-C3,scaling=1.10,cluster020,cluster050,cluster100
1.06.58_125	HBCNO	C-C,C1n-C3,scaling=1.25,cluster020,cluster050,cluster100
1.06.58_150	HBCNO	C-C,C1n-C3,scaling=1.50,cluster020,cluster050,cluster100
1.06.58_200	HBCNO	C-C,C1n-C3,scaling=2.00,cluster020,cluster050,cluster100
1.06.63_080	HBCNO	C-C,C2-C3,scaling=0.80
1.06.63_085	HBCNO	C-C,C2-C3,scaling=0.85
1.06.63_090	HBCNO	C-C,C2-C3,scaling=0.90
1.06.63_095	HBCNO	C-C,C2-C3,scaling=0.95
1.06.63_100	HBCNO	C-C,C2-C3,scaling=1.00,equilibrium
1.06.63_105	HBCNO	C-C,C2-C3,scaling=1.05
1.06.63_110	HBCNO	C-C,C2-C3,scaling=1.10
1.06.63_125	HBCNO	C-C,C2-C3,scaling=1.25
1.06.63_150	HBCNO	C-C,C2-C3,scaling=1.50
1.06.63_200	HBCNO	C-C,C2-C3,scaling=2.00
1.06.64_080	HBCNO	C-C,C3-C3,scaling=0.80,cluster200
1.06.64_085	HBCNO	C-C,C3-C3,scaling=0.85,cluster200
1.06.64_090	HBCNO	C-C,C3-C3,scaling=0.90,cluster200
1.06.64_095	HBCNO	C-C,C3-C3,scaling=0.95,cluster200
1.06.64_100	HBCNO	C-C,C3-C3,scaling=1.00,equilibrium,cluster200
1.06.64_105	HBCNO	C-C,C3-C3,scaling=1.05,cluster200
1.06.64_110	HBCNO	C-C,C3-C3,scaling=1.10,cluster200
1.06.64_125	HBCNO	C-C,C3-C3,scaling=1.25,cluster200
1.06.64_150	HBCNO	C-C,C3-C3,scaling=1.50,cluster200
1.06.64_200	HBCNO	C-C,C3-C3,scaling=2.00,cluster200
1.07.04_080	HBCNO	C-N,C1-N0,scaling=0.80
1.07.04_085	HBCNO	C-N,C1-N0,scaling=0.85
1.07.04_090	HBCNO	C-N,C1-N0,scaling=0.90
1.07.04_095	HBCNO	C-N,C1-N0,scaling=0.95
1.07.04_100	HBCNO	C-N,C1-N0,scaling=1.00,equilibrium
1.07.04_105	HBCNO	C-N,C1-N0,scaling=1.05
1.07.04_110	HBCNO	C-N,C1-N0,scaling=1.10
1.07.04_125	HBCNO	C-N,C1-N0,scaling=1.25
1.07.04_150	HBCNO	C-N,C1-N0,scaling=1.50
1.07.04_200	HBCNO	C-N,C1-N0,scaling=2.00
1.07.06_080	HBCNO	C-N,C2-N0,scaling=0.80
1.07.06_085	HBCNO	C-N,C2-N0,scaling=0.85
1.07.06_090	HBCNO	C-N,C2-N0,scaling=0.90
1.07.06_095	HBCNO	C-N,C2-N0,scaling=0.95
1.07.06_100	HBCNO	C-N,C2-N0,scaling=1.00,equilibrium
1.07.06_105	HBCNO	C-N,C2-N0,scaling=1.05
1.07.06_110	HBCNO	C-N,C2-N0,scaling=1.10
1.07.06_125	HBCNO	C-N,C2-N0,scaling=1.25
1.07.06_150	HBCNO	C-N,C2-N0,scaling=1.50
1.07.06_200	HBCNO	C-N,C2-N0,scaling=2.00
1.07.13_080	HBCNO	C-N,C0-N1,scaling=0.80,cluster200
1.07.13_085	HBCNO	C-N,C0-N1,scaling=0.85,cluster200
1.07.13_090	HBCNO	C-N,C0-N1,scaling=0.90,cluster200
1.07.13_095	HBCNO	C-N,C0-N1,scaling=0.95,cluster200
1.07.13_100	HBCNO	C-N,C0-N1,scaling=1.00,equilibrium,cluster200
1.07.13_105	HBCNO	C-N,C0-N1,scaling=1.05,cluster200
1.07.13_110	HBCNO	C-N,C0-N1,scaling=1.10,cluster200
1.07.13_125	HBCNO	C-N,C0-N1,scaling=1.25,cluster200
1.07.13_150	HBCNO	C-N,C0-N1,scaling=1.50,cluster200
1.07.13_200	HBCNO	C-N,C0-N1,scaling=2.00,cluster200
1.07.16_080	HBCNO	C-N,C1-N1,scaling=0.80
1.07.16_085	HBCNO	C-N,C1-N1,scaling=0.85
1.07.16_090	HBCNO	C-N,C1-N1,scaling=0.90
1.07.16_095	HBCNO	C-N,C1-N1,scaling=0.95
1.07.16_100	HBCNO	C-N,C1-N1,scaling=1.00,equilibrium
1.07.16_105	HBCNO	C-N,C1-N1,scaling=1.05
1.07.16_110	HBCNO	C-N,C1-N1,scaling=1.10
1.07.16_125	HBCNO	C-N,C1-N1,scaling=1.25
1.07.16_150	HBCNO	C-N,C1-N1,scaling=1.50
1.07.16_200	HBCNO	C-N,C1-N1,scaling=2.00
1.07.21_080	HBCNO	C-N,C1c-N1,scaling=0.80,cluster100,cluster200
1.07.21_085	HBCNO	C-N,C1c-N1,scaling=0.85,cluster100,cluster200
1.07.21_090	HBCNO	C-N,C1c-N1,scaling=0.90,cluster100,cluster200
1.07.21_095	HBCNO	C-N,C1c-N1,scaling=0.95,cluster100,cluster200
1.07.21_100	HBCNO	C-N,C1c-N1,scaling=1.00,equilibrium,cluster100,cluster200
1.07.21_105	HBCNO	C-N,C1c-N1,scaling=1.05,cluster100,cluster200
1.07.21_110	HBCNO	C-N,C1c-N1,scaling=1.10,cluster100,cluster200
1.07.21_125	HBCNO	C-N,C1c-N1,scaling=1.25,cluster100,cluster200
1.07.21_150	HBCNO	C-N,C1c-N1,scaling=1.50,cluster100,cluster200
1.07.21_200	HBCNO	C-N,C1c-N1,scaling=2.00,cluster100,cluster200
1.07.27_080	HBCNO	C-N,C1c-N2,scaling=0.80
1.07.27_085	HBCNO	C-N,C1c-N2,scaling=0.85
1.07.27_090	HBCNO	C-N,C1c-N2,scaling=0.90
