# DFT-SAPT benchmark energies with the asymptotically corrected B3LYP potential for SH250x10
# All energy units have been converted to kcal/mol
# The calculations have been performed by E. Masumian and A. D. Boese (reference)

System             Elst        Exch        Ind       deltaHF       Disp       Total    
1.2.07_150       0.041       0.062      -0.031      -0.004      -0.502      -0.434
1.2.07_200       0.072       0.001      -0.005       0.000      -0.104      -0.037
1.2.08_080    -127.418     208.525     -23.712     -35.241     -31.366      -9.213
1.2.08_085     -91.578     152.556     -14.522     -32.567     -25.025     -11.137
1.2.08_090     -65.884     110.365      -8.927     -27.090     -20.100     -11.636
1.2.08_095     -47.522      79.124      -5.577     -21.226     -16.247     -11.447
1.2.08_100     -34.417      56.313      -3.583     -16.009     -13.208     -10.903
1.2.08_105     -25.061      39.851      -2.390     -11.765     -10.791     -10.157
1.2.08_110     -18.374      28.077      -1.663      -8.489      -8.852      -9.301
1.2.08_125      -7.641       9.647      -0.697      -2.986      -4.976      -6.654
1.2.08_150      -2.249       1.584      -0.228      -0.479      -1.996      -3.369
1.2.08_200      -0.454       0.042      -0.032      -0.013      -0.401      -0.857
1.3.01_080     -17.296      34.046      -1.760      -3.668      -8.512       2.810
1.3.01_085     -11.384      21.208      -1.162      -2.329      -6.548      -0.215
1.3.01_090      -7.663      13.167      -0.820      -1.439      -5.072      -1.828
1.3.01_095      -5.294       8.160      -0.606      -0.875      -3.952      -2.567
1.3.01_100      -3.764       5.054      -0.461      -0.528      -3.094      -2.793
1.3.01_105      -2.757       3.129      -0.357      -0.317      -2.434      -2.736
1.3.01_110      -2.081       1.937      -0.279      -0.190      -1.924      -2.538
1.3.01_125      -1.052       0.459      -0.139      -0.042      -0.980      -1.754
1.3.01_150      -0.483       0.041      -0.049      -0.004      -0.358      -0.853
1.3.01_200      -0.175       0.000      -0.009      -0.000      -0.073      -0.257
1.3.02_080     -39.228      76.539      -5.482     -12.471     -14.245       5.113
1.3.02_085     -26.614      50.825      -3.432      -8.550     -11.158       1.072
1.3.02_090     -18.265      33.556      -2.262      -5.698      -8.816      -1.484
1.3.02_095     -12.715      22.077      -1.568      -3.728      -7.012      -2.946
1.3.02_100      -9.000      14.493      -1.133      -2.411      -5.606      -3.657
1.3.02_105      -6.488       9.502      -0.845      -1.548      -4.501      -3.881
1.3.02_110      -4.771       6.226      -0.646      -0.990      -3.626      -3.806
1.3.02_125      -2.144       1.752      -0.312      -0.258      -1.935      -2.898
1.3.02_150      -0.807       0.211      -0.108      -0.029      -0.734      -1.467
1.3.02_200      -0.228       0.003      -0.019      -0.001      -0.148      -0.393
1.3.03_080     -10.761      23.564      -1.001      -2.082      -6.813       2.908
1.3.03_085      -6.726      13.971      -0.603      -1.238      -5.143       0.261
1.3.03_090      -4.302       8.239      -0.386      -0.715      -3.911      -1.075
1.3.03_095      -2.831       4.838      -0.259      -0.407      -2.992      -1.650
1.3.03_100      -1.925       2.831      -0.180      -0.229      -2.303      -1.806
1.3.03_105      -1.357       1.651      -0.128      -0.129      -1.783      -1.746
1.3.03_110      -0.993       0.961      -0.092      -0.072      -1.390      -1.587
1.3.03_125      -0.473       0.187      -0.038      -0.013      -0.688      -1.025
1.3.03_150      -0.206       0.012      -0.011      -0.001      -0.250      -0.456
1.3.03_200      -0.067       0.000      -0.002      -0.000      -0.053      -0.122
1.3.04_080      -6.811      16.966      -0.509      -1.070      -6.542       2.033
1.3.04_085      -4.130      10.106      -0.318      -0.648      -4.973       0.037
1.3.04_090      -2.537       6.008      -0.209      -0.382      -3.800      -0.920
1.3.04_095      -1.581       3.565      -0.143      -0.222      -2.920      -1.300
1.3.04_100      -1.002       2.110      -0.101      -0.127      -2.255      -1.375
1.3.04_105      -0.647       1.247      -0.072      -0.073      -1.753      -1.298
1.3.04_110      -0.426       0.735      -0.053      -0.041      -1.371      -1.156
1.3.04_125      -0.135       0.149      -0.022      -0.007      -0.685      -0.702
1.3.04_150      -0.022       0.010      -0.007      -0.000      -0.252      -0.271
1.3.04_200       0.010       0.000      -0.001       0.000      -0.055      -0.046
1.3.05_080     -19.152      40.925      -2.393      -5.536      -9.688       4.157
1.3.05_085     -12.269      25.349      -1.418      -3.474      -7.410       0.777
1.3.05_090      -7.977      15.593      -0.879      -2.125      -5.711      -1.099
1.3.05_095      -5.285       9.545      -0.568      -1.279      -4.427      -2.015
1.3.05_100      -3.582       5.820      -0.381      -0.762      -3.450      -2.354
1.3.05_105      -2.492       3.538      -0.263      -0.451      -2.702      -2.369
1.3.05_110      -1.783       2.145      -0.186      -0.267      -2.126      -2.217
1.3.05_125      -0.776       0.472      -0.073      -0.055      -1.072      -1.504
1.3.05_150      -0.299       0.037      -0.020      -0.005      -0.390      -0.676
1.3.05_200      -0.084       0.000      -0.003      -0.000      -0.081      -0.168
1.3.06_080     -10.354      21.844      -0.956      -2.092      -6.387       2.055
1.3.06_085      -6.589      13.012      -0.624      -1.255      -4.824      -0.281
1.3.06_090      -4.325       7.718      -0.440      -0.736      -3.667      -1.450
1.3.06_095      -2.948       4.564      -0.328      -0.427      -2.802      -1.941
1.3.06_100      -2.097       2.693      -0.254      -0.246      -2.152      -2.056
1.3.06_105      -1.559       1.586      -0.201      -0.142      -1.662      -1.978
1.3.06_110      -1.211       0.932      -0.161      -0.082      -1.290      -1.813
1.3.06_125      -0.695       0.188      -0.089      -0.017      -0.630      -1.243
1.3.06_150      -0.392       0.013      -0.037      -0.002      -0.222      -0.639
1.3.06_200      -0.178       0.000      -0.009      -0.000      -0.044      -0.232
1.3.07_080     -20.784      43.715      -2.663      -6.437      -9.713       4.119
1.3.07_085     -13.451      27.408      -1.636      -4.086      -7.443       0.793
1.3.07_090      -8.844      17.073      -1.067      -2.538      -5.746      -1.122
1.3.07_095      -5.936      10.586      -0.735      -1.555      -4.460      -2.100
1.3.07_100      -4.085       6.542      -0.530      -0.945      -3.479      -2.497
1.3.07_105      -2.895       4.033      -0.396      -0.572      -2.724      -2.555
1.3.07_110      -2.118       2.481      -0.305      -0.346      -2.142      -2.430
1.3.07_125      -1.006       0.572      -0.155      -0.077      -1.072      -1.738
1.3.07_150      -0.462       0.049      -0.062      -0.007      -0.381      -0.864
1.3.07_200      -0.176       0.000      -0.015      -0.000      -0.075      -0.266
1.3.08_080     -22.824      45.461      -2.425      -6.476     -11.443       2.293
1.3.08_085     -14.936      28.559      -1.540      -4.297      -8.902      -1.116
1.3.08_090      -9.942      17.836      -1.047      -2.755      -6.973      -2.881
1.3.08_095      -6.761      11.094      -0.750      -1.729      -5.491      -3.637
1.3.08_100      -4.714       6.883      -0.558      -1.072      -4.344      -3.806
1.3.08_105      -3.382       4.261      -0.426      -0.660      -3.452      -3.659
1.3.08_110      -2.501       2.634      -0.331      -0.405      -2.755      -3.357
1.3.08_125      -1.209       0.618      -0.165      -0.095      -1.442      -2.292
1.3.08_150      -0.551       0.054      -0.059      -0.010      -0.548      -1.114
1.3.08_200      -0.207       0.000      -0.012      -0.000      -0.118      -0.337
1.3.09_080      -4.846      15.018      -1.036      -1.589      -5.522       2.025
1.3.09_085      -2.560       8.641      -0.780      -0.886      -4.173       0.242
1.3.09_090      -1.258       4.956      -0.614      -0.484      -3.181      -0.581
1.3.09_095      -0.518       2.833      -0.495      -0.259      -2.443      -0.882
1.3.09_100      -0.099       1.616      -0.404      -0.136      -1.890      -0.914
1.3.09_105       0.136       0.919      -0.333      -0.069      -1.474      -0.821
1.3.09_110       0.265       0.522      -0.277      -0.034      -1.158      -0.681
1.3.09_125       0.381       0.095      -0.162      -0.001      -0.592      -0.279
1.3.09_150       0.343       0.005      -0.072       0.002      -0.231       0.048
1.3.09_200       0.222       0.000      -0.019       0.000      -0.056       0.147
1.3.10_080     -58.369     114.052      -9.604     -24.452     -19.539       2.087
1.3.10_085     -40.091      77.601      -5.942     -18.083     -15.360      -1.875
1.3.10_090     -27.715      52.355      -3.824     -12.848     -12.193      -4.226
1.3.10_095     -19.337      35.095      -2.574      -8.894      -9.759      -5.469
1.3.10_100     -13.653      23.416      -1.810      -6.050      -7.860      -5.958
1.3.10_105      -9.781      15.573      -1.321      -4.067      -6.362      -5.959
1.3.10_110      -7.125      10.334      -0.994      -2.712      -5.171      -5.668
1.3.10_125      -3.088       2.998      -0.477      -0.787      -2.833      -4.187
1.3.10_150      -1.124       0.378      -0.171      -0.101      -1.118      -2.136
1.3.10_200      -0.333       0.006      -0.033      -0.003      -0.239      -0.602
1.4.01_080     -24.929      49.499      -1.780      -6.298     -12.935       3.556
1.4.01_085     -15.734      30.821      -0.879      -4.434      -9.822      -0.049
1.4.01_090     -10.012      18.990      -0.502      -2.906      -7.501      -1.931
1.4.01_095      -6.452      11.602      -0.329      -1.826      -5.752      -2.757
1.4.01_100      -4.229       7.037      -0.237      -1.118      -4.425      -2.971
1.4.01_105      -2.830       4.244      -0.178      -0.673      -3.416      -2.852
1.4.01_110      -1.941       2.548      -0.136      -0.401      -2.646      -2.575
1.4.01_125      -0.741       0.539      -0.061      -0.082      -1.261      -1.607
1.4.01_150      -0.246       0.038      -0.017      -0.006      -0.414      -0.645
1.4.01_200      -0.062       0.000      -0.002      -0.000      -0.073      -0.137
1.4.02_080     -14.708      32.793      -0.754      -3.163     -11.244       2.924
1.4.02_085      -8.838      19.791      -0.447      -2.040      -8.517      -0.051
1.4.02_090      -5.317      11.818      -0.301      -1.243      -6.461      -1.503
1.4.02_095      -3.207       6.995      -0.216      -0.732      -4.907      -2.066
1.4.02_100      -1.943       4.109      -0.159      -0.421      -3.733      -2.148
1.4.02_105      -1.184       2.395      -0.119      -0.239      -2.846      -1.992
1.4.02_110      -0.727       1.387      -0.089      -0.134      -2.177      -1.740
1.4.02_125      -0.177       0.259      -0.039      -0.023      -1.002      -0.982
1.4.02_150      -0.015       0.014      -0.013      -0.001      -0.315      -0.330
1.4.02_200       0.008       0.000      -0.002       0.000      -0.052      -0.047
1.4.03_080    -112.292     191.838     -26.920     -27.451     -31.342      -6.166
1.4.03_085     -78.430     137.571     -15.059     -28.083     -24.319      -8.320
1.4.03_090     -54.734      97.245      -8.397     -24.145     -19.010      -9.041
1.4.03_095     -38.239      67.932      -4.743     -19.039     -14.975      -9.063
1.4.03_100     -26.790      47.006      -2.766     -14.258     -11.879      -8.687
1.4.03_105     -18.853      32.276      -1.695     -10.325      -9.481      -8.077
1.4.03_110     -13.351      22.025      -1.103      -7.305      -7.605      -7.340
1.4.03_125      -5.023       6.816      -0.416      -2.387      -4.013      -5.023
1.4.03_150      -1.310       0.919      -0.122      -0.331      -1.460      -2.305
1.4.03_200      -0.247       0.016      -0.015      -0.006      -0.256      -0.509
1.4.04_080     -20.524      39.561      -1.264      -4.996     -10.234       2.543
1.4.04_085     -13.155      24.840      -0.640      -3.486      -7.777      -0.218
1.4.04_090      -8.536      15.494      -0.385      -2.285      -5.955      -1.667
1.4.04_095      -5.627       9.614      -0.269      -1.444      -4.586      -2.311
1.4.04_100      -3.781       5.938      -0.205      -0.892      -3.546      -2.487
1.4.04_105      -2.598       3.654      -0.162      -0.543      -2.752      -2.402
1.4.04_110      -1.830       2.242      -0.129      -0.328      -2.144      -2.189
1.4.04_125      -0.751       0.509      -0.064      -0.071      -1.039      -1.416
1.4.04_150      -0.274       0.041      -0.021      -0.006      -0.348      -0.607
1.4.04_200      -0.082       0.000      -0.003      -0.000      -0.062      -0.148
1.4.05_080    -105.346     181.940     -25.419     -27.425     -30.098      -6.348
1.4.05_085     -73.930     131.231     -14.238     -27.037     -23.394      -7.369
1.4.05_090     -51.927      93.462      -7.972     -22.885     -18.363      -7.685
1.4.05_095     -36.568      65.899      -4.535     -17.919     -14.551      -7.674
1.4.05_100     -25.857      46.107      -2.670     -13.391     -11.627      -7.438
1.4.05_105     -18.383      32.066      -1.656      -9.706      -9.355      -7.033
1.4.05_110     -13.158      22.195      -1.091      -6.889      -7.568      -6.511
1.4.05_125      -5.102       7.212      -0.428      -2.290      -4.100      -4.708
1.4.05_150      -1.361       1.062      -0.136      -0.331      -1.555      -2.321
1.4.05_200      -0.254       0.021      -0.019      -0.007      -0.283      -0.542
1.5.01_080      -4.461      12.482      -0.651      -0.967      -4.084       2.319
1.5.01_085      -2.502       6.951      -0.365      -0.509      -2.976       0.600
1.5.01_090      -1.416       3.849      -0.209      -0.264      -2.179      -0.219
1.5.01_095      -0.812       2.122      -0.122      -0.136      -1.606      -0.554
1.5.01_100      -0.475       1.164      -0.073      -0.070      -1.191      -0.645
1.5.01_105      -0.286       0.637      -0.044      -0.036      -0.891      -0.620
1.5.01_110      -0.178       0.347      -0.028      -0.018      -0.673      -0.549
1.5.01_125      -0.057       0.056      -0.008      -0.003      -0.307      -0.318
1.5.01_150      -0.017       0.003      -0.001      -0.000      -0.101      -0.117
1.5.01_200      -0.005       0.000      -0.000      -0.000      -0.019      -0.023
1.6.01_080     -14.221      34.640      -1.852      -5.409      -9.534       3.624
1.6.01_085      -8.329      20.448      -0.987      -3.312      -7.065       0.755
1.6.01_090      -4.889      11.946      -0.560      -1.952      -5.273      -0.728
1.6.01_095      -2.885       6.924      -0.334      -1.123      -3.958      -1.376
1.6.01_100      -1.717       3.988      -0.207      -0.636      -2.985      -1.558
1.6.01_105      -1.036       2.284      -0.132      -0.357      -2.262      -1.502
1.6.01_110      -0.638       1.303      -0.086      -0.199      -1.723      -1.342
1.6.01_125      -0.178       0.236      -0.026      -0.034      -0.792      -0.794
1.6.01_150      -0.047       0.013      -0.005      -0.002      -0.258      -0.299
1.6.01_200      -0.013       0.000      -0.000      -0.000      -0.046      -0.060
1.7.01_080     -19.643      43.151      -2.760      -5.494     -11.599       3.656
1.7.01_085     -11.706      26.140      -1.409      -3.806      -8.635       0.584
1.7.01_090      -6.984      15.659      -0.771      -2.444      -6.482      -1.022
1.7.01_095      -4.184       9.294      -0.451      -1.501      -4.899      -1.741
1.7.01_100      -2.526       5.477      -0.277      -0.898      -3.722      -1.946
1.7.01_105      -1.542       3.209      -0.177      -0.528      -2.842      -1.880
1.7.01_110      -0.957       1.872      -0.116      -0.307      -2.181      -1.690
1.7.01_125      -0.268       0.363      -0.037      -0.058      -1.018      -1.018
1.7.01_150      -0.067       0.022      -0.007      -0.004      -0.332      -0.387
1.7.01_200      -0.018       0.000      -0.001       0.000      -0.059      -0.078
1.8.01_080     -31.698      65.658      -5.833      -7.387     -15.543       5.197
1.8.01_085     -19.396      41.281      -2.784      -6.254     -11.626       1.221
1.8.01_090     -11.849      25.608      -1.403      -4.523      -8.773      -0.942
1.8.01_095      -7.243      15.716      -0.760      -3.026      -6.671      -1.984
1.8.01_100      -4.442       9.563      -0.442      -1.936      -5.105      -2.363
1.8.01_105      -2.742       5.778      -0.273      -1.204      -3.927      -2.369
1.8.01_110      -1.709       3.472      -0.177      -0.736      -3.034      -2.184
1.8.01_125      -0.457       0.737      -0.057      -0.158      -1.439      -1.375
1.8.01_150      -0.092       0.052      -0.012      -0.011      -0.470      -0.533
1.8.01_200      -0.022       0.000      -0.001      -0.000      -0.083      -0.106
2.1.01_080     -28.967      54.005      -4.925      -2.399     -17.241       0.473
2.1.01_085     -18.652      34.805      -2.832      -2.594     -13.378      -2.652
2.1.01_090     -12.058      22.202      -1.706      -2.149     -10.443      -4.154
2.1.01_095      -7.857      14.036      -1.078      -1.592      -8.189      -4.680
2.1.01_100      -5.180       8.809      -0.710      -1.111      -6.445      -4.637
2.1.01_105      -3.471       5.497      -0.484      -0.747      -5.088      -4.294
2.1.01_110      -2.375       3.414      -0.339      -0.492      -4.030      -3.822
2.1.01_125      -0.899       0.798      -0.131      -0.131      -2.046      -2.410
2.1.01_150      -0.319       0.067      -0.035      -0.014      -0.727      -1.029
2.1.01_200      -0.099       0.000      -0.005       0.000      -0.136      -0.239
2.1.02_080     -13.952      28.479      -1.590       0.100     -12.163       0.874
2.1.02_085      -8.617      17.318      -0.935      -0.245      -9.341      -1.820
2.1.02_090      -5.399      10.430      -0.590      -0.269      -7.200      -3.029
2.1.02_095      -3.458       6.235      -0.394      -0.210      -5.566      -3.393
2.1.02_100      -2.283       3.704      -0.274      -0.146      -4.316      -3.315
2.1.02_105      -1.565       2.188      -0.197      -0.096      -3.357      -3.028
2.1.02_110      -1.122       1.285      -0.144      -0.062      -2.623      -2.665
2.1.02_125      -0.536       0.253      -0.063      -0.017      -1.289      -1.652
2.1.02_150      -0.264       0.016      -0.020      -0.002      -0.446      -0.716
2.1.02_200      -0.097       0.000      -0.003      -0.000      -0.083      -0.183
2.1.03_080     -10.341      22.424      -0.865       0.711     -10.647       1.282
2.1.03_085      -5.977      13.367      -0.477       0.258      -8.138      -0.966
2.1.03_090      -3.412       7.900      -0.285       0.100      -6.241      -1.939
2.1.03_095      -1.914       4.636      -0.183       0.045      -4.801      -2.216
2.1.03_100      -1.044       2.704      -0.124       0.025      -3.704      -2.144
2.1.03_105      -0.543       1.569      -0.088       0.016      -2.870      -1.915
2.1.03_110      -0.255       0.905      -0.065       0.011      -2.233      -1.637
2.1.03_125       0.047       0.169      -0.030       0.005      -1.088      -0.897
2.1.03_150       0.089       0.010      -0.011       0.001      -0.374      -0.284
2.1.03_200       0.055       0.000      -0.002       0.000      -0.069      -0.016
2.2.01_080     -88.674     119.170     -20.278       5.189     -22.796      -7.389
2.2.01_085     -61.467      83.128     -12.195      -0.661     -17.856      -9.052
2.2.01_090     -42.794      57.303      -7.482      -2.517     -14.085      -9.575
2.2.01_095     -29.988      39.128      -4.732      -2.692     -11.185      -9.469
2.2.01_100     -21.200      26.517      -3.104      -2.274      -8.937      -8.999
2.2.01_105     -15.154      17.862      -2.114      -1.736      -7.181      -8.322
2.2.01_110     -10.975      11.972      -1.490      -1.253      -5.795      -7.541
2.2.01_125      -4.578       3.534      -0.604      -0.402      -3.109      -5.160
2.2.01_150      -1.494       0.447      -0.172      -0.054      -1.173      -2.446
2.2.01_200      -0.365       0.007      -0.022      -0.002      -0.229      -0.610
2.2.02_080     -23.284      35.458      -2.589       1.695     -10.227       1.052
2.2.02_085     -14.773      22.161      -1.499       0.663      -7.830      -1.278
2.2.02_090      -9.450      13.743      -0.942       0.271      -6.042      -2.420
2.2.02_095      -6.107       8.478      -0.634       0.124      -4.692      -2.832
2.2.02_100      -3.993       5.211      -0.449       0.066      -3.664      -2.828
2.2.02_105      -2.645       3.195      -0.329       0.041      -2.874      -2.613
2.2.02_110      -1.778       1.954      -0.246       0.028      -2.266      -2.308
2.2.02_125      -0.590       0.442      -0.109       0.010      -1.145      -1.393
2.2.02_150      -0.113       0.036      -0.033       0.002      -0.416      -0.524
2.2.02_200       0.016       0.000      -0.005       0.001      -0.087      -0.076
2.2.03_080     -36.213      51.716      -5.278       2.432     -12.628       0.029
2.2.03_085     -23.970      33.342      -3.062       0.670      -9.672      -2.692
2.2.03_090     -16.074      21.295      -1.891       0.060      -7.470      -4.080
2.2.03_095     -10.960      13.499      -1.242      -0.107      -5.810      -4.620
2.2.03_100      -7.623       8.509      -0.859      -0.122      -4.544      -4.640
2.2.03_105      -5.422       5.343      -0.618      -0.097      -3.571      -4.364
2.2.03_110      -3.951       3.346      -0.456      -0.068      -2.818      -3.948
2.2.03_125      -1.775       0.811      -0.201      -0.020      -1.421      -2.606
2.2.03_150      -0.698       0.074      -0.059      -0.004      -0.504      -1.190
2.2.03_200      -0.208       0.001      -0.008      -0.000      -0.098      -0.314
2.2.04_080     -18.974      31.330      -2.024       0.834      -9.875       1.292
2.2.04_085     -11.818      19.241      -1.197       0.229      -7.539      -1.084
2.2.04_090      -7.406      11.719      -0.762       0.044      -5.789      -2.194
2.2.04_095      -4.674       7.098      -0.514      -0.002      -4.466      -2.558
2.2.04_100      -2.974       4.280      -0.361      -0.006      -3.460      -2.522
2.2.04_105      -1.909       2.571      -0.260      -0.003      -2.691      -2.291
2.2.04_110      -1.235       1.539      -0.191       0.001      -2.101      -1.987
2.2.04_125      -0.342       0.325      -0.080       0.003      -1.030      -1.124
2.2.04_150      -0.014       0.023      -0.023       0.001      -0.356      -0.369
2.2.04_200       0.046       0.000      -0.004       0.000      -0.068      -0.026
2.2.05_080    -136.517     174.734     -32.271      12.745     -31.580     -12.890
2.2.05_085     -97.034     125.907     -19.787      -0.268     -25.388     -16.570
2.2.05_090     -69.115      89.694     -12.219      -5.298     -20.499     -17.436
2.2.05_095     -49.405      63.297      -7.682      -6.464     -16.621     -16.875
2.2.05_100     -35.496      44.326      -4.965      -5.966     -13.529     -15.630
2.2.05_105     -25.671      30.852      -3.319      -4.906     -11.051     -14.095
2.2.05_110     -18.717      21.375      -2.301      -3.789      -9.053     -12.485
2.2.05_125      -7.736       6.962      -0.922      -1.452      -5.045      -8.193
2.2.05_150      -2.318       1.037      -0.273      -0.236      -1.991      -3.781
2.2.05_200      -0.493       0.022      -0.035      -0.006      -0.394      -0.907
2.2.06_080     -38.446      55.669      -3.996       3.185     -15.115       1.298
2.2.06_085     -25.034      36.043      -2.180       1.130     -11.809      -1.849
2.2.06_090     -16.372      23.159      -1.283       0.360      -9.274      -3.409
2.2.06_095     -10.773      14.797      -0.823       0.100      -7.314      -4.012
2.2.06_100      -7.143       9.410      -0.569       0.026      -5.788      -4.064
