# This file contains the metadata for categorization of the systems in the data set.
# The second column is the name of the group the complex belongs to
# The third column provides additional tags, including element combinations the system represents, assignment of the systems into the smaller subsets obtained by clustering etc.
system	group	tags
1.2.03_150	Cl	Cl-N,scaling=1.50,cluster100,cluster200
1.2.03_200	Cl	Cl-N,scaling=2.00,cluster100,cluster200
1.2.04_080	Cl	Cl-N,scaling=0.80
1.2.04_085	Cl	Cl-N,scaling=0.85
1.2.04_090	Cl	Cl-N,scaling=0.90
1.2.04_095	Cl	Cl-N,scaling=0.95
1.2.04_100	Cl	Cl-N,scaling=1.00,equilibrium
1.2.04_105	Cl	Cl-N,scaling=1.05
1.2.04_110	Cl	Cl-N,scaling=1.10
1.2.04_125	Cl	Cl-N,scaling=1.25
1.2.04_150	Cl	Cl-N,scaling=1.50
1.2.04_200	Cl	Cl-N,scaling=2.00
1.2.05_080	Cl	Cl-N,scaling=0.80
1.2.05_085	Cl	Cl-N,scaling=0.85
1.2.05_090	Cl	Cl-N,scaling=0.90
1.2.05_095	Cl	Cl-N,scaling=0.95
1.2.05_100	Cl	Cl-N,scaling=1.00,equilibrium
1.2.05_105	Cl	Cl-N,scaling=1.05
1.2.05_110	Cl	Cl-N,scaling=1.10
1.2.05_125	Cl	Cl-N,scaling=1.25
1.2.05_150	Cl	Cl-N,scaling=1.50
1.2.05_200	Cl	Cl-N,scaling=2.00
1.2.06_080	Cl	Cl-N,scaling=0.80,cluster200
1.2.06_085	Cl	Cl-N,scaling=0.85,cluster200
1.2.06_090	Cl	Cl-N,scaling=0.90,cluster200
1.2.06_095	Cl	Cl-N,scaling=0.95,cluster200
1.2.06_100	Cl	Cl-N,scaling=1.00,equilibrium,cluster200
1.2.06_105	Cl	Cl-N,scaling=1.05,cluster200
1.2.06_110	Cl	Cl-N,scaling=1.10,cluster200
1.2.06_125	Cl	Cl-N,scaling=1.25,cluster200
1.2.06_150	Cl	Cl-N,scaling=1.50,cluster200
1.2.06_200	Cl	Cl-N,scaling=2.00,cluster200
1.2.07_080	Cl	Cl-N,scaling=0.80,cluster050
1.2.07_085	Cl	Cl-N,scaling=0.85,cluster050
1.2.07_090	Cl	Cl-N,scaling=0.90,cluster050
1.2.07_095	Cl	Cl-N,scaling=0.95,cluster050
1.2.07_100	Cl	Cl-N,scaling=1.00,equilibrium,cluster050
1.2.07_105	Cl	Cl-N,scaling=1.05,cluster050
1.2.07_110	Cl	Cl-N,scaling=1.10,cluster050
1.2.07_125	Cl	Cl-N,scaling=1.25,cluster050
1.2.07_150	Cl	Cl-N,scaling=1.50,cluster050
1.2.07_200	Cl	Cl-N,scaling=2.00,cluster050
1.2.08_080	Cl	Cl-N,scaling=0.80,cluster020,cluster050,cluster100,cluster200
1.2.08_085	Cl	Cl-N,scaling=0.85,cluster020,cluster050,cluster100,cluster200
1.2.08_090	Cl	Cl-N,scaling=0.90,cluster020,cluster050,cluster100,cluster200
1.2.08_095	Cl	Cl-N,scaling=0.95,cluster020,cluster050,cluster100,cluster200
1.2.08_100	Cl	Cl-N,scaling=1.00,equilibrium,cluster020,cluster050,cluster100,cluster200
1.2.08_105	Cl	Cl-N,scaling=1.05,cluster020,cluster050,cluster100,cluster200
1.2.08_110	Cl	Cl-N,scaling=1.10,cluster020,cluster050,cluster100,cluster200
1.2.08_125	Cl	Cl-N,scaling=1.25,cluster020,cluster050,cluster100,cluster200
1.2.08_150	Cl	Cl-N,scaling=1.50,cluster020,cluster050,cluster100,cluster200
1.2.08_200	Cl	Cl-N,scaling=2.00,cluster020,cluster050,cluster100,cluster200
1.3.01_080	Cl	Cl-O,scaling=0.80,cluster050,cluster100,cluster200
1.3.01_085	Cl	Cl-O,scaling=0.85,cluster050,cluster100,cluster200
1.3.01_090	Cl	Cl-O,scaling=0.90,cluster050,cluster100,cluster200
1.3.01_095	Cl	Cl-O,scaling=0.95,cluster050,cluster100,cluster200
1.3.01_100	Cl	Cl-O,scaling=1.00,equilibrium,cluster050,cluster100,cluster200
1.3.01_105	Cl	Cl-O,scaling=1.05,cluster050,cluster100,cluster200
1.3.01_110	Cl	Cl-O,scaling=1.10,cluster050,cluster100,cluster200
1.3.01_125	Cl	Cl-O,scaling=1.25,cluster050,cluster100,cluster200
1.3.01_150	Cl	Cl-O,scaling=1.50,cluster050,cluster100,cluster200
1.3.01_200	Cl	Cl-O,scaling=2.00,cluster050,cluster100,cluster200
1.3.02_080	Cl	Cl-O,scaling=0.80,cluster050,cluster100,cluster200
1.3.02_085	Cl	Cl-O,scaling=0.85,cluster050,cluster100,cluster200
1.3.02_090	Cl	Cl-O,scaling=0.90,cluster050,cluster100,cluster200
1.3.02_095	Cl	Cl-O,scaling=0.95,cluster050,cluster100,cluster200
1.3.02_100	Cl	Cl-O,scaling=1.00,equilibrium,cluster050,cluster100,cluster200
1.3.02_105	Cl	Cl-O,scaling=1.05,cluster050,cluster100,cluster200
1.3.02_110	Cl	Cl-O,scaling=1.10,cluster050,cluster100,cluster200
1.3.02_125	Cl	Cl-O,scaling=1.25,cluster050,cluster100,cluster200
1.3.02_150	Cl	Cl-O,scaling=1.50,cluster050,cluster100,cluster200
1.3.02_200	Cl	Cl-O,scaling=2.00,cluster050,cluster100,cluster200
1.3.03_080	Cl	Cl-O,scaling=0.80,cluster050,cluster100,cluster200
1.3.03_085	Cl	Cl-O,scaling=0.85,cluster050,cluster100,cluster200
1.3.03_090	Cl	Cl-O,scaling=0.90,cluster050,cluster100,cluster200
1.3.03_095	Cl	Cl-O,scaling=0.95,cluster050,cluster100,cluster200
1.3.03_100	Cl	Cl-O,scaling=1.00,equilibrium,cluster050,cluster100,cluster200
1.3.03_105	Cl	Cl-O,scaling=1.05,cluster050,cluster100,cluster200
1.3.03_110	Cl	Cl-O,scaling=1.10,cluster050,cluster100,cluster200
1.3.03_125	Cl	Cl-O,scaling=1.25,cluster050,cluster100,cluster200
1.3.03_150	Cl	Cl-O,scaling=1.50,cluster050,cluster100,cluster200
1.3.03_200	Cl	Cl-O,scaling=2.00,cluster050,cluster100,cluster200
1.3.04_080	Cl	Cl-O,scaling=0.80,cluster200
1.3.04_085	Cl	Cl-O,scaling=0.85,cluster200
1.3.04_090	Cl	Cl-O,scaling=0.90,cluster200
1.3.04_095	Cl	Cl-O,scaling=0.95,cluster200
1.3.04_100	Cl	Cl-O,scaling=1.00,equilibrium,cluster200
1.3.04_105	Cl	Cl-O,scaling=1.05,cluster200
1.3.04_110	Cl	Cl-O,scaling=1.10,cluster200
1.3.04_125	Cl	Cl-O,scaling=1.25,cluster200
1.3.04_150	Cl	Cl-O,scaling=1.50,cluster200
1.3.04_200	Cl	Cl-O,scaling=2.00,cluster200
1.3.05_080	Cl	Cl-O,scaling=0.80,cluster200
1.3.05_085	Cl	Cl-O,scaling=0.85,cluster200
1.3.05_090	Cl	Cl-O,scaling=0.90,cluster200
1.3.05_095	Cl	Cl-O,scaling=0.95,cluster200
1.3.05_100	Cl	Cl-O,scaling=1.00,equilibrium,cluster200
1.3.05_105	Cl	Cl-O,scaling=1.05,cluster200
1.3.05_110	Cl	Cl-O,scaling=1.10,cluster200
1.3.05_125	Cl	Cl-O,scaling=1.25,cluster200
1.3.05_150	Cl	Cl-O,scaling=1.50,cluster200
1.3.05_200	Cl	Cl-O,scaling=2.00,cluster200
1.3.06_080	Cl	Cl-O,scaling=0.80,cluster200
1.3.06_085	Cl	Cl-O,scaling=0.85,cluster200
1.3.06_090	Cl	Cl-O,scaling=0.90,cluster200
1.3.06_095	Cl	Cl-O,scaling=0.95,cluster200
1.3.06_100	Cl	Cl-O,scaling=1.00,equilibrium,cluster200
1.3.06_105	Cl	Cl-O,scaling=1.05,cluster200
1.3.06_110	Cl	Cl-O,scaling=1.10,cluster200
1.3.06_125	Cl	Cl-O,scaling=1.25,cluster200
1.3.06_150	Cl	Cl-O,scaling=1.50,cluster200
1.3.06_200	Cl	Cl-O,scaling=2.00,cluster200
1.3.07_080	Cl	Cl-O,scaling=0.80,cluster050,cluster100,cluster200
1.3.07_085	Cl	Cl-O,scaling=0.85,cluster050,cluster100,cluster200
1.3.07_090	Cl	Cl-O,scaling=0.90,cluster050,cluster100,cluster200
1.3.07_095	Cl	Cl-O,scaling=0.95,cluster050,cluster100,cluster200
1.3.07_100	Cl	Cl-O,scaling=1.00,equilibrium,cluster050,cluster100,cluster200
1.3.07_105	Cl	Cl-O,scaling=1.05,cluster050,cluster100,cluster200
1.3.07_110	Cl	Cl-O,scaling=1.10,cluster050,cluster100,cluster200
1.3.07_125	Cl	Cl-O,scaling=1.25,cluster050,cluster100,cluster200
1.3.07_150	Cl	Cl-O,scaling=1.50,cluster050,cluster100,cluster200
1.3.07_200	Cl	Cl-O,scaling=2.00,cluster050,cluster100,cluster200
1.3.08_080	Cl	Cl-O,scaling=0.80,cluster200
1.3.08_085	Cl	Cl-O,scaling=0.85,cluster200
1.3.08_090	Cl	Cl-O,scaling=0.90,cluster200
1.3.08_095	Cl	Cl-O,scaling=0.95,cluster200
1.3.08_100	Cl	Cl-O,scaling=1.00,equilibrium,cluster200
1.3.08_105	Cl	Cl-O,scaling=1.05,cluster200
1.3.08_110	Cl	Cl-O,scaling=1.10,cluster200
1.3.08_125	Cl	Cl-O,scaling=1.25,cluster200
1.3.08_150	Cl	Cl-O,scaling=1.50,cluster200
1.3.08_200	Cl	Cl-O,scaling=2.00,cluster200
1.3.09_080	Cl	Cl-O,scaling=0.80,cluster100,cluster200
1.3.09_085	Cl	Cl-O,scaling=0.85,cluster100,cluster200
1.3.09_090	Cl	Cl-O,scaling=0.90,cluster100,cluster200
1.3.09_095	Cl	Cl-O,scaling=0.95,cluster100,cluster200
1.3.09_100	Cl	Cl-O,scaling=1.00,equilibrium,cluster100,cluster200
1.3.09_105	Cl	Cl-O,scaling=1.05,cluster100,cluster200
1.3.09_110	Cl	Cl-O,scaling=1.10,cluster100,cluster200
1.3.09_125	Cl	Cl-O,scaling=1.25,cluster100,cluster200
1.3.09_150	Cl	Cl-O,scaling=1.50,cluster100,cluster200
1.3.09_200	Cl	Cl-O,scaling=2.00,cluster100,cluster200
1.3.10_080	Cl	Cl-O,scaling=0.80
1.3.10_085	Cl	Cl-O,scaling=0.85
1.3.10_090	Cl	Cl-O,scaling=0.90
1.3.10_095	Cl	Cl-O,scaling=0.95
1.3.10_100	Cl	Cl-O,scaling=1.00,equilibrium
1.3.10_105	Cl	Cl-O,scaling=1.05
1.3.10_110	Cl	Cl-O,scaling=1.10
1.3.10_125	Cl	Cl-O,scaling=1.25
1.3.10_150	Cl	Cl-O,scaling=1.50
1.3.10_200	Cl	Cl-O,scaling=2.00
1.4.01_080	Cl	Cl-S,scaling=0.80,cluster100,cluster200
1.4.01_085	Cl	Cl-S,scaling=0.85,cluster100,cluster200
1.4.01_090	Cl	Cl-S,scaling=0.90,cluster100,cluster200
1.4.01_095	Cl	Cl-S,scaling=0.95,cluster100,cluster200
1.4.01_100	Cl	Cl-S,scaling=1.00,equilibrium,cluster100,cluster200
1.4.01_105	Cl	Cl-S,scaling=1.05,cluster100,cluster200
1.4.01_110	Cl	Cl-S,scaling=1.10,cluster100,cluster200
1.4.01_125	Cl	Cl-S,scaling=1.25,cluster100,cluster200
1.4.01_150	Cl	Cl-S,scaling=1.50,cluster100,cluster200
1.4.01_200	Cl	Cl-S,scaling=2.00,cluster100,cluster200
1.4.02_080	Cl	Cl-S,scaling=0.80,cluster200
1.4.02_085	Cl	Cl-S,scaling=0.85,cluster200
1.4.02_090	Cl	Cl-S,scaling=0.90,cluster200
1.4.02_095	Cl	Cl-S,scaling=0.95,cluster200
1.4.02_100	Cl	Cl-S,scaling=1.00,equilibrium,cluster200
1.4.02_105	Cl	Cl-S,scaling=1.05,cluster200
1.4.02_110	Cl	Cl-S,scaling=1.10,cluster200
1.4.02_125	Cl	Cl-S,scaling=1.25,cluster200
1.4.02_150	Cl	Cl-S,scaling=1.50,cluster200
1.4.02_200	Cl	Cl-S,scaling=2.00,cluster200
1.4.03_080	Cl	Cl-S,scaling=0.80,cluster050,cluster100,cluster200
1.4.03_085	Cl	Cl-S,scaling=0.85,cluster050,cluster100,cluster200
1.4.03_090	Cl	Cl-S,scaling=0.90,cluster050,cluster100,cluster200
1.4.03_095	Cl	Cl-S,scaling=0.95,cluster050,cluster100,cluster200
1.4.03_100	Cl	Cl-S,scaling=1.00,equilibrium,cluster050,cluster100,cluster200
1.4.03_105	Cl	Cl-S,scaling=1.05,cluster050,cluster100,cluster200
1.4.03_110	Cl	Cl-S,scaling=1.10,cluster050,cluster100,cluster200
1.4.03_125	Cl	Cl-S,scaling=1.25,cluster050,cluster100,cluster200
1.4.03_150	Cl	Cl-S,scaling=1.50,cluster050,cluster100,cluster200
1.4.03_200	Cl	Cl-S,scaling=2.00,cluster050,cluster100,cluster200
1.4.04_080	Cl	Cl-S,scaling=0.80
1.4.04_085	Cl	Cl-S,scaling=0.85
1.4.04_090	Cl	Cl-S,scaling=0.90
1.4.04_095	Cl	Cl-S,scaling=0.95
1.4.04_100	Cl	Cl-S,scaling=1.00,equilibrium
1.4.04_105	Cl	Cl-S,scaling=1.05
1.4.04_110	Cl	Cl-S,scaling=1.10
1.4.04_125	Cl	Cl-S,scaling=1.25
1.4.04_150	Cl	Cl-S,scaling=1.50
1.4.04_200	Cl	Cl-S,scaling=2.00
1.4.05_080	Cl	Cl-S,scaling=0.80
1.4.05_085	Cl	Cl-S,scaling=0.85
1.4.05_090	Cl	Cl-S,scaling=0.90
1.4.05_095	Cl	Cl-S,scaling=0.95
1.4.05_100	Cl	Cl-S,scaling=1.00,equilibrium
1.4.05_105	Cl	Cl-S,scaling=1.05
1.4.05_110	Cl	Cl-S,scaling=1.10
1.4.05_125	Cl	Cl-S,scaling=1.25
1.4.05_150	Cl	Cl-S,scaling=1.50
1.4.05_200	Cl	Cl-S,scaling=2.00
1.5.01_080	Cl	Cl-F,scaling=0.80,cluster050,cluster100,cluster200
1.5.01_085	Cl	Cl-F,scaling=0.85,cluster050,cluster100,cluster200
1.5.01_090	Cl	Cl-F,scaling=0.90,cluster050,cluster100,cluster200
1.5.01_095	Cl	Cl-F,scaling=0.95,cluster050,cluster100,cluster200
1.5.01_100	Cl	Cl-F,scaling=1.00,equilibrium,cluster050,cluster100,cluster200
1.5.01_105	Cl	Cl-F,scaling=1.05,cluster050,cluster100,cluster200
1.5.01_110	Cl	Cl-F,scaling=1.10,cluster050,cluster100,cluster200
1.5.01_125	Cl	Cl-F,scaling=1.25,cluster050,cluster100,cluster200
1.5.01_150	Cl	Cl-F,scaling=1.50,cluster050,cluster100,cluster200
1.5.01_200	Cl	Cl-F,scaling=2.00,cluster050,cluster100,cluster200
1.6.01_080	Cl	Cl-Cl,scaling=0.80,cluster100,cluster200
1.6.01_085	Cl	Cl-Cl,scaling=0.85,cluster100,cluster200
1.6.01_090	Cl	Cl-Cl,scaling=0.90,cluster100,cluster200
1.6.01_095	Cl	Cl-Cl,scaling=0.95,cluster100,cluster200
1.6.01_100	Cl	Cl-Cl,scaling=1.00,equilibrium,cluster100,cluster200
1.6.01_105	Cl	Cl-Cl,scaling=1.05,cluster100,cluster200
1.6.01_110	Cl	Cl-Cl,scaling=1.10,cluster100,cluster200
1.6.01_125	Cl	Cl-Cl,scaling=1.25,cluster100,cluster200
1.6.01_150	Cl	Cl-Cl,scaling=1.50,cluster100,cluster200
1.6.01_200	Cl	Cl-Cl,scaling=2.00,cluster100,cluster200
1.7.01_080	Cl	Cl-Br,scaling=0.80,cluster050,cluster200
1.7.01_085	Cl	Cl-Br,scaling=0.85,cluster050,cluster200
1.7.01_090	Cl	Cl-Br,scaling=0.90,cluster050,cluster200
1.7.01_095	Cl	Cl-Br,scaling=0.95,cluster050,cluster200
1.7.01_100	Cl	Cl-Br,scaling=1.00,equilibrium,cluster050,cluster200
1.7.01_105	Cl	Cl-Br,scaling=1.05,cluster050,cluster200
1.7.01_110	Cl	Cl-Br,scaling=1.10,cluster050,cluster200
1.7.01_125	Cl	Cl-Br,scaling=1.25,cluster050,cluster200
1.7.01_150	Cl	Cl-Br,scaling=1.50,cluster050,cluster200
1.7.01_200	Cl	Cl-Br,scaling=2.00,cluster050,cluster200
1.8.01_080	Cl	Cl-I,scaling=0.80,cluster100,cluster200
1.8.01_085	Cl	Cl-I,scaling=0.85,cluster100,cluster200
1.8.01_090	Cl	Cl-I,scaling=0.90,cluster100,cluster200
1.8.01_095	Cl	Cl-I,scaling=0.95,cluster100,cluster200
1.8.01_100	Cl	Cl-I,scaling=1.00,equilibrium,cluster100,cluster200
1.8.01_105	Cl	Cl-I,scaling=1.05,cluster100,cluster200
1.8.01_110	Cl	Cl-I,scaling=1.10,cluster100,cluster200
1.8.01_125	Cl	Cl-I,scaling=1.25,cluster100,cluster200
1.8.01_150	Cl	Cl-I,scaling=1.50,cluster100,cluster200
1.8.01_200	Cl	Cl-I,scaling=2.00,cluster100,cluster200
2.1.01_080	Br	Br-C,scaling=0.80,cluster050,cluster100,cluster200
2.1.01_085	Br	Br-C,scaling=0.85,cluster050,cluster100,cluster200
2.1.01_090	Br	Br-C,scaling=0.90,cluster050,cluster100,cluster200
2.1.01_095	Br	Br-C,scaling=0.95,cluster050,cluster100,cluster200
2.1.01_100	Br	Br-C,scaling=1.00,equilibrium,cluster050,cluster100,cluster200
2.1.01_105	Br	Br-C,scaling=1.05,cluster050,cluster100,cluster200
2.1.01_110	Br	Br-C,scaling=1.10,cluster050,cluster100,cluster200
2.1.01_125	Br	Br-C,scaling=1.25,cluster050,cluster100,cluster200
2.1.01_150	Br	Br-C,scaling=1.50,cluster050,cluster100,cluster200
2.1.01_200	Br	Br-C,scaling=2.00,cluster050,cluster100,cluster200
2.1.02_080	Br	Br-C,scaling=0.80,cluster200
2.1.02_085	Br	Br-C,scaling=0.85,cluster200
2.1.02_090	Br	Br-C,scaling=0.90,cluster200
2.1.02_095	Br	Br-C,scaling=0.95,cluster200
2.1.02_100	Br	Br-C,scaling=1.00,equilibrium,cluster200
2.1.02_105	Br	Br-C,scaling=1.05,cluster200
2.1.02_110	Br	Br-C,scaling=1.10,cluster200
2.1.02_125	Br	Br-C,scaling=1.25,cluster200
2.1.02_150	Br	Br-C,scaling=1.50,cluster200
2.1.02_200	Br	Br-C,scaling=2.00,cluster200
2.1.03_080	Br	Br-C,scaling=0.80,cluster200
2.1.03_085	Br	Br-C,scaling=0.85,cluster200
2.1.03_090	Br	Br-C,scaling=0.90,cluster200
2.1.03_095	Br	Br-C,scaling=0.95,cluster200
2.1.03_100	Br	Br-C,scaling=1.00,equilibrium,cluster200
2.1.03_105	Br	Br-C,scaling=1.05,cluster200
2.1.03_110	Br	Br-C,scaling=1.10,cluster200
2.1.03_125	Br	Br-C,scaling=1.25,cluster200
2.1.03_150	Br	Br-C,scaling=1.50,cluster200
2.1.03_200	Br	Br-C,scaling=2.00,cluster200
2.2.01_080	Br	Br-N,scaling=0.80,cluster050,cluster100,cluster200
2.2.01_085	Br	Br-N,scaling=0.85,cluster050,cluster100,cluster200
2.2.01_090	Br	Br-N,scaling=0.90,cluster050,cluster100,cluster200
2.2.01_095	Br	Br-N,scaling=0.95,cluster050,cluster100,cluster200
2.2.01_100	Br	Br-N,scaling=1.00,equilibrium,cluster050,cluster100,cluster200
2.2.01_105	Br	Br-N,scaling=1.05,cluster050,cluster100,cluster200
2.2.01_110	Br	Br-N,scaling=1.10,cluster050,cluster100,cluster200
2.2.01_125	Br	Br-N,scaling=1.25,cluster050,cluster100,cluster200
2.2.01_150	Br	Br-N,scaling=1.50,cluster050,cluster100,cluster200
2.2.01_200	Br	Br-N,scaling=2.00,cluster050,cluster100,cluster200
2.2.02_080	Br	Br-N,scaling=0.80,cluster020,cluster200
2.2.02_085	Br	Br-N,scaling=0.85,cluster020,cluster200
2.2.02_090	Br	Br-N,scaling=0.90,cluster020,cluster200
2.2.02_095	Br	Br-N,scaling=0.95,cluster020,cluster200
2.2.02_100	Br	Br-N,scaling=1.00,equilibrium,cluster020,cluster200
2.2.02_105	Br	Br-N,scaling=1.05,cluster020,cluster200
2.2.02_110	Br	Br-N,scaling=1.10,cluster020,cluster200
2.2.02_125	Br	Br-N,scaling=1.25,cluster020,cluster200
2.2.02_150	Br	Br-N,scaling=1.50,cluster020,cluster200
2.2.02_200	Br	Br-N,scaling=2.00,cluster020,cluster200
2.2.03_080	Br	Br-N,scaling=0.80,cluster100,cluster200
2.2.03_085	Br	Br-N,scaling=0.85,cluster100,cluster200
2.2.03_090	Br	Br-N,scaling=0.90,cluster100,cluster200
2.2.03_095	Br	Br-N,scaling=0.95,cluster100,cluster200
2.2.03_100	Br	Br-N,scaling=1.00,equilibrium,cluster100,cluster200
2.2.03_105	Br	Br-N,scaling=1.05,cluster100,cluster200
2.2.03_110	Br	Br-N,scaling=1.10,cluster100,cluster200
2.2.03_125	Br	Br-N,scaling=1.25,cluster100,cluster200
2.2.03_150	Br	Br-N,scaling=1.50,cluster100,cluster200
2.2.03_200	Br	Br-N,scaling=2.00,cluster100,cluster200
2.2.04_080	Br	Br-N,scaling=0.80
2.2.04_085	Br	Br-N,scaling=0.85
2.2.04_090	Br	Br-N,scaling=0.90
2.2.04_095	Br	Br-N,scaling=0.95
2.2.04_100	Br	Br-N,scaling=1.00,equilibrium
2.2.04_105	Br	Br-N,scaling=1.05
2.2.04_110	Br	Br-N,scaling=1.10
2.2.04_125	Br	Br-N,scaling=1.25
2.2.04_150	Br	Br-N,scaling=1.50
2.2.04_200	Br	Br-N,scaling=2.00
2.2.05_080	Br	Br-N,scaling=0.80,cluster200
2.2.05_085	Br	Br-N,scaling=0.85,cluster200
2.2.05_090	Br	Br-N,scaling=0.90,cluster200
2.2.05_095	Br	Br-N,scaling=0.95,cluster200
2.2.05_100	Br	Br-N,scaling=1.00,equilibrium,cluster200
2.2.05_105	Br	Br-N,scaling=1.05,cluster200
2.2.05_110	Br	Br-N,scaling=1.10,cluster200
2.2.05_125	Br	Br-N,scaling=1.25,cluster200
2.2.05_150	Br	Br-N,scaling=1.50,cluster200
2.2.05_200	Br	Br-N,scaling=2.00,cluster200
2.2.06_080	Br	Br-N,scaling=0.80,cluster050,cluster100,cluster200
2.2.06_085	Br	Br-N,scaling=0.85,cluster050,cluster100,cluster200
2.2.06_090	Br	Br-N,scaling=0.90,cluster050,cluster100,cluster200
2.2.06_095	Br	Br-N,scaling=0.95,cluster050,cluster100,cluster200
2.2.06_100	Br	Br-N,scaling=1.00,equilibrium,cluster050,cluster100,cluster200
2.2.06_105	Br	Br-N,scaling=1.05,cluster050,cluster100,cluster200
2.2.06_110	Br	Br-N,scaling=1.10,cluster050,cluster100,cluster200
2.2.06_125	Br	Br-N,scaling=1.25,cluster050,cluster100,cluster200
2.2.06_150	Br	Br-N,scaling=1.50,cluster050,cluster100,cluster200
2.2.06_200	Br	Br-N,scaling=2.00,cluster050,cluster100,cluster200
2.2.07_080	Br	Br-N,scaling=0.80
2.2.07_085	Br	Br-N,scaling=0.85
2.2.07_090	Br	Br-N,scaling=0.90
2.2.07_095	Br	Br-N,scaling=0.95
2.2.07_100	Br	Br-N,scaling=1.00,equilibrium
2.2.07_105	Br	Br-N,scaling=1.05
2.2.07_110	Br	Br-N,scaling=1.10
2.2.07_125	Br	Br-N,scaling=1.25
2.2.07_150	Br	Br-N,scaling=1.50
2.2.07_200	Br	Br-N,scaling=2.00
2.3.01_080	Br	Br-O,scaling=0.80,cluster020,cluster100,cluster200
2.3.01_085	Br	Br-O,scaling=0.85,cluster020,cluster100,cluster200
2.3.01_090	Br	Br-O,scaling=0.90,cluster020,cluster100,cluster200
2.3.01_095	Br	Br-O,scaling=0.95,cluster020,cluster100,cluster200
2.3.01_100	Br	Br-O,scaling=1.00,equilibrium,cluster020,cluster100,cluster200
2.3.01_105	Br	Br-O,scaling=1.05,cluster020,cluster100,cluster200
2.3.01_110	Br	Br-O,scaling=1.10,cluster020,cluster100,cluster200
2.3.01_125	Br	Br-O,scaling=1.25,cluster020,cluster100,cluster200
