# SAPT(DFT) benchmark energies with the asymptotically corrected PBE0 potential for IHB100x10
# All energy units have been converted to kcal/mol
# The DFT-SAPT calculations have been performed by E. Masumian and A. D. Boese (https://doi.org/10.1021/acs.jctc.3c00801)

System             Elst         Exch          Ind         deltaHF         Disp           Total     
03.003_105       -20.056        14.595        -5.116        -2.827        -3.464       -16.869
03.003_110       -17.999        11.000        -4.388        -2.183        -2.940       -16.509
03.003_125       -13.582         4.686        -2.937        -1.015        -1.822       -14.670
03.003_150        -9.448         1.112        -1.676        -0.316        -0.851       -11.179
03.003_200        -5.620         0.060        -0.662        -0.051        -0.215        -6.488
03.004_080       -32.178        53.747       -14.042        -6.927       -10.030        -9.430
03.004_085       -27.257        40.854       -11.231        -5.585        -8.519       -11.737
03.004_090       -23.290        31.108        -9.266        -4.432        -7.285       -13.164
03.004_095       -20.086        23.733        -7.847        -3.489        -6.259       -13.947
03.004_100       -17.485        18.143        -6.789        -2.739        -5.401       -14.271
03.004_105       -15.359        13.898        -5.973        -2.154        -4.674       -14.261
03.004_110       -13.605        10.668        -5.323        -1.700        -4.055       -14.015
03.004_125        -9.870         4.875        -3.962        -0.872        -2.675       -12.504
03.004_150        -6.395         1.354        -2.616        -0.341        -1.381        -9.379
03.004_200        -3.257         0.106        -1.246        -0.079        -0.411        -4.887
03.005_080       -38.210        59.318       -17.713       -10.226        -8.397       -15.229
03.005_085       -33.769        44.606       -13.807        -8.211        -6.892       -18.072
03.005_090       -30.024        33.455       -11.044        -6.463        -5.712       -19.789
03.005_095       -26.890        25.031        -9.035        -5.024        -4.769       -20.687
03.005_100       -24.273        18.692        -7.533        -3.876        -3.993       -20.983
03.005_105       -22.082        13.930        -6.380        -2.979        -3.364       -20.876
03.005_110       -20.238        10.359        -5.474        -2.288        -2.844       -20.485
03.005_125       -16.188         4.223        -3.657        -1.053        -1.755       -18.429
03.005_150       -12.194         0.921        -2.098        -0.326        -0.830       -14.527
03.005_200        -8.117         0.041        -0.880        -0.053        -0.224        -9.234
03.006_080       -39.984        74.349       -21.367       -13.423       -14.460       -14.885
03.006_085       -34.218        56.515       -16.906       -11.078       -12.272       -17.959
03.006_090       -29.457        42.870       -13.738        -8.964       -10.444       -19.733
03.006_095       -25.552        32.469       -11.427        -7.161        -8.946       -20.616
03.006_100       -22.353        24.552        -9.692        -5.675        -7.693       -20.861
03.006_105       -19.728        18.535        -8.355        -4.477        -6.645       -20.670
03.006_110       -17.567        13.976        -7.297        -3.525        -5.748       -20.161
03.006_125       -13.031         5.953        -5.135        -1.734        -3.766       -17.713
03.006_150        -8.988         1.410        -3.170        -0.581        -1.936       -13.264
03.006_200        -5.428         0.075        -1.447        -0.101        -0.594        -7.495
03.007_080       -40.237        59.121       -17.049        -9.285        -9.371       -16.821
03.007_085       -35.236        44.320       -13.335        -7.514        -7.776       -19.540
03.007_090       -31.118        33.139       -10.730        -5.942        -6.475       -21.126
03.007_095       -27.739        24.722        -8.845        -4.635        -5.430       -21.926
03.007_100       -24.965        18.404        -7.437        -3.586        -4.572       -22.156
03.007_105       -22.677        13.677        -6.355        -2.766        -3.868       -21.988
03.007_110       -20.777        10.145        -5.500        -2.132        -3.290       -21.553
03.007_125       -16.683         4.102        -3.764        -0.998        -2.049       -19.392
03.007_150       -12.726         0.882        -2.234        -0.323        -0.981       -15.381
03.007_200        -8.643         0.038        -0.982        -0.057        -0.271        -9.915
03.008_080       -46.510        72.269       -19.561       -11.723       -10.293       -15.819
03.008_085       -40.075        55.475       -15.061        -9.862        -8.604       -18.127
03.008_090       -34.709        42.510       -11.907        -8.083        -7.247       -19.435
03.008_095       -30.258        32.526        -9.641        -6.513        -6.112       -19.998
03.008_100       -26.573        24.854        -7.970        -5.191        -5.197       -20.077
03.008_105       -23.520        18.972        -6.704        -4.110        -4.425       -19.787
03.008_110       -20.980        14.465        -5.719        -3.241        -3.786       -19.261
03.008_125       -15.557         6.371        -3.772        -1.587        -2.402       -16.946
03.008_150       -10.602         1.593        -2.113        -0.516        -1.157       -12.794
03.008_200        -6.229         0.094        -0.822        -0.081        -0.305        -7.343
03.009_080       -55.933        97.894       -30.306       -16.739       -15.325       -20.410
03.009_085       -48.233        76.843       -23.492       -14.782       -13.012       -22.676
03.009_090       -41.661        60.217       -18.642       -12.644       -11.118       -23.848
03.009_095       -36.112        47.127       -15.127       -10.592        -9.535       -24.239
03.009_100       -31.456        36.846       -12.525        -8.751        -8.214       -24.099
03.009_105       -27.560        28.786       -10.557        -7.163        -7.113       -23.605
03.009_110       -24.300        22.477        -9.034        -5.828        -6.168       -22.853
03.009_125       -17.330        10.670        -6.064        -3.096        -4.101       -19.921
03.009_150       -11.111         3.064        -3.573        -1.110        -2.137       -14.867
03.009_200        -6.052         0.250        -1.548        -0.191        -0.652        -8.192
03.010_080       -39.616        72.699       -20.441       -11.399       -12.971       -11.728
03.010_085       -33.321        55.732       -16.047        -9.527       -10.979       -14.143
03.010_090       -28.156        42.691       -12.956        -7.776        -9.343       -15.540
03.010_095       -23.939        32.688       -10.725        -6.253        -7.998       -16.227
03.010_100       -20.499        25.024        -9.070        -4.984        -6.879       -16.407
03.010_105       -17.688        19.159        -7.806        -3.954        -5.933       -16.222
03.010_110       -15.383        14.670        -6.816        -3.131        -5.133       -15.793
03.010_125       -10.602         6.601        -4.822        -1.572        -3.371       -13.766
03.010_150        -6.487         1.759        -3.022        -0.553        -1.734       -10.038
03.010_200        -3.249         0.129        -1.404        -0.106        -0.524        -5.154
03.011_080       -52.209        85.821       -24.889       -14.308       -12.772       -18.358
03.011_085       -45.030        66.738       -19.225       -12.365       -10.764       -20.646
03.011_090       -38.967        51.814       -15.223       -10.379        -9.135       -21.890
03.011_095       -33.890        40.176       -12.337        -8.548        -7.790       -22.388
03.011_100       -29.654        31.121       -10.206        -6.953        -6.670       -22.363
03.011_105       -26.124        24.085        -8.594        -5.610        -5.736       -21.980
03.011_110       -23.178        18.626        -7.346        -4.504        -4.949       -21.352
03.011_125       -16.880         8.582        -4.899        -2.313        -3.226       -18.736
03.011_150       -11.191         2.333        -2.829        -0.798        -1.627       -14.111
03.011_200        -6.368         0.168        -1.171        -0.134        -0.467        -7.972
03.012_080       -29.621        58.418       -17.492       -10.327       -10.759        -9.782
03.012_085       -24.844        43.803       -13.704        -8.435        -8.981       -12.162
03.012_090       -20.963        32.761       -11.044        -6.736        -7.531       -13.514
03.012_095       -17.830        24.448        -9.116        -5.304        -6.367       -14.169
03.012_100       -15.306        18.208        -7.672        -4.142        -5.403       -14.316
03.012_105       -13.269        13.536        -6.558        -3.221        -4.598       -14.111
03.012_110       -11.619        10.042        -5.675        -2.502        -3.930       -13.684
03.012_125        -8.256         4.058        -3.874        -1.189        -2.492       -11.753
03.012_150        -5.421         0.870        -2.277        -0.384        -1.219        -8.431
03.012_200        -3.113         0.037        -0.982        -0.064        -0.348        -4.469
03.013_080       -57.945       108.304       -35.616       -18.952       -17.916       -22.125
03.013_085       -49.930        85.597       -27.699       -17.042       -15.245       -24.319
03.013_090       -43.023        67.528       -22.029       -14.803       -13.110       -25.437
03.013_095       -37.151        53.199       -17.900       -12.571       -11.322       -25.745
03.013_100       -32.200        41.865       -14.836       -10.514        -9.797       -25.482
03.013_105       -28.042        32.921       -12.515        -8.703        -8.510       -24.850
03.013_110       -24.557        25.871       -10.721        -7.155        -7.427       -23.988
03.013_125       -17.107        12.526        -7.228        -3.901        -5.010       -20.720
03.013_150       -10.542         3.725        -4.316        -1.438        -2.670       -15.241
03.013_200        -5.422         0.331        -1.934        -0.249        -0.850        -8.124
03.014_080       -38.736        49.376       -12.818        -4.888        -9.567       -16.634
03.014_085       -34.336        37.243       -10.646        -4.112        -7.967       -19.817
03.014_090       -30.724        27.923        -8.998        -3.365        -6.647       -21.811
03.014_095       -27.741        20.818        -7.716        -2.704        -5.553       -22.897
03.014_100       -25.259        15.441        -6.693        -2.150        -4.643       -23.304
03.014_105       -23.176        11.397        -5.858        -1.700        -3.889       -23.226
03.014_110       -21.410         8.373        -5.163        -1.341        -3.266       -22.807
03.014_125       -17.439         3.240        -3.636        -0.669        -1.947       -20.451
03.014_150       -13.290         0.622        -2.152        -0.236        -0.852       -15.908
03.014_200        -8.735         0.019        -0.885        -0.043        -0.203        -9.846
03.015_080       -48.912        71.760       -19.552        -7.187       -13.829       -17.720
03.015_085       -42.688        55.899       -16.084        -6.504       -11.775       -21.152
03.015_090       -37.464        43.372       -13.474        -5.663       -10.039       -23.268
03.015_095       -33.073        33.539       -11.476        -4.806        -8.566       -24.382
03.015_100       -29.373        25.858        -9.915        -4.010        -7.335       -24.775
03.015_105       -26.243        19.884        -8.671        -3.308        -6.291       -24.629
03.015_110       -23.583        15.252        -7.658        -2.710        -5.408       -24.107
03.015_125       -17.673         6.800        -5.501        -1.472        -3.454       -21.300
03.015_150       -11.909         1.717        -3.417        -0.561        -1.679       -15.849
03.015_200        -6.612         0.102        -1.500        -0.110        -0.455        -8.574
04.001_080       -46.589        72.767       -26.729       -13.105        -9.741       -23.397
04.001_085       -42.057        56.276       -21.214       -11.320        -7.949       -26.264
04.001_090       -38.017        43.387       -17.209        -9.503        -6.518       -27.862
04.001_095       -34.477        33.355       -14.238        -7.831        -5.384       -28.574
04.001_100       -31.401        25.578       -11.984        -6.374        -4.480       -28.660
04.001_105       -28.738        19.571       -10.234        -5.147        -3.745       -28.293
04.001_110       -26.432        14.944        -8.847        -4.138        -3.137       -27.610
04.001_125       -21.156         6.582        -6.024        -2.138        -1.876       -24.612
04.001_150       -15.719         1.631        -3.517        -0.752        -0.827       -19.185
04.001_200       -10.129         0.093        -1.450        -0.129        -0.189       -11.804
04.002_080       -38.088        58.898       -17.565       -10.031        -8.559       -15.344
04.002_085       -33.749        44.690       -13.676        -8.324        -7.007       -18.066
04.002_090       -30.041        33.814       -10.929        -6.731        -5.778       -19.665
04.002_095       -26.901        25.526        -8.937        -5.353        -4.805       -20.471
04.002_100       -24.251        19.223        -7.453        -4.211        -4.020       -20.712
04.002_105       -22.011        14.445        -6.317        -3.292        -3.379       -20.554
04.002_110       -20.112        10.836        -5.425        -2.564        -2.846       -20.111
04.002_125       -15.904         4.525        -3.636        -1.217        -1.741       -17.974
04.002_150       -11.749         1.026        -2.082        -0.385        -0.803       -13.993
04.002_200        -7.611         0.049        -0.849        -0.062        -0.207        -8.679
04.003_080       -40.613        59.465       -17.550        -8.646        -9.915       -17.259
04.003_085       -35.638        45.045       -13.686        -7.327        -8.186       -19.792
04.003_090       -31.486        34.028       -10.976        -6.009        -6.807       -21.250
04.003_095       -28.040        25.643        -9.021        -4.828        -5.685       -21.932
04.003_100       -25.182        19.286        -7.569        -3.830        -4.789       -22.084
04.003_105       -22.804        14.471        -6.458        -3.016        -4.035       -21.841
04.003_110       -20.815        10.839        -5.584        -2.367        -3.412       -21.339
04.003_125       -16.499         4.508        -3.818        -1.152        -2.112       -19.073
04.003_150       -12.335         1.015        -2.253        -0.385        -0.986       -14.945
04.003_200        -8.163         0.048        -0.962        -0.069        -0.259        -9.406
04.004_080       -33.117        43.146       -11.148        -3.570        -8.665       -13.355
04.004_085       -29.365        32.365        -9.092        -3.108        -7.130       -16.330
04.004_090       -26.263        24.138        -7.592        -2.596        -5.866       -18.178
04.004_095       -23.683        17.904        -6.462        -2.113        -4.856       -19.210
04.004_100       -21.524        13.208        -5.583        -1.693        -4.021       -19.613
04.004_105       -19.700         9.697        -4.877        -1.346        -3.339       -19.566
04.004_110       -18.146         7.087        -4.295        -1.066        -2.781       -19.202
04.004_125       -14.627         2.698        -3.019        -0.539        -1.613       -17.099
04.004_150       -10.941         0.504        -1.765        -0.195        -0.675       -13.072
04.004_200        -6.982         0.015        -0.697        -0.036        -0.149        -7.849
05.001_080       -72.919        94.338       -18.169       -10.340       -11.794       -18.885
05.001_085       -62.606        72.211       -14.401        -8.349       -10.207       -23.351
05.001_090       -54.183        55.346       -11.784        -6.603        -8.829       -26.053
05.001_095       -47.313        42.512        -9.910        -5.148        -7.644       -27.503
05.001_100       -41.696        32.752        -8.523        -3.975        -6.613       -28.055
05.001_105       -37.084        25.329        -7.460        -3.048        -5.723       -27.985
05.001_110       -33.274        19.676        -6.617        -2.325        -4.962       -27.503
05.001_125       -25.192         9.535        -4.857        -1.017        -3.233       -24.764
05.001_150       -17.775         3.293        -3.119        -0.253        -1.623       -19.477
05.001_200       -11.003         0.842        -1.379        -0.015        -0.524       -12.079
05.002_080       -62.184       116.332       -39.642       -24.993       -12.976       -23.463
05.002_085       -55.733        93.521       -31.056       -21.875       -11.137       -26.281
05.002_090       -49.700        75.070       -24.825       -18.670        -9.634       -27.759
05.002_095       -44.242        60.199       -20.230       -15.664        -8.387       -28.324
05.002_100       -39.404        48.245       -16.784       -12.984        -7.346       -28.272
05.002_105       -35.165        38.655       -14.150       -10.672        -6.466       -27.798
05.002_110       -31.477        30.971       -12.100        -8.719        -5.714       -27.038
05.002_125       -23.117        15.967        -8.089        -4.659        -4.012       -23.909
05.002_150       -15.026         5.372        -4.765        -1.609        -2.299       -18.327
05.002_200        -7.996         0.655        -2.116        -0.203        -0.817       -10.477
05.003_080       -75.664       150.712       -60.103       -34.771       -15.151       -34.977
05.003_085       -69.720       124.584       -47.499       -32.135       -13.083       -37.853
05.003_090       -63.529       102.754       -38.129       -28.766       -11.329       -39.000
05.003_095       -57.512        84.603       -31.087       -25.196        -9.909       -39.102
05.003_100       -51.889        69.568       -25.730       -21.731        -8.711       -38.492
05.003_105       -46.759        57.153       -21.598       -18.532        -7.705       -37.442
05.003_110       -42.151        46.924       -18.366       -15.674        -6.845       -36.112
05.003_125       -31.229        25.934       -12.049        -9.189        -4.887       -31.421
05.003_150       -20.134         9.695        -6.918        -3.598        -2.895       -23.849
05.003_200       -10.400         1.415        -2.973        -0.539        -1.071       -13.567
05.004_080       -49.427        77.052       -18.354       -11.583       -10.899       -13.212
05.004_085       -42.274        59.203       -14.488        -9.405        -9.357       -16.321
05.004_090       -36.348        45.485       -11.769        -7.489        -8.063       -18.184
05.004_095       -31.464        34.957        -9.799        -5.887        -6.968       -19.162
05.004_100       -27.445        26.883        -8.326        -4.589        -6.044       -19.521
05.004_105       -24.134        20.693        -7.191        -3.558        -5.250       -19.439
05.004_110       -21.396        15.947        -6.291        -2.749        -4.573       -19.062
05.004_125       -15.618         7.356        -4.443        -1.260        -3.041       -17.006
05.004_150       -10.473         2.092        -2.738        -0.349        -1.577       -13.046
05.004_200        -6.086         0.194        -1.217        -0.031        -0.466        -7.607
05.005_080       -45.289        71.156       -16.229       -10.490       -10.486       -11.338
