2.019_100	-4.746    4.732    -1.037    -1.935    -2.986    
2.020_100	-3.865    3.850    -0.734    -1.891    -2.641    
2.021_100	-4.311    3.555    -0.749    -1.611    -3.116    
2.022_100	-6.531    6.029    -1.492    -2.037    -4.031    
2.023_100	-5.227    4.747    -1.048    -1.545    -3.074    
2.024_100	-7.872    7.524    -2.075    -2.352    -4.775    
2.025_100	-4.961    4.805    -1.097    -1.903    -3.156    
2.026_100	-7.338    8.187    -1.689    -4.997    -5.837    
2.027_100	-12.692    13.139    -4.213    -5.074    -8.840    
2.028_100	-7.722    8.451    -1.673    -5.435    -6.379    
2.029_100	-8.444    9.690    -2.014    -6.611    -7.378    
2.030_100	-8.941    10.257    -2.090    -7.455    -8.228    
2.031_100	-7.737    8.129    -2.042    -3.879    -5.529    
2.032_100	-6.871    7.120    -1.699    -3.889    -5.339    
2.033_100	-7.411    7.031    -1.824    -3.142    -5.346    
2.034_100	-7.839    9.070    -1.759    -6.172    -6.700    
2.035_100	-10.129    11.125    -2.701    -6.544    -8.248    
2.036_100	-6.091    5.615    -1.395    -2.307    -4.179    
2.037_100	-3.517    4.559    -1.037    -2.621    -2.615    
2.038_100	-5.867    7.652    -2.285    -3.241    -3.741    
2.039_100	-7.284    7.376    -1.740    -2.800    -4.448    
2.040_100	-7.311    7.540    -1.871    -2.866    -4.508    
2.041_100	-7.288    7.803    -1.797    -3.490    -4.771    
2.042_100	-4.447    5.539    -1.170    -2.876    -2.954    
2.043_100	-5.036    5.951    -1.096    -3.227    -3.409    
2.044_100	-4.393    5.021    -1.162    -2.316    -2.849    
2.045_100	-6.465    7.358    -1.619    -3.514    -4.240    
2.046_100	-7.830    8.897    -2.230    -3.952    -5.115    
2.047_100	-5.219    5.828    -1.167    -3.238    -3.797    
2.048_100	-6.519    6.501    -1.525    -2.471    -4.014    
2.049_100	-7.920    7.739    -1.987    -2.818    -4.986    
2.050_100	-6.855    6.792    -1.585    -2.569    -4.218    
2.051_100	-6.853    6.924    -1.687    -2.632    -4.247    
2.052_100	-6.837    7.212    -1.632    -3.297    -4.553    
2.053_100	-4.538    4.933    -1.064    -2.422    -3.091    
2.054_100	-4.764    5.516    -1.005    -2.928    -3.182    
2.055_100	-6.100    6.835    -1.447    -3.320    -4.032    
2.056_100	-7.908    8.228    -2.220    -3.047    -4.947    
2.057_100	-11.661    10.750    -3.375    -3.987    -8.273    
2.058_100	-8.805    8.519    -2.326    -3.522    -6.135    
2.059_100	-9.200    6.940    -2.416    -2.820    -7.497    
2.060_100	-9.285    8.670    -2.631    -3.300    -6.546    
2.061_100	-7.784    7.771    -2.015    -3.637    -5.666    
2.062_100	-8.647    7.429    -2.202    -2.717    -6.137    
2.063_100	-12.137    11.179    -3.611    -4.119    -8.688    
2.064_100	-6.432    7.885    -1.474    -5.653    -5.674    
2.065_100	-7.647    5.691    -1.762    -1.669    -5.387    
3.001_100	-12.571    11.849    -4.802    -3.839    -9.363    
3.002_100	-23.355    24.132    -9.270    -4.149    -12.642    
3.003_100	-20.314    21.817    -7.969    -5.480    -11.945    
3.004_100	-27.863    31.214    -12.723    -5.851    -15.224    
3.005_100	-17.460    19.394    -7.261    -4.651    -9.978    
3.006_100	-25.481    27.630    -11.168    -5.123    -14.141    
3.007_100	-13.356    14.294    -5.459    -4.334    -8.855    
3.008_100	-16.885    16.411    -6.779    -4.685    -11.938    
3.009_100	-14.295    14.894    -5.261    -3.575    -8.237    
3.010_100	-25.932    28.706    -12.593    -6.110    -15.930    
3.011_100	-23.331    25.085    -10.766    -5.566    -14.577    
3.012_100	-27.105    31.722    -13.732    -7.001    -16.116    
3.013_100	-7.440    6.418    -2.196    -1.904    -5.121    
3.014_100	-12.736    12.302    -4.107    -2.292    -6.833    
3.015_100	-9.615    10.401    -2.986    -4.114    -6.313    
3.016_100	-14.875    15.876    -5.356    -3.693    -8.048    
3.017_100	-11.179    12.322    -3.649    -3.318    -5.824    
3.018_100	-14.097    14.477    -4.834    -3.068    -7.522    
3.019_100	-8.321    7.955    -2.482    -2.778    -5.625    
3.020_100	-10.258    8.654    -2.416    -2.773    -6.793    
3.021_100	-16.180    17.116    -5.869    -4.331    -9.263    
3.022_100	-12.913    13.314    -4.571    -3.384    -7.554    
3.023_100	-15.170    16.800    -5.661    -4.292    -8.322    
3.024_100	-9.963    8.804    -3.398    -2.812    -7.368    
3.025_100	-16.516    16.243    -6.007    -3.227    -9.509    
3.026_100	-13.485    14.927    -5.018    -5.914    -9.490    
3.027_100	-19.708    21.580    -8.187    -5.335    -11.650    
3.028_100	-14.450    16.451    -5.394    -5.152    -8.545    
3.029_100	-18.533    19.123    -7.251    -4.058    -10.719    
3.030_100	-10.748    11.107    -3.788    -4.599    -8.028    
3.031_100	-12.691    13.765    -3.909    -6.854    -9.689    
3.032_100	-21.435    23.376    -8.994    -6.605    -13.658    
3.033_100	-17.307    18.372    -6.990    -5.227    -11.151    
3.034_100	-19.807    22.555    -8.573    -6.334    -12.160    
3.035_100	-6.451    4.542    -1.212    -1.668    -4.789    
3.036_100	-12.497    11.540    -3.805    -1.918    -6.679    
3.037_100	-10.015    9.856    -3.174    -2.490    -5.823    
3.038_100	-14.517    14.853    -5.042    -3.029    -7.735    
3.039_100	-10.896    11.515    -3.492    -2.628    -5.501    
3.040_100	-13.897    13.579    -4.571    -2.541    -7.430    
3.041_100	-8.183    7.377    -2.352    -2.283    -5.441    
3.042_100	-9.857    7.927    -2.260    -2.325    -6.515    
3.043_100	-15.630    15.791    -5.467    -3.402    -8.708    
3.044_100	-12.620    12.481    -4.290    -2.738    -7.167    
3.045_100	-14.704    15.605    -5.331    -3.438    -7.868    
4.001_100	-7.525    5.888    -2.160    -2.011    -5.808    
4.002_100	-11.346    10.279    -3.488    -2.227    -6.782    
4.003_100	-8.199    8.810    -2.540    -5.334    -7.263    
4.004_100	-13.105    13.801    -4.619    -4.066    -7.988    
4.005_100	-9.640    10.065    -3.034    -3.322    -5.930    
4.006_100	-12.396    12.223    -4.110    -3.171    -7.455    
4.007_100	-10.365    9.945    -2.551    -5.203    -8.174    
4.008_100	-14.938    15.042    -5.306    -4.474    -9.676    
4.009_100	-12.153    11.795    -4.145    -3.598    -8.100    
4.010_100	-13.540    14.748    -5.031    -4.462    -8.286    
4.011_100	-5.665    5.231    -1.339    -1.193    -2.965    
4.012_100	-6.515    6.904    -1.749    -2.048    -3.408    
4.013_100	-5.680    6.260    -1.404    -2.031    -2.855    
4.014_100	-6.292    6.353    -1.605    -1.836    -3.380    
4.015_100	-8.164    8.704    -2.330    -2.638    -4.427    
4.016_100	-6.556    6.260    -1.581    -2.286    -4.162    
4.017_100	-6.713    7.413    -1.833    -2.654    -3.787    
4.018_100	-8.698    8.537    -2.485    -2.309    -4.954    
4.019_100	-6.637    8.775    -1.949    -6.404    -6.216    
4.020_100	-9.776    10.815    -3.086    -3.969    -6.015    
4.021_100	-7.590    8.893    -2.046    -4.285    -5.028    
4.022_100	-9.748    10.708    -2.935    -3.906    -5.881    
4.023_100	-9.971    10.967    -2.697    -6.609    -8.310    
4.024_100	-12.044    13.223    -3.783    -5.158    -7.763    
4.025_100	-9.531    10.219    -2.793    -4.670    -6.775    
4.026_100	-10.354    12.411    -3.434    -5.050    -6.428    
4.027_100	-3.035    4.367    -0.949    -2.808    -2.426    
4.028_100	-6.008    6.197    -1.712    -1.669    -3.192    
4.029_100	-4.471    6.672    -1.106    -5.338    -4.243    
4.030_100	-6.648    8.369    -2.010    -3.592    -3.881    
4.031_100	-4.252    6.429    -1.199    -3.670    -2.692    
4.032_100	-5.247    5.288    -1.090    -2.957    -4.006    
4.033_100	-9.052    10.384    -2.794    -3.731    -5.194    
4.034_100	-4.660    6.835    -1.264    -4.289    -3.379    
4.035_100	-7.157    9.168    -2.202    -3.973    -4.163    
4.036_100	-2.875    3.816    -0.848    -2.224    -2.130    
4.037_100	-5.621    5.503    -1.447    -1.410    -2.975    
4.038_100	-6.314    7.413    -1.803    -2.946    -3.650    
4.039_100	-4.259    5.386    -0.927    -3.081    -2.881    
4.040_100	-6.210    6.704    -1.638    -2.404    -3.548    
4.041_100	-8.183    9.299    -2.366    -3.458    -4.707    
4.042_100	-6.400    6.495    -1.527    -2.979    -4.412    
4.043_100	-6.700    7.800    -1.843    -3.306    -4.049    
4.044_100	-7.542    5.829    -2.009    -2.300    -6.022    
4.045_100	-10.407    9.443    -2.987    -2.382    -6.333    
4.046_100	-7.498    8.102    -2.181    -5.266    -6.843    
4.047_100	-11.944    12.746    -3.949    -4.228    -7.376    
4.048_100	-8.970    9.997    -2.709    -3.940    -5.622    
4.049_100	-11.517    11.582    -3.581    -3.509    -7.025    
4.050_100	-7.245    7.357    -2.095    -3.715    -5.698    
4.051_100	-14.091    14.540    -4.678    -5.095    -9.324    
4.052_100	-11.522    11.409    -3.693    -4.095    -7.901    
4.053_100	-11.953    13.488    -4.126    -5.098    -7.689    
5.001_100	-5.321    4.651    -1.263    -1.710    -3.644    
5.002_100	-7.138    6.274    -1.937    -2.088    -4.888    
5.003_100	-5.603    5.025    -1.335    -1.865    -3.777    
5.004_100	-5.923    5.215    -1.503    -1.871    -4.083    
5.005_100	-5.812    4.876    -1.361    -2.043    -4.339    
5.006_100	-5.456    5.163    -1.412    -1.910    -3.614    
5.007_100	-4.168    4.081    -1.060    -1.934    -3.081    
5.008_100	-5.338    4.433    -1.298    -1.484    -3.688    
5.009_100	-5.652    4.837    -1.347    -2.031    -4.193    
5.010_100	-4.561    4.240    -0.979    -1.965    -3.265    
5.011_100	-3.286    3.000    -0.664    -1.346    -2.297    
5.012_100	-7.407    6.521    -2.066    -2.154    -5.107    
5.013_100	-3.934    3.710    -0.919    -1.835    -2.978    
5.014_100	-4.768    3.652    -1.059    -0.937    -3.113    
5.015_100	-6.769    7.561    -1.682    -5.013    -5.902    
5.016_100	-11.363    9.477    -2.724    -4.780    -9.390    
5.017_100	-7.458    7.086    -1.710    -4.141    -6.224    
5.018_100	-10.751    8.381    -2.449    -4.433    -9.252    
5.019_100	-6.713    6.053    -1.459    -3.656    -5.775    
6.001_100	-4.286    3.226    -1.059    -1.233    -3.352    
6.002_100	-6.651    5.837    -1.800    -1.310    -3.923    
6.003_100	-4.556    4.850    -1.419    -2.301    -3.427    
6.004_100	-7.786    8.232    -2.461    -2.656    -4.671    
6.005_100	-5.160    5.169    -1.392    -1.851    -3.234    
6.006_100	-7.367    7.157    -2.171    -1.966    -4.348    
6.007_100	-4.352    4.039    -1.045    -2.052    -3.410    
6.008_100	-8.220    8.137    -2.627    -2.564    -5.274    
6.009_100	-6.646    6.502    -1.968    -2.347    -4.458    
6.010_100	-8.275    8.939    -2.743    -2.783    -4.862    
6.011_100	-4.731    4.775    -1.188    -2.153    -3.297    
6.012_100	-8.831    7.644    -1.888    -2.339    -5.414    
6.013_100	-9.232    9.131    -2.139    -3.624    -5.864    
6.014_100	-8.974    8.452    -2.000    -3.211    -5.732    
6.015_100	-5.666    6.544    -1.525    -3.028    -3.674    
6.016_100	-5.245    5.256    -1.148    -2.429    -3.565    
6.017_100	-8.190    7.140    -1.663    -3.177    -5.890    
6.018_100	-7.735    7.004    -1.918    -2.753    -5.402    
6.019_100	-4.933    5.680    -1.319    -2.630    -3.202    
6.020_100	-5.142    5.227    -1.108    -2.157    -3.180    
7.001_100	-3.534    4.567    -1.178    -3.729    -3.873    
7.002_100	-5.380    6.633    -1.360    -4.735    -4.842    
7.003_100	-5.546    5.774    -1.231    -4.120    -5.122    
7.004_100	-5.679    6.222    -1.321    -4.293    -5.071    
7.005_100	-9.008    10.425    -4.205    -3.504    -6.292    
7.006_100	-5.908    4.487    -1.023    -1.676    -4.120    
7.007_100	-4.881    4.841    -1.069    -1.980    -3.089    
7.008_100	-4.981    4.353    -1.017    -1.603    -3.249    
7.009_100	-7.565    5.195    -1.165    -2.063    -5.598    
7.010_100	-4.855    4.262    -0.853    -1.570    -3.015    
7.011_100	-7.372    8.145    -1.742    -5.767    -6.736    
7.012_100	-4.055    6.163    -0.826    -5.494    -4.212    
7.013_100	-5.360    7.303    -1.211    -6.311    -5.579    
7.014_100	-5.039    5.496    -0.923    -4.164    -4.629    
7.015_100	-7.961    8.098    -1.852    -6.389    -8.103    
7.016_100	-6.405    9.088    -1.887    -5.978    -5.183    
7.017_100	-7.934    10.524    -2.362    -7.510    -7.282    
7.018_100	-3.774    5.408    -0.971    -4.377    -3.714    
7.019_100	-3.872    5.054    -1.236    -4.213    -4.266    
7.020_100	-5.275    6.552    -2.133    -3.517    -4.372    
7.021_100	-3.806    5.912    -0.923    -5.237    -4.054    
7.022_100	-4.082    5.356    -1.009    -4.340    -4.075    
7.023_100	-2.490    2.681    -0.778    -1.002    -1.589    
7.024_100	-2.762    8.138    -0.991    -8.305    -3.921    
7.025_100	-3.280    4.686    -0.893    -3.107    -2.594    
7.026_100	-3.910    6.398    -0.822    -5.728    -4.062    
7.027_100	-2.140    4.625    -0.530    -4.563    -2.607    
7.028_100	-2.057    4.425    -0.607    -4.009    -2.249    
7.029_100	-2.129    4.343    -0.572    -4.149    -2.507    
7.030_100	-1.412    5.254    -0.604    -5.188    -1.951    
7.031_100	-3.759    5.166    -1.232    -3.703    -3.529    
7.032_100	-3.311    5.742    -0.764    -5.277    -3.609    
7.033_100	-2.795    3.633    -0.785    -2.117    -2.064    
7.034_100	-3.736    5.639    -0.744    -5.018    -3.859    
7.035_100	-5.316    6.706    -1.316    -5.012    -4.939    
7.036_100	-3.528    5.108    -0.833    -4.194    -3.447    
7.037_100	-5.121    5.998    -1.235    -4.882    -5.241    
7.038_100	-3.497    4.928    -0.851    -4.082    -3.501    
7.039_100	-3.524    6.707    -0.878    -6.478    -4.173    
7.040_100	-4.318    6.541    -1.352    -5.696    -4.825    
7.041_100	-5.188    7.326    -2.182    -5.130    -5.174    
7.042_100	-2.854    7.260    -0.805    -7.193    -3.592    
7.043_100	-3.276    4.766    -0.861    -3.359    -2.729    
7.044_100	-3.467    3.645    -0.944    -2.241    -3.006    
7.045_100	-2.623    4.680    -0.725    -4.026    -2.695    
7.046_100	-4.654    5.813    -1.061    -3.869    -3.772    
7.047_100	-4.979    6.174    -1.236    -3.648    -3.688    
7.048_100	-2.244    2.913    -0.585    -1.624    -1.540    
7.049_100	-4.873    5.726    -1.433    -2.471    -3.051    
7.050_100	-2.304    3.163    -0.396    -2.122    -1.658    
7.051_100	-2.777    3.806    -0.505    -2.737    -2.212    
7.052_100	-2.643    3.287    -0.498    -1.991    -1.845    
7.053_100	-2.152    2.458    -0.680    -0.815    -1.188    
7.054_100	-2.481    4.106    -0.594    -3.894    -2.863    
7.055_100	-2.615    3.955    -0.789    -2.345    -1.794    
7.056_100	-2.976    4.256    -0.549    -3.056    -2.324    
7.057_100	-2.524    4.126    -0.509    -3.042    -1.949    
7.058_100	-1.886    2.907    -0.496    -1.951    -1.426    
7.059_100	-2.510    3.442    -0.415    -2.502    -1.985    
7.060_100	-1.650    2.717    -0.326    -2.641    -1.901    
7.061_100	-2.068    2.563    -0.458    -1.549    -1.513    
7.062_100	-2.450    3.574    -0.397    -2.738    -2.012    
7.063_100	-2.398    3.256    -0.718    -1.700    -1.561    
7.064_100	-2.393    3.703    -0.420    -2.534    -1.645    
7.065_100	-3.549    4.592    -0.798    -2.525    -2.280    
7.066_100	-2.248    3.199    -0.442    -1.995    -1.486    
7.067_100	-3.670    4.162    -0.699    -2.523    -2.731    
7.068_100	-2.110    3.008    -0.401    -1.995    -1.498    
7.069_100	-2.511    4.425    -0.783    -3.345    -2.214    
7.070_100	-2.853    4.123    -0.771    -2.847    -2.348    
7.071_100	-5.345    6.863    -1.999    -2.742    -3.223    
7.072_100	-2.099    3.652    -0.488    -3.267    -2.202    
7.073_100	-2.644    4.062    -0.807    -2.500    -1.889    
7.074_100	-4.143    4.893    -1.343    -1.439    -2.032    
7.075_100	-2.016    2.802    -0.708    -2.277    -2.199    
7.076_100	-4.969    4.792    -1.103    -2.086    -3.366    
7.077_100	-2.916    3.226    -0.603    -1.767    -2.060    
7.078_100	-0.720    1.494    -0.212    -1.182    -0.620    
7.079_100	-0.987    1.963    -0.322    -1.490    -0.836    
7.080_100	-0.840    1.664    -0.167    -1.397    -0.740    
7.081_100	-0.763    1.715    -0.237    -1.527    -0.811    
7.082_100	-0.736    1.533    -0.262    -1.134    -0.599    
7.083_100	-1.062    1.588    -0.433    -0.550    -0.457    
7.084_100	-1.126    2.620    -0.303    -2.645    -1.455    
7.085_100	-1.538    2.694    -0.508    -1.583    -0.936    
7.086_100	-0.976    2.186    -0.222    -2.042    -1.054    
7.087_100	-0.715    1.742    -0.126    -1.558    -0.657    
7.088_100	-1.090    2.001    -0.289    -1.357    -0.735    
7.089_100	-0.802    1.853    -0.181    -1.600    -0.730    
7.090_100	-0.835    1.951    -0.198    -1.903    -0.985    
7.091_100	-0.791    1.726    -0.380    -1.127    -0.573    
7.092_100	-1.057    2.074    -0.180    -1.801    -0.965    
7.093_100	-1.262    2.124    -0.446    -1.131    -0.715    
7.094_100	-0.885    1.890    -0.188    -1.620    -0.803    
7.095_100	-0.952    1.964    -0.304    -1.481    -0.773    
7.096_100	-0.630    1.463    -0.209    -1.117    -0.493    
7.097_100	-0.970    1.841    -0.306    -1.521    -0.955    
7.098_100	-0.550    1.305    -0.136    -1.132    -0.513    
7.099_100	-1.000    2.285    -0.264    -2.066    -1.044    
7.100_100	-1.152    2.354    -0.360    -1.887    -1.046    
7.101_100	-0.978    2.481    -0.255    -2.473    -1.226    
7.102_100	-0.883    2.243    -0.210    -2.203    -1.052    
7.103_100	-1.570    2.748    -0.500    -1.714    -1.036    
7.104_100	-0.707    1.406    -0.382    -0.703    -0.386    
7.105_100	-4.449    4.059    -0.829    -2.043    -3.263    
7.106_100	-5.288    5.929    -1.192    -3.175    -3.725    
7.107_100	-2.704    4.488    -0.668    -4.087    -2.971    
7.108_100	-7.782    6.878    -1.701    -4.139    -6.744    
7.109_100	-7.984    7.279    -1.791    -5.125    -7.622    
7.110_100	-9.465    8.399    -1.999    -5.731    -8.796    
7.111_100	-3.927    5.962    -1.143    -4.919    -4.027    
7.112_100	-6.760    8.333    -1.817    -5.224    -5.468    
7.113_100	-4.630    3.619    -0.971    -1.518    -3.500    
