# DFT-SAPT benchmark energies with the asymptotically corrected B3LYP potential for HB375x10
# All energy units have been converted to kcal/mol
# The DFT-SAPT calculations have been performed by E. Masumian and A. D. Boese (https://doi.org/10.1021/acs.jctc.3c00801)

System             Elst         Exch          Ind        deltaHF        Disp           Total     
1.003_200        -1.909         0.074        -0.130        -0.010        -0.424        -2.398
1.004_080       -35.771        65.811       -12.244        -8.344       -15.631        -6.180
1.004_085       -29.792        49.765        -9.100        -6.445       -13.353        -8.924
1.004_090       -24.914        37.604        -6.916        -4.901       -11.438       -10.566
1.004_095       -20.950        28.398        -5.359        -3.689        -9.822       -11.423
1.004_100       -17.731        21.437        -4.223        -2.757        -8.452       -11.726
1.004_105       -15.112        16.180        -3.373        -2.051        -7.288       -11.644
1.004_110       -12.971        12.209        -2.725        -1.522        -6.295       -11.305
1.004_125        -8.576         5.253        -1.512        -0.621        -4.099        -9.555
1.004_150        -4.896         1.288        -0.637        -0.144        -2.071        -6.461
1.004_200        -2.149         0.078        -0.153        -0.010        -0.611        -2.846
1.005_080       -36.619        68.645       -12.951        -9.120       -14.180        -4.224
1.005_085       -30.194        52.209        -9.518        -7.156       -12.089        -6.747
1.005_090       -24.938        39.653        -7.152        -5.510       -10.336        -8.283
1.005_095       -20.666        30.085        -5.481        -4.188        -8.860        -9.110
1.005_100       -17.202        22.807        -4.271        -3.155        -7.612        -9.433
1.005_105       -14.394        17.278        -3.376        -2.362        -6.552        -9.405
1.005_110       -12.115        13.084        -2.698        -1.761        -5.650        -9.141
1.005_125        -7.504         5.671        -1.446        -0.721        -3.657        -7.657
1.005_150        -3.821         1.403        -0.563        -0.163        -1.829        -4.973
1.005_200        -1.393         0.085        -0.111        -0.010        -0.525        -1.953
1.006_080       -29.739        55.884        -9.595        -7.261       -11.588        -2.300
1.006_085       -24.256        41.620        -7.020        -5.493        -9.764        -4.912
1.006_090       -19.876        30.960        -5.256        -4.092        -8.254        -6.518
1.006_095       -16.387        23.011        -4.015        -3.018        -6.998        -7.407
1.006_100       -13.607        17.093        -3.118        -2.210        -5.950        -7.792
1.006_105       -11.386        12.694        -2.454        -1.612        -5.071        -7.828
1.006_110        -9.603         9.425        -1.952        -1.172        -4.331        -7.634
1.006_125        -6.043         3.857        -1.030        -0.449        -2.735        -6.400
1.006_150        -3.209         0.874        -0.395        -0.093        -1.329        -4.152
1.006_200        -1.247         0.046        -0.079        -0.005        -0.377        -1.662
1.007_080       -24.047        45.998        -7.397        -5.736       -10.533        -1.715
1.007_085       -19.248        33.315        -5.395        -4.180        -8.779        -4.287
1.007_090       -15.499        24.073        -4.017        -3.009        -7.343        -5.796
1.007_095       -12.574        17.364        -3.040        -2.149        -6.161        -6.560
1.007_100       -10.292        12.510        -2.330        -1.527        -5.184        -6.823
1.007_105        -8.499         8.998        -1.804        -1.082        -4.372        -6.759
1.007_110        -7.083         6.465        -1.407        -0.765        -3.697        -6.487
1.007_125        -4.323         2.389        -0.695        -0.271        -2.271        -5.171
1.007_150        -2.202         0.453        -0.243        -0.050        -1.066        -3.108
1.007_200        -0.784         0.017        -0.044        -0.002        -0.294        -1.108
1.008_080       -46.427        81.509       -15.132       -10.259       -14.160        -4.468
1.008_085       -39.228        63.645       -11.351        -8.113       -12.170        -7.217
1.008_090       -33.171        49.678        -8.665        -6.309       -10.483        -8.950
1.008_095       -28.098        38.759        -6.714        -4.846        -9.046        -9.946
1.008_100       -23.859        30.226        -5.267        -3.690        -7.818       -10.408
1.008_105       -20.320        23.559        -4.173        -2.791        -6.764       -10.489
1.008_110       -17.363        18.353        -3.333        -2.101        -5.860       -10.304
1.008_125       -11.071         8.643        -1.756        -0.878        -3.829        -8.891
1.008_150        -5.660         2.431        -0.653        -0.199        -1.916        -5.997
1.008_200        -1.938         0.184        -0.118        -0.011        -0.527        -2.410
1.009_080       -35.278        65.421       -12.125        -9.296       -13.031        -4.309
1.009_085       -29.371        49.451        -9.028        -7.134       -11.042        -7.124
1.009_090       -24.537        37.335        -6.873        -5.396        -9.387        -8.858
1.009_095       -20.601        28.162        -5.333        -4.042        -8.002        -9.816
1.009_100       -17.399        21.230        -4.203        -3.008        -6.840       -10.219
1.009_105       -14.791        15.999        -3.356        -2.228        -5.859       -10.236
1.009_110       -12.661        12.054        -2.708        -1.647        -5.030        -9.992
1.009_125        -8.275         5.152        -1.487        -0.662        -3.220        -8.491
1.009_150        -4.597         1.252        -0.603        -0.149        -1.593        -5.689
1.009_200        -1.888         0.075        -0.128        -0.010        -0.457        -2.408
1.010_080       -21.463        41.833        -5.910        -4.851       -10.065        -0.457
1.010_085       -16.893        29.879        -4.291        -3.419        -8.310        -3.035
1.010_090       -13.424        21.311        -3.184        -2.387        -6.885        -4.569
1.010_095       -10.786        15.181        -2.403        -1.657        -5.721        -5.386
1.010_100        -8.771        10.806        -1.839        -1.146        -4.767        -5.718
1.010_105        -7.222         7.686        -1.424        -0.791        -3.983        -5.734
1.010_110        -6.023         5.465        -1.113        -0.546        -3.337        -5.554
1.010_125        -3.756         1.963        -0.558        -0.181        -1.995        -4.527
1.010_150        -2.069         0.357        -0.202        -0.031        -0.900        -2.845
1.010_200        -0.929         0.012        -0.041        -0.002        -0.234        -1.194
1.011_080       -26.415        50.449        -8.201        -6.348       -12.715        -3.230
1.011_085       -21.515        36.967        -6.062        -4.669       -10.672        -5.951
1.011_090       -17.666        27.067        -4.583        -3.396        -8.984        -7.562
1.011_095       -14.642        19.809        -3.530        -2.453        -7.582        -8.398
1.011_100       -12.255        14.493        -2.761        -1.765        -6.414        -8.701
1.011_105       -10.361        10.606        -2.185        -1.267        -5.438        -8.646
1.011_110        -8.847         7.760        -1.746        -0.909        -4.620        -8.362
1.011_125        -5.814         3.040        -0.932        -0.339        -2.866        -6.912
1.011_150        -3.336         0.639        -0.366        -0.070        -1.351        -4.484
1.011_200        -1.459         0.029        -0.078        -0.004        -0.362        -1.875
1.012_080       -26.045        49.732        -7.441        -6.280       -10.621        -0.656
1.012_085       -20.908        36.459        -5.472        -4.552        -8.838        -3.312
1.012_090       -16.907        26.730        -4.120        -3.271        -7.381        -4.948
1.012_095       -13.786        19.605        -3.162        -2.338        -6.183        -5.865
1.012_100       -11.342        14.386        -2.464        -1.666        -5.194        -6.281
1.012_105        -9.419        10.565        -1.944        -1.186        -4.375        -6.360
1.012_110        -7.896         7.766        -1.549        -0.845        -3.696        -6.220
1.012_125        -4.911         3.098        -0.815        -0.308        -2.260        -5.195
1.012_150        -2.594         0.685        -0.307        -0.061        -1.049        -3.327
1.012_200        -1.031         0.035        -0.058        -0.003        -0.275        -1.332
1.013_080       -41.362        76.173       -15.603       -11.538       -14.468        -6.798
1.013_085       -34.949        58.510       -11.701        -9.114       -12.356        -9.611
1.013_090       -29.583        44.890        -8.972        -7.081       -10.588       -11.335
1.013_095       -25.128        34.409        -7.016        -5.439        -9.099       -12.273
1.013_100       -21.443        26.361        -5.578        -4.146        -7.838       -12.644
1.013_105       -18.397        20.189        -4.496        -3.143        -6.768       -12.615
1.013_110       -15.875        15.461        -3.665        -2.375        -5.855       -12.309
1.013_125       -10.571         6.945        -2.083        -1.017        -3.834       -10.560
1.013_150        -5.991         1.838        -0.896        -0.251        -1.960        -7.260
1.013_200        -2.535         0.131        -0.211        -0.019        -0.586        -3.220
1.014_080       -43.048        75.090       -13.796        -9.367       -12.831        -3.952
1.014_085       -36.381        58.355       -10.409        -7.321       -10.973        -6.728
1.014_090       -30.785        45.331        -7.984        -5.632        -9.402        -8.472
1.014_095       -26.104        35.193        -6.206        -4.285        -8.067        -9.469
1.014_100       -22.195        27.303        -4.876        -3.233        -6.929        -9.930
1.014_105       -18.931        21.165        -3.864        -2.423        -5.957       -10.010
1.014_110       -16.200        16.391        -3.081        -1.807        -5.125        -9.824
1.014_125       -10.384         7.570        -1.605        -0.735        -3.277        -8.431
1.014_150        -5.365         2.047        -0.581        -0.159        -1.574        -5.632
1.014_200        -1.869         0.141        -0.100        -0.008        -0.398        -2.235
1.015_080       -23.395        41.109        -5.997        -4.648        -8.858        -1.789
1.015_085       -18.940        30.276        -4.375        -3.450        -7.452        -3.940
1.015_090       -15.443        22.293        -3.276        -2.525        -6.290        -5.241
1.015_095       -12.694        16.418        -2.505        -1.832        -5.324        -5.938
1.015_100       -10.526        12.099        -1.947        -1.323        -4.519        -6.216
1.015_105        -8.805         8.921        -1.533        -0.953        -3.844        -6.213
1.015_110        -7.432         6.581        -1.218        -0.685        -3.276        -6.030
1.015_125        -4.700         2.648        -0.637        -0.256        -2.050        -4.995
1.015_150        -2.526         0.586        -0.239        -0.053        -0.975        -3.207
1.015_200        -1.023         0.028        -0.046        -0.003        -0.259        -1.303
1.016_080       -27.860        48.489        -7.536        -5.728       -10.209        -2.845
1.016_085       -22.761        36.165        -5.526        -4.349        -8.650        -5.122
1.016_090       -18.702        26.965        -4.164        -3.248        -7.356        -6.506
1.016_095       -15.474        20.107        -3.210        -2.401        -6.273        -7.251
1.016_100       -12.903        15.002        -2.520        -1.763        -5.364        -7.547
1.016_105       -10.846        11.205        -2.005        -1.290        -4.598        -7.534
1.016_110        -9.191         8.373        -1.614        -0.942        -3.948        -7.322
1.016_125        -5.863         3.504        -0.879        -0.367        -2.526        -6.132
1.016_150        -3.177         0.829        -0.353        -0.080        -1.242        -4.023
1.016_200        -1.297         0.046        -0.077        -0.005        -0.346        -1.680
1.017_080       -23.580        41.456        -6.054        -4.604        -8.983        -1.765
1.017_085       -19.098        30.514        -4.414        -3.421        -7.560        -3.979
1.017_090       -15.575        22.451        -3.302        -2.505        -6.384        -5.315
1.017_095       -12.803        16.521        -2.522        -1.817        -5.407        -6.028
1.017_100       -10.614        12.162        -1.958        -1.311        -4.591        -6.311
1.017_105        -8.876         8.956        -1.538        -0.943        -3.906        -6.307
1.017_110        -7.487         6.598        -1.220        -0.677        -3.331        -6.118
1.017_125        -4.724         2.643        -0.634        -0.252        -2.090        -5.056
1.017_150        -2.519         0.576        -0.236        -0.051        -0.996        -3.225
1.017_200        -0.996         0.027        -0.045        -0.003        -0.268        -1.285
1.018_080       -25.308        44.302        -6.699        -5.134        -9.263        -2.102
1.018_085       -20.579        32.837        -4.894        -3.849        -7.816        -4.302
1.018_090       -16.841        24.335        -3.671        -2.843        -6.620        -5.640
1.018_095       -13.886        18.040        -2.814        -2.081        -5.624        -6.364
1.018_100       -11.542        13.383        -2.194        -1.515        -4.790        -6.658
1.018_105        -9.673         9.934        -1.734        -1.099        -4.089        -6.661
1.018_110        -8.177         7.382        -1.384        -0.797        -3.499        -6.475
1.018_125        -5.187         3.044        -0.736        -0.305        -2.219        -5.402
1.018_150        -2.792         0.702        -0.284        -0.065        -1.076        -3.515
1.018_200        -1.139         0.038        -0.058        -0.004        -0.297        -1.461
1.019_080       -22.453        39.522        -5.985        -4.501        -9.091        -2.509
1.019_085       -18.385        29.087        -4.390        -3.322        -7.696        -4.706
1.019_090       -15.167        21.408        -3.304        -2.420        -6.542        -6.025
1.019_095       -12.619        15.765        -2.540        -1.750        -5.580        -6.724
1.019_100       -10.594        11.620        -1.986        -1.260        -4.774        -6.994
1.019_105        -8.975         8.573        -1.572        -0.906        -4.095        -6.975
1.019_110        -7.671         6.330        -1.258        -0.651        -3.521        -6.771
1.019_125        -5.030         2.563        -0.673        -0.245        -2.266        -5.651
1.019_150        -2.832         0.578        -0.266        -0.052        -1.130        -3.701
1.019_200        -1.191         0.029        -0.057        -0.003        -0.324        -1.547
1.020_080       -22.369        41.112        -5.853        -4.789        -9.215        -1.114
1.020_085       -17.768        29.965        -4.178        -3.556        -7.692        -3.228
1.020_090       -14.195        21.801        -3.068        -2.594        -6.442        -4.499
1.020_095       -11.424        15.839        -2.308        -1.872        -5.412        -5.177
1.020_100        -9.272        11.495        -1.771        -1.340        -4.559        -5.447
1.020_105        -7.596         8.336        -1.380        -0.956        -3.850        -5.446
1.020_110        -6.284         6.039        -1.088        -0.680        -3.259        -5.271
1.020_125        -3.773         2.285        -0.562        -0.245        -2.003        -4.296
1.020_150        -1.918         0.448        -0.211        -0.047        -0.932        -2.659
1.020_200        -0.733         0.017        -0.042        -0.003        -0.247        -1.009
1.021_080       -20.280        38.067        -4.752        -3.830       -10.126        -0.921
1.021_085       -15.978        27.640        -3.394        -2.796        -8.519        -3.047
1.021_090       -12.678        20.058        -2.492        -2.012        -7.188        -4.312
1.021_095       -10.145        14.555        -1.872        -1.435        -6.080        -4.977
1.021_100        -8.193        10.564        -1.432        -1.018        -5.156        -5.235
1.021_105        -6.683         7.670        -1.111        -0.720        -4.382        -5.225
1.021_110        -5.506         5.571        -0.871        -0.509        -3.732        -5.047
1.021_125        -3.266         2.141        -0.441        -0.182        -2.333        -4.082
1.021_150        -1.621         0.441        -0.161        -0.035        -1.114        -2.491
1.021_200        -0.591         0.019        -0.032        -0.002        -0.303        -0.908
1.022_080       -12.282        25.126        -2.687        -2.392        -8.721        -0.955
1.022_085        -9.287        17.380        -1.881        -1.665        -7.215        -2.668
1.022_090        -7.093        11.978        -1.351        -1.146        -5.984        -3.595
1.022_095        -5.485         8.232        -0.990        -0.783        -4.975        -4.001
1.022_100        -4.300         5.640        -0.737        -0.534        -4.146        -4.076
1.022_105        -3.421         3.852        -0.556        -0.363        -3.463        -3.952
1.022_110        -2.766         2.623        -0.425        -0.248        -2.900        -3.715
1.022_125        -1.606         0.819        -0.203        -0.080        -1.729        -2.800
1.022_150        -0.830         0.113        -0.074        -0.014        -0.777        -1.581
1.022_200        -0.342         0.002        -0.017        -0.001        -0.201        -0.558
1.023_080       -22.046        39.060        -5.758        -4.627        -7.644        -1.014
1.023_085       -17.653        28.419        -4.124        -3.419        -6.331        -3.108
1.023_090       -14.227        20.638        -3.034        -2.485        -5.262        -4.370
1.023_095       -11.558        14.965        -2.284        -1.787        -4.387        -5.050
1.023_100        -9.476        10.839        -1.751        -1.275        -3.667        -5.330
1.023_105        -7.844         7.843        -1.362        -0.906        -3.073        -5.342
1.023_110        -6.558         5.669        -1.070        -0.643        -2.582        -5.183
1.023_125        -4.065         2.129        -0.545        -0.229        -1.550        -4.261
1.023_150        -2.167         0.411        -0.199        -0.043        -0.694        -2.693
1.023_200        -0.889         0.015        -0.038        -0.002        -0.173        -1.088
1.024_080       -21.898        38.911        -5.852        -4.437        -8.937        -2.214
1.024_085       -17.859        28.596        -4.278        -3.267        -7.563        -4.371
1.024_090       -14.672        21.016        -3.210        -2.375        -6.426        -5.667
1.024_095       -12.156        15.454        -2.460        -1.713        -5.480        -6.355
1.024_100       -10.162        11.373        -1.918        -1.231        -4.687        -6.625
1.024_105        -8.571         8.374        -1.515        -0.883        -4.019        -6.614
1.024_110        -7.295         6.175        -1.209        -0.634        -3.456        -6.419
1.024_125        -4.728         2.490        -0.644        -0.237        -2.226        -5.345
1.024_150        -2.619         0.559        -0.252        -0.050        -1.112        -3.475
1.024_200        -1.072         0.028        -0.053        -0.003        -0.320        -1.421
1.025_080       -21.407        37.700        -4.781        -3.704        -8.872        -1.064
1.025_085       -17.175        27.521        -3.503        -2.711        -7.439        -3.308
1.025_090       -13.892        20.076        -2.629        -1.960        -6.253        -4.658
1.025_095       -11.335        14.638        -2.009        -1.406        -5.266        -5.379
1.025_100        -9.335        10.668        -1.557        -1.004        -4.443        -5.670
1.025_105        -7.760         7.770        -1.219        -0.714        -3.755        -5.677
1.025_110        -6.511         5.655        -0.962        -0.507        -3.177        -5.503
1.025_125        -4.054         2.171        -0.492        -0.182        -1.943        -4.500
1.025_150        -2.129         0.432        -0.179        -0.034        -0.889        -2.798
1.025_200        -0.821         0.016        -0.034        -0.001        -0.223        -1.064
1.026_080       -18.622        33.644        -4.095        -3.423        -7.834        -0.330
1.026_085       -14.798        24.507        -2.968        -2.471        -6.547        -2.276
1.026_090       -11.851        17.857        -2.207        -1.766        -5.487        -3.453
1.026_095        -9.572        13.016        -1.675        -1.255        -4.610        -4.096
1.026_100        -7.802         9.492        -1.291        -0.889        -3.881        -4.371
1.026_105        -6.419         6.927        -1.007        -0.629        -3.274        -4.402
1.026_110        -5.331         5.059        -0.793        -0.445        -2.767        -4.277
1.026_125        -3.224         1.975        -0.403        -0.159        -1.688        -3.499
1.026_150        -1.633         0.412        -0.145        -0.030        -0.770        -2.166
1.026_200        -0.622         0.018        -0.026        -0.001        -0.193        -0.825
1.027_080       -26.442        46.048        -7.634        -5.602        -9.879        -3.510
1.027_085       -21.814        34.311        -5.640        -4.224        -8.410        -5.778
1.027_090       -18.111        25.569        -4.281        -3.140        -7.193        -7.154
1.027_095       -15.150        19.068        -3.321        -2.313        -6.176        -7.893
1.027_100       -12.777        14.236        -2.623        -1.696        -5.321        -8.182
1.027_105       -10.868        10.643        -2.101        -1.241        -4.598        -8.165
1.027_110        -9.321         7.965        -1.702        -0.908        -3.983        -7.948
1.027_125        -6.163         3.370        -0.946        -0.359        -2.624        -6.723
1.027_150        -3.512         0.825        -0.395        -0.083        -1.359        -4.523
1.027_200        -1.518         0.051        -0.091        -0.007        -0.413        -1.978
1.028_080       -17.892        33.949        -4.046        -3.417        -9.330        -0.736
1.028_085       -14.133        24.643        -2.888        -2.462        -7.873        -2.712
1.028_090       -11.249        17.894        -2.117        -1.753        -6.665        -3.890
1.028_095        -9.032        13.001        -1.587        -1.240        -5.658        -4.517
1.028_100        -7.321         9.453        -1.210        -0.874        -4.816        -4.768
1.028_105        -5.993         6.879        -0.936        -0.615        -4.108        -4.774
1.028_110        -4.954         5.009        -0.732        -0.434        -3.512        -4.623
1.028_125        -2.965         1.943        -0.370        -0.154        -2.222        -3.768
1.028_150        -1.481         0.404        -0.137        -0.030        -1.081        -2.326
1.028_200        -0.541         0.017        -0.029        -0.002        -0.305        -0.860
1.029_080       -19.555        34.102        -4.844        -3.993        -6.316        -0.606
1.029_085       -15.632        24.563        -3.471        -2.900        -5.173        -2.615
1.029_090       -12.593        17.656        -2.554        -2.075        -4.252        -3.818
1.029_095       -10.236        12.669        -1.920        -1.470        -3.504        -4.461
1.029_100        -8.403         9.077        -1.468        -1.035        -2.895        -4.723
1.029_105        -6.970         6.494        -1.136        -0.726        -2.397        -4.735
1.029_110        -5.843         4.640        -0.888        -0.508        -1.990        -4.588
1.029_125        -3.658         1.679        -0.442        -0.174        -1.151        -3.747
1.029_150        -1.983         0.303        -0.156        -0.031        -0.485        -2.351
1.029_200        -0.829         0.010        -0.029        -0.001        -0.109        -0.959
1.030_080       -27.158        49.176        -7.520        -5.613       -11.891        -3.006
1.030_085       -22.232        36.938        -5.529        -4.254       -10.202        -5.279
1.030_090       -18.308        27.770        -4.175        -3.183        -8.784        -6.680
1.030_095       -15.182        20.905        -3.226        -2.363        -7.587        -7.453
1.030_100       -12.686        15.764        -2.540        -1.747        -6.570        -7.779
1.030_105       -10.685        11.909        -2.030        -1.291        -5.703        -7.799
1.030_110        -9.070         9.011        -1.642        -0.954        -4.960        -7.615
1.030_125        -5.810         3.939        -0.916        -0.391        -3.300        -6.478
1.030_150        -3.161         1.015        -0.389        -0.096        -1.731        -4.363
1.030_200        -1.295         0.071        -0.095        -0.009        -0.542        -1.869
1.031_080       -42.507        72.911       -13.055        -8.505       -14.557        -5.714
1.031_085       -35.567        56.340        -9.770        -6.797       -12.558        -8.352
1.031_090       -29.846        43.545        -7.492        -5.327       -10.868        -9.988
1.031_095       -25.144        33.667        -5.868        -4.122        -9.430       -10.898
1.031_100       -21.280        26.042        -4.680        -3.162        -8.202       -11.281
1.031_105       -18.096        20.155        -3.787        -2.412        -7.147       -11.287
1.031_110       -15.466        15.608        -3.100        -1.833        -6.239       -11.030
1.031_125        -9.949         7.270        -1.782        -0.798        -4.187        -9.446
1.031_150        -5.235         2.039        -0.776        -0.203        -2.212        -6.387
1.031_200        -1.931         0.155        -0.185        -0.017        -0.690        -2.667
1.032_080       -30.483        54.898        -8.742        -6.431       -13.160        -3.919
1.032_085       -25.120        41.573        -6.451        -4.943       -11.346        -6.286
1.032_090       -20.806        31.510        -4.889        -3.746        -9.817        -7.749
1.032_095       -17.343        23.911        -3.792        -2.815        -8.520        -8.558
1.032_100       -14.556        18.173        -2.997        -2.106        -7.414        -8.899
1.032_105       -12.306        13.837        -2.405        -1.572        -6.466        -8.912
1.032_110       -10.482        10.555        -1.955        -1.174        -5.651        -8.707
1.032_125        -6.769         4.727        -1.108        -0.495        -3.811        -7.457
1.032_150        -3.714         1.268        -0.485        -0.127        -2.039        -5.098
1.032_200        -1.543         0.095        -0.123        -0.012        -0.657        -2.241
1.033_080       -25.900        50.357        -6.237        -5.078       -17.570        -4.428
1.033_085       -20.891        37.457        -4.674        -3.808       -15.105        -7.021
1.033_090       -17.000        27.899        -3.600        -2.833       -13.018        -8.552
1.033_095       -13.968        20.813        -2.835        -2.101       -11.244        -9.334
1.033_100       -11.594        15.555        -2.272        -1.558        -9.732        -9.601
1.033_105        -9.728        11.648        -1.848        -1.158        -8.441        -9.525
1.033_110        -8.248         8.736        -1.520        -0.863        -7.332        -9.227
1.033_125        -5.330         3.716        -0.892        -0.368        -4.853        -7.727
1.033_150        -3.028         0.915        -0.417        -0.099        -2.522        -5.150
1.033_200        -1.363         0.057        -0.121        -0.010        -0.776        -2.213
1.034_080       -28.301        51.885        -8.708        -6.410       -11.258        -2.791
1.034_085       -23.141        38.873        -6.339        -4.920        -9.588        -5.114
1.034_090       -19.005        29.114        -4.737        -3.713        -8.197        -6.539
1.034_095       -15.702        21.804        -3.622        -2.773        -7.032        -7.325
1.034_100       -13.064        16.335        -2.824        -2.057        -6.051        -7.661
1.034_105       -10.953        12.245        -2.237        -1.521        -5.221        -7.685
1.034_110        -9.256         9.186        -1.795        -1.123        -4.515        -7.502
1.034_125        -5.859         3.892        -0.981        -0.455        -2.959        -6.362
1.034_150        -3.158         0.940        -0.407        -0.108        -1.522        -4.255
1.034_200        -1.296         0.056        -0.096        -0.009        -0.470        -1.816
1.035_080       -26.230        49.834        -6.965        -5.491       -12.916        -1.768
1.035_085       -21.103        37.106        -5.055        -4.132       -11.052        -4.236
1.035_090       -17.060        27.626        -3.766        -3.066        -9.486        -5.753
1.035_095       -13.876        20.575        -2.869        -2.255        -8.165        -6.591
1.035_100       -11.366        15.334        -2.227        -1.650        -7.044        -6.953
1.035_105        -9.381        11.438        -1.755        -1.205        -6.091        -6.994
1.035_110        -7.805         8.538        -1.400        -0.879        -5.276        -6.822
1.035_125        -4.715         3.570        -0.749        -0.345        -3.471        -5.710
1.035_150        -2.359         0.852        -0.300        -0.078        -1.794        -3.680
1.035_200        -0.855         0.052        -0.067        -0.006        -0.556        -1.432
1.036_080       -16.742        34.525        -4.807        -3.855       -10.912        -1.791
1.036_085       -13.173        24.952        -3.461        -2.805        -9.237        -3.725
1.036_090       -10.437        18.016        -2.551        -2.021        -7.842        -4.834
1.036_095        -8.338        13.003        -1.917        -1.447        -6.675        -5.374
1.036_100        -6.726         9.386        -1.462        -1.034        -5.696        -5.533
1.036_105        -5.481         6.774        -1.130        -0.739        -4.872        -5.448
1.036_110        -4.516         4.887        -0.883        -0.529        -4.175        -5.216
1.036_125        -2.702         1.839        -0.449        -0.199        -2.664        -4.176
1.036_150        -1.401         0.362        -0.175        -0.044        -1.320        -2.577
1.036_200        -0.574         0.014        -0.041        -0.004        -0.391        -0.996
1.037_080       -26.959        48.595        -7.830        -5.822       -10.570        -2.586
1.037_085       -22.017        36.216        -5.707        -4.420        -8.967        -4.895
1.037_090       -18.077        26.982        -4.271        -3.303        -7.637        -6.306
1.037_095       -14.944        20.101        -3.270        -2.445        -6.524        -7.081
1.037_100       -12.449        14.980        -2.551        -1.799        -5.589        -7.409
1.037_105       -10.456        11.169        -2.021        -1.320        -4.800        -7.428
1.037_110        -8.856         8.334        -1.622        -0.967        -4.132        -7.244
1.037_125        -5.658         3.473        -0.884        -0.384        -2.669        -6.121
1.037_150        -3.103         0.815        -0.364        -0.089        -1.338        -4.079
1.037_200        -1.308         0.045        -0.086        -0.007        -0.394        -1.750
1.038_080       -26.487        48.852        -7.664        -5.740       -12.564        -3.603
1.038_085       -21.927        36.806        -5.675        -4.346       -10.851        -5.993
1.038_090       -18.257        27.773        -4.315        -3.253        -9.408        -7.461
1.038_095       -15.306        20.997        -3.354        -2.421        -8.184        -8.269
1.038_100       -12.927        15.909        -2.656        -1.798        -7.139        -8.611
1.038_105       -11.001        12.080        -2.135        -1.335        -6.242        -8.633
1.038_110        -9.434         9.196        -1.736        -0.993        -5.471        -8.437
1.038_125        -6.207         4.109        -0.984        -0.417        -3.725        -7.224
1.038_150        -3.472         1.103        -0.430        -0.108        -2.022        -4.929
1.038_200        -1.427         0.081        -0.108        -0.010        -0.665        -2.130
1.039_080       -23.958        44.747        -5.831        -4.501       -12.547        -2.090
1.039_085       -19.321        33.304        -4.293        -3.362       -10.753        -4.425
1.039_090       -15.691        24.816        -3.247        -2.488        -9.242        -5.852
1.039_095       -12.844        18.517        -2.510        -1.832        -7.961        -6.631
1.039_100       -10.600        13.837        -1.975        -1.347        -6.872        -6.957
1.039_105        -8.823        10.354        -1.575        -0.990        -5.943        -6.978
1.039_110        -7.407         7.757        -1.271        -0.729        -5.148        -6.798
1.039_125        -4.599         3.284        -0.701        -0.296        -3.377        -5.689
1.039_150        -2.381         0.795        -0.293        -0.069        -1.727        -3.675
1.039_200        -0.866         0.046        -0.069        -0.005        -0.516        -1.410
1.040_080       -20.415        38.536        -4.653        -3.737       -10.765        -1.036
