# DFT-SAPT benchmark energies with the asymptotically corrected PBE0 potential for HB375x10
# All energy units have been converted to kcal/mol
# The DFT-SAPT calculations have been performed by E. Masumian and A. D. Boese (reference)

System             Elst         Exch          Ind        deltaHF        Disp           Total     
1.011_095       -14.273        18.899        -3.454        -2.456        -7.403        -8.687
1.011_100       -11.968        13.818        -2.702        -1.767        -6.256        -8.875
1.011_105       -10.130        10.098        -2.139        -1.269        -5.298        -8.738
1.011_110        -8.662         7.383        -1.710        -0.911        -4.498        -8.398
1.011_125        -5.719         2.883        -0.915        -0.340        -2.786        -6.876
1.011_150        -3.301         0.606        -0.360        -0.071        -1.314        -4.440
1.011_200        -1.450         0.027        -0.077        -0.005        -0.353        -1.857
1.012_080       -25.517        47.557        -7.319        -6.280       -10.380        -1.938
1.012_085       -20.521        34.823        -5.386        -4.552        -8.626        -4.261
1.012_090       -16.624        25.502        -4.056        -3.271        -7.194        -5.643
1.012_095       -13.578        18.684        -3.114        -2.338        -6.019        -6.365
1.012_100       -11.195        13.698        -2.428        -1.666        -5.051        -6.642
1.012_105        -9.317        10.054        -1.917        -1.186        -4.251        -6.618
1.012_110        -7.828         7.387        -1.528        -0.845        -3.589        -6.403
1.012_125        -4.907         2.961        -0.807        -0.308        -2.198        -5.260
1.012_150        -2.616         0.656        -0.306        -0.061        -1.020        -3.348
1.012_200        -1.038         0.034        -0.057        -0.003        -0.269        -1.334
1.013_080       -40.492        72.958       -15.323       -11.538       -14.160        -8.555
1.013_085       -34.266        55.922       -11.504        -9.114       -12.080       -11.041
1.013_090       -29.053        42.835        -8.825        -7.080       -10.341       -12.465
1.013_095       -24.721        32.793        -6.901        -5.439        -8.879       -13.147
1.013_100       -21.137        25.098        -5.485        -4.145        -7.643       -13.312
1.013_105       -18.169        19.207        -4.420        -3.143        -6.595       -13.119
1.013_110       -15.710        14.702        -3.603        -2.375        -5.702       -12.688
1.013_125       -10.526         6.599        -2.048        -1.017        -3.729       -10.721
1.013_150        -6.008         1.747        -0.883        -0.251        -1.905        -7.301
1.013_200        -2.558         0.123        -0.208        -0.019        -0.569        -3.230
1.014_080       -42.474        72.234       -13.541        -9.367       -12.585        -5.734
1.014_085       -35.906        56.026       -10.214        -7.320       -10.746        -8.160
1.014_090       -30.397        43.451        -7.828        -5.632        -9.195        -9.601
1.014_095       -25.792        33.690        -6.080        -4.285        -7.879       -10.345
1.014_100       -21.949        26.114        -4.773        -3.232        -6.759       -10.599
1.014_105       -18.739        20.235        -3.779        -2.423        -5.805       -10.511
1.014_110       -16.055        15.675        -3.012        -1.807        -4.991       -10.190
1.014_125       -10.327         7.249        -1.570        -0.734        -3.184        -8.566
1.014_150        -5.363         1.960        -0.570        -0.158        -1.524        -5.655
1.014_200        -1.879         0.136        -0.098        -0.008        -0.387        -2.236
1.015_080       -22.936        39.359        -5.882        -4.645        -8.671        -2.775
1.015_085       -18.600        28.942        -4.292        -3.447        -7.284        -4.682
1.015_090       -15.195        21.291        -3.212        -2.523        -6.141        -5.781
1.015_095       -12.516        15.672        -2.454        -1.831        -5.194        -6.322
1.015_100       -10.401        11.539        -1.906        -1.322        -4.402        -6.492
1.015_105        -8.718         8.502        -1.500        -0.951        -3.740        -6.407
1.015_110        -7.374         6.273        -1.192        -0.684        -3.186        -6.163
1.015_125        -4.692         2.531        -0.626        -0.256        -1.994        -5.036
1.015_150        -2.531         0.554        -0.236        -0.052        -0.944        -3.209
1.015_200        -1.026         0.027        -0.046        -0.003        -0.253        -1.300
1.016_080       -27.281        46.421        -7.386        -5.725       -10.002        -3.973
1.016_085       -22.323        34.557        -5.418        -4.346        -8.465        -5.996
1.016_090       -18.377        25.736        -4.082        -3.246        -7.190        -7.159
1.016_095       -15.236        19.178        -3.145        -2.399        -6.127        -7.728
1.016_100       -12.731        14.302        -2.467        -1.761        -5.234        -7.891
1.016_105       -10.723        10.671        -1.962        -1.288        -4.480        -7.783
1.016_110        -9.107         7.969        -1.578        -0.941        -3.844        -7.501
1.016_125        -5.849         3.336        -0.861        -0.367        -2.457        -6.198
1.016_150        -3.192         0.793        -0.347        -0.080        -1.210        -4.036
1.016_200        -1.303         0.044        -0.076        -0.005        -0.337        -1.678
1.017_080       -23.105        39.694        -5.932        -4.601        -8.795        -2.739
1.017_085       -18.750        29.180        -4.326        -3.419        -7.393        -4.707
1.017_090       -15.323        21.452        -3.235        -2.503        -6.236        -5.846
1.017_095       -12.622        15.772        -2.470        -1.816        -5.276        -6.412
1.017_100       -10.487        11.600        -1.917        -1.310        -4.474        -6.589
1.017_105        -8.789         8.535        -1.507        -0.942        -3.804        -6.507
1.017_110        -7.431         6.286        -1.196        -0.676        -3.242        -6.260
1.017_125        -4.718         2.517        -0.624        -0.251        -2.031        -5.107
1.017_150        -2.531         0.549        -0.232        -0.050        -0.969        -3.233
1.017_200        -1.003         0.026        -0.044        -0.003        -0.262        -1.286
1.018_080       -24.797        42.407        -6.571        -5.132        -9.072        -3.165
1.018_085       -20.199        31.383        -4.802        -3.847        -7.646        -5.111
1.018_090       -16.560        23.230        -3.600        -2.841        -6.467        -6.239
1.018_095       -13.679        17.204        -2.757        -2.079        -5.487        -6.799
1.018_100       -11.393        12.753        -2.148        -1.513        -4.669        -6.970
1.018_105        -9.563         9.445        -1.696        -1.098        -3.978        -6.890
1.018_110        -8.097         7.009        -1.353        -0.796        -3.400        -6.637
1.018_125        -5.163         2.891        -0.721        -0.304        -2.154        -5.451
1.018_150        -2.796         0.669        -0.280        -0.065        -1.045        -3.517
1.018_200        -1.139         0.036        -0.057        -0.004        -0.289        -1.453
1.019_080       -21.898        37.819        -5.843        -4.498        -8.901        -3.321
1.019_085       -17.964        27.788        -4.287        -3.319        -7.527        -5.310
1.019_090       -14.850        20.425        -3.227        -2.418        -6.392        -6.462
1.019_095       -12.382        15.024        -2.481        -1.748        -5.447        -7.034
1.019_100       -10.418        11.063        -1.939        -1.258        -4.657        -7.210
1.019_105        -8.847         8.155        -1.536        -0.904        -3.993        -7.125
1.019_110        -7.580         6.021        -1.229        -0.650        -3.433        -6.870
1.019_125        -5.000         2.434        -0.659        -0.244        -2.208        -5.676
1.019_150        -2.829         0.548        -0.261        -0.051        -1.102        -3.695
1.019_200        -1.185         0.026        -0.056        -0.003        -0.316        -1.533
1.020_080       -21.742        39.232        -5.697        -4.786        -9.028        -2.021
1.020_085       -17.285        28.523        -4.065        -3.553        -7.525        -3.905
1.020_090       -13.825        20.708        -2.984        -2.592        -6.295        -4.988
1.020_095       -11.144        15.019        -2.243        -1.870        -5.283        -5.521
1.020_100        -9.062        10.884        -1.720        -1.339        -4.447        -5.684
1.020_105        -7.441         7.881        -1.339        -0.954        -3.752        -5.606
1.020_110        -6.170         5.701        -1.056        -0.679        -3.174        -5.378
1.020_125        -3.732         2.151        -0.546        -0.244        -1.948        -4.320
1.020_150        -1.915         0.419        -0.205        -0.047        -0.906        -2.654
1.020_200        -0.737         0.016        -0.041        -0.003        -0.241        -1.007
1.021_080       -19.792        36.372        -4.650        -3.827        -9.924        -1.821
1.021_085       -15.619        26.364        -3.322        -2.794        -8.339        -3.710
1.021_090       -12.420        19.107        -2.439        -2.010        -7.029        -4.791
1.021_095        -9.963        13.850        -1.832        -1.433        -5.941        -5.320
1.021_100        -8.069        10.042        -1.401        -1.016        -5.034        -5.479
1.021_105        -6.601         7.284        -1.087        -0.719        -4.276        -5.398
1.021_110        -5.455         5.286        -0.853        -0.508        -3.639        -5.169
1.021_125        -3.263         2.027        -0.434        -0.181        -2.273        -4.124
1.021_150        -1.636         0.416        -0.159        -0.035        -1.085        -2.498
1.021_200        -0.598         0.018        -0.031        -0.002        -0.296        -0.910
1.022_080       -11.806        23.909        -2.598        -2.390        -8.543        -1.429
1.022_085        -8.933        16.501        -1.819        -1.664        -7.060        -2.975
1.022_090        -6.830        11.348        -1.306        -1.145        -5.850        -3.783
1.022_095        -5.288         7.781        -0.957        -0.782        -4.861        -4.108
1.022_100        -4.154         5.319        -0.712        -0.533        -4.049        -4.130
1.022_105        -3.318         3.627        -0.538        -0.363        -3.379        -3.970
1.022_110        -2.688         2.464        -0.410        -0.247        -2.827        -3.709
1.022_125        -1.573         0.765        -0.197        -0.080        -1.685        -2.771
1.022_150        -0.821         0.105        -0.072        -0.014        -0.758        -1.559
1.022_200        -0.340         0.002        -0.016        -0.001        -0.197        -0.552
1.023_080       -21.539        37.371        -5.628        -4.624        -7.475        -1.896
1.023_085       -17.265        27.138        -4.030        -3.417        -6.183        -3.757
1.023_090       -13.932        19.676        -2.965        -2.483        -5.132        -4.836
1.023_095       -11.335        14.248        -2.230        -1.785        -4.274        -5.376
1.023_100        -9.308        10.308        -1.709        -1.274        -3.569        -5.552
1.023_105        -7.720         7.451        -1.328        -0.905        -2.988        -5.491
1.023_110        -6.467         5.381        -1.044        -0.642        -2.508        -5.281
1.023_125        -4.031         2.016        -0.533        -0.228        -1.504        -4.280
1.023_150        -2.162         0.388        -0.195        -0.043        -0.673        -2.685
1.023_200        -0.889         0.014        -0.038        -0.002        -0.168        -1.083
1.024_080       -21.404        37.292        -5.722        -4.435        -8.756        -3.026
1.024_085       -17.490        27.373        -4.184        -3.265        -7.402        -4.968
1.024_090       -14.400        20.103        -3.139        -2.373        -6.285        -6.094
1.024_095       -11.957        14.776        -2.406        -1.712        -5.356        -6.655
1.024_100       -10.018        10.868        -1.876        -1.230        -4.578        -6.832
1.024_105        -8.465         7.992        -1.482        -0.882        -3.921        -6.757
1.024_110        -7.223         5.894        -1.183        -0.633        -3.370        -6.515
1.024_125        -4.707         2.384        -0.632        -0.237        -2.172        -5.364
1.024_150        -2.624         0.536        -0.249        -0.050        -1.085        -3.471
1.024_200        -1.071         0.027        -0.052        -0.003        -0.314        -1.414
1.025_080       -20.910        36.114        -4.671        -3.704        -8.689        -1.860
1.025_085       -16.804        26.336        -3.423        -2.711        -7.278        -3.880
1.025_090       -13.615        19.196        -2.569        -1.960        -6.111        -5.059
1.025_095       -11.133        13.988        -1.964        -1.406        -5.142        -5.657
1.025_100        -9.189        10.188        -1.523        -1.004        -4.335        -5.862
1.025_105        -7.655         7.415        -1.193        -0.714        -3.660        -5.808
1.025_110        -6.436         5.394        -0.943        -0.508        -3.096        -5.588
1.025_125        -4.026         2.070        -0.483        -0.182        -1.893        -4.514
1.025_150        -2.121         0.412        -0.176        -0.034        -0.867        -2.785
1.025_200        -0.812         0.015        -0.034        -0.002        -0.218        -1.050
1.026_080       -18.225        32.194        -4.019        -3.421        -7.663        -1.134
1.026_085       -14.506        23.424        -2.912        -2.469        -6.396        -2.859
1.026_090       -11.638        17.057        -2.163        -1.765        -5.354        -3.863
1.026_095        -9.418        12.428        -1.640        -1.254        -4.493        -4.376
1.026_100        -7.691         9.063        -1.263        -0.888        -3.779        -4.557
1.026_105        -6.340         6.616        -0.985        -0.628        -3.186        -4.522
1.026_110        -5.274         4.832        -0.776        -0.444        -2.691        -4.353
1.026_125        -3.203         1.887        -0.396        -0.158        -1.639        -3.509
1.026_150        -1.634         0.399        -0.144        -0.030        -0.750        -2.159
1.026_200        -0.618         0.018        -0.026        -0.001        -0.189        -0.817
1.027_080       -25.887        44.134        -7.475        -5.599        -9.679        -4.507
1.027_085       -21.395        32.835        -5.525        -4.222        -8.233        -6.539
1.027_090       -17.797        24.444        -4.192        -3.137        -7.035        -7.717
1.027_095       -14.918        18.217        -3.251        -2.311        -6.036        -8.299
1.027_100       -12.609        13.596        -2.567        -1.695        -5.197        -8.471
1.027_105       -10.747        10.161        -2.056        -1.240        -4.488        -8.370
1.027_110        -9.232         7.593        -1.664        -0.907        -3.883        -8.093
1.027_125        -6.138         3.213        -0.927        -0.359        -2.556        -6.767
1.027_150        -3.521         0.795        -0.388        -0.083        -1.328        -4.525
1.027_200        -1.521         0.049        -0.089        -0.006        -0.403        -1.971
1.028_080       -17.414        32.410        -3.942        -3.414        -9.131        -1.491
1.028_085       -13.778        23.493        -2.813        -2.459        -7.698        -3.255
1.028_090       -10.989        17.040        -2.062        -1.751        -6.510        -4.273
1.028_095        -8.843        12.366        -1.545        -1.238        -5.521        -4.781
1.028_100        -7.184         8.981        -1.178        -0.873        -4.694        -4.948
1.028_105        -5.894         6.530        -0.912        -0.614        -4.003        -4.894
1.028_110        -4.885         4.752        -0.714        -0.433        -3.422        -4.701
1.028_125        -2.943         1.839        -0.362        -0.153        -2.165        -3.784
1.028_150        -1.478         0.379        -0.134        -0.030        -1.052        -2.314
1.028_200        -0.538         0.016        -0.028        -0.002        -0.297        -0.849
1.029_080       -19.216        32.727        -4.747        -3.991        -6.173        -1.400
1.029_085       -15.383        23.541        -3.400        -2.898        -5.049        -3.189
1.029_090       -12.411        16.905        -2.501        -2.073        -4.144        -4.223
1.029_095       -10.106        12.123        -1.879        -1.469        -3.411        -4.741
1.029_100        -8.312         8.682        -1.436        -1.034        -2.816        -4.915
1.029_105        -6.909         6.210        -1.111        -0.725        -2.329        -4.864
1.029_110        -5.804         4.437        -0.869        -0.507        -1.932        -4.675
1.029_125        -3.653         1.607        -0.434        -0.174        -1.116        -3.770
1.029_150        -1.988         0.291        -0.154        -0.030        -0.470        -2.352
1.029_200        -0.831         0.009        -0.029        -0.001        -0.106        -0.958
1.030_080       -26.644        47.051        -7.398        -5.613       -11.652        -4.255
1.030_085       -21.858        35.276        -5.446        -4.255        -9.986        -6.268
1.030_090       -18.043        26.501        -4.114        -3.183        -8.591        -7.430
1.030_095       -14.999        19.932        -3.180        -2.363        -7.413        -8.023
1.030_100       -12.565        15.029        -2.503        -1.748        -6.416        -8.203
1.030_105       -10.612        11.350        -2.001        -1.291        -5.567        -8.121
1.030_110        -9.032         8.579        -1.620        -0.954        -4.837        -7.865
1.030_125        -5.836         3.743        -0.907        -0.391        -3.214        -6.605
1.030_150        -3.208         0.966        -0.388        -0.096        -1.686        -4.413
1.030_200        -1.324         0.066        -0.094        -0.009        -0.527        -1.888
1.031_080       -41.683        69.900       -12.808        -8.505       -14.277        -7.374
1.031_085       -34.922        53.869        -9.600        -6.797       -12.299        -9.749
1.031_090       -29.353        41.550        -7.368        -5.327       -10.632       -11.130
1.031_095       -24.778        32.058        -5.775        -4.121        -9.213       -11.830
1.031_100       -20.996        24.777        -4.603        -3.162        -8.004       -11.987
1.031_105       -17.890        19.164        -3.723        -2.411        -6.969       -11.828
1.031_110       -15.320        14.836        -3.046        -1.833        -6.079       -11.441
1.031_125        -9.914         6.908        -1.751        -0.798        -4.073        -9.629
1.031_150        -5.267         1.934        -0.767        -0.203        -2.148        -6.451
1.031_200        -1.961         0.148        -0.184        -0.016        -0.673        -2.686
1.032_080       -29.901        52.543        -8.601        -6.432       -12.911        -5.302
1.032_085       -24.685        39.713        -6.355        -4.943       -11.120        -7.390
1.032_090       -20.489        30.056        -4.819        -3.746        -9.612        -8.610
1.032_095       -17.117        22.784        -3.738        -2.815        -8.335        -9.220
1.032_100       -14.401        17.302        -2.955        -2.106        -7.246        -9.405
1.032_105       -12.208        13.168        -2.372        -1.572        -6.316        -9.300
1.032_110       -10.425        10.045        -1.928        -1.174        -5.519        -9.002
1.032_125        -6.790         4.496        -1.098        -0.495        -3.719        -7.606
1.032_150        -3.764         1.202        -0.483        -0.127        -1.988        -5.160
1.032_200        -1.575         0.089        -0.123        -0.012        -0.641        -2.263
1.033_080       -25.255        48.044        -6.105        -5.078       -17.236        -5.631
1.033_085       -20.409        35.666        -4.581        -3.807       -14.804        -7.935
1.033_090       -16.644        26.523        -3.533        -2.832       -12.748        -9.235
1.033_095       -13.707        19.752        -2.787        -2.100       -11.000        -9.843
1.033_100       -11.406        14.729        -2.238        -1.557        -9.509        -9.981
1.033_105        -9.599        11.016        -1.822        -1.157        -8.243        -9.805
1.033_110        -8.163         8.254        -1.501        -0.863        -7.160        -9.433
1.033_125        -5.320         3.499        -0.884        -0.368        -4.740        -7.813
1.033_150        -3.049         0.851        -0.413        -0.099        -2.458        -5.168
1.033_200        -1.382         0.052        -0.120        -0.010        -0.757        -2.218
1.034_080       -27.571        49.533        -8.514        -6.410       -11.023        -3.984
1.034_085       -22.570        37.005        -6.202        -4.920        -9.375        -6.062
1.034_090       -18.566        27.660        -4.636        -3.713        -8.007        -7.262
1.034_095       -15.368        20.679        -3.545        -2.773        -6.862        -7.869
1.034_100       -12.814        15.466        -2.765        -2.057        -5.898        -8.068
1.034_105       -10.765        11.582        -2.190        -1.521        -5.086        -7.980
1.034_110        -9.121         8.678        -1.758        -1.123        -4.396        -7.720
1.034_125        -5.815         3.664        -0.963        -0.455        -2.877        -6.445
1.034_150        -3.166         0.880        -0.401        -0.108        -1.479        -4.274
1.034_200        -1.310         0.052        -0.095        -0.009        -0.458        -1.821
1.035_080       -25.658        47.558        -6.848        -5.490       -12.652        -3.090
1.035_085       -20.681        35.343        -4.976        -4.132       -10.816        -5.261
1.035_090       -16.759        26.273        -3.711        -3.066        -9.275        -6.537
1.035_095       -13.664        19.544        -2.829        -2.255        -7.976        -7.180
1.035_100       -11.225        14.552        -2.197        -1.650        -6.877        -7.397
1.035_105        -9.298        10.845        -1.733        -1.205        -5.943        -7.334
1.035_110        -7.759         8.089        -1.384        -0.879        -5.146        -7.080
1.035_125        -4.735         3.372        -0.745        -0.345        -3.382        -5.834
1.035_150        -2.401         0.801        -0.301        -0.078        -1.747        -3.726
1.035_200        -0.879         0.048        -0.068        -0.006        -0.543        -1.447
1.036_080       -16.162        32.842        -4.693        -3.856       -10.681        -2.549
1.036_085       -12.733        23.671        -3.381        -2.806        -9.031        -4.280
1.036_090       -10.102        17.048        -2.495        -2.021        -7.658        -5.228
1.036_095        -8.089        12.279        -1.877        -1.448        -6.510        -5.644
1.036_100        -6.544         8.851        -1.434        -1.035        -5.552        -5.715
1.036_105        -5.352         6.382        -1.110        -0.739        -4.748        -5.568
1.036_110        -4.425         4.600        -0.869        -0.529        -4.069        -5.292
1.036_125        -2.674         1.719        -0.445        -0.199        -2.591        -4.189
1.036_150        -1.408         0.336        -0.175        -0.044        -1.285        -2.575
1.036_200        -0.582         0.013        -0.041        -0.004        -0.383        -0.997
1.037_080       -26.397        46.479        -7.673        -5.822       -10.348        -3.760
1.037_085       -21.588        34.573        -5.595        -4.420        -8.771        -5.802
1.037_090       -17.755        25.705        -4.189        -3.304        -7.461        -7.004
1.037_095       -14.707        19.131        -3.208        -2.445        -6.369        -7.598
1.037_100       -12.278        14.242        -2.504        -1.799        -5.451        -7.790
1.037_105       -10.336        10.608        -1.984        -1.320        -4.677        -7.709
1.037_110        -8.775         7.906        -1.592        -0.967        -4.023        -7.452
1.037_125        -5.644         3.285        -0.870        -0.384        -2.595        -6.208
1.037_150        -3.123         0.769        -0.360        -0.088        -1.302        -4.104
1.037_200        -1.324         0.042        -0.085        -0.007        -0.383        -1.757
1.038_080       -25.935        46.784        -7.525        -5.740       -12.318        -4.734
1.038_085       -21.520        35.187        -5.580        -4.346       -10.628        -6.886
1.038_090       -17.964        26.519        -4.246        -3.254        -9.207        -8.152
1.038_095       -15.102        20.034        -3.304        -2.421        -8.004        -8.797
1.038_100       -12.792        15.177        -2.618        -1.798        -6.981        -9.012
1.038_105       -10.923        11.523        -2.107        -1.335        -6.101        -8.944
1.038_110        -9.394         8.768        -1.715        -0.993        -5.345        -8.679
1.038_125        -6.227         3.911        -0.976        -0.417        -3.634        -7.343
1.038_150        -3.522         1.051        -0.428        -0.108        -1.975        -4.983
1.038_200        -1.457         0.077        -0.108        -0.010        -0.651        -2.149
1.039_080       -23.480        42.837        -5.718        -4.503       -12.313        -3.178
1.039_085       -18.975        31.830        -4.215        -3.365       -10.542        -5.266
1.039_090       -15.450        23.691        -3.190        -2.490        -9.051        -6.491
1.039_095       -12.683        17.656        -2.469        -1.834        -7.788        -7.119
1.039_100       -10.502        13.177        -1.945        -1.349        -6.717        -7.335
1.039_105        -8.772         9.854        -1.553        -0.992        -5.806        -7.270
1.039_110        -7.390         7.376        -1.255        -0.731        -5.026        -7.026
1.039_125        -4.633         3.117        -0.695        -0.297        -3.297        -5.806
1.039_150        -2.433         0.751        -0.291        -0.070        -1.687        -3.730
1.039_200        -0.897         0.043        -0.069        -0.005        -0.505        -1.432
1.040_080       -20.004        36.833        -4.584        -3.737       -10.547        -2.039
1.040_085       -16.054        27.336        -3.346        -2.747        -9.003        -3.815
1.040_090       -12.978        20.338        -2.511        -2.003        -7.709        -4.862
